ticker,SPGX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-16,5.0
2016-02-22,0.0
2016-08-04,4.7619
2016-08-10,36.3636
2016-08-12,16.6667
2016-08-16,14.2857
2016-08-17,-20.0
2016-08-19,28.125
2016-08-23,2.439
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,2.3810000000000002
2016-08-29,2.3256
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-30,0.0
2016-10-17,0.0
2016-10-20,0.0
2016-10-25,0.0
2016-10-31,0.0
2016-11-04,4.5455
2016-11-15,8.6957
2016-11-17,0.0
2016-11-21,0.0
2016-11-22,4.0
2016-11-28,0.0
2016-12-06,1.5385
2016-12-07,-1.5152
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,-0.7692
2016-12-14,0.7752
2016-12-16,0.0
2016-12-29,0.0
2017-01-31,1.9231
2017-02-28,0.0
2017-03-02,13.2075
2017-03-16,0.0
2017-04-20,66.6667
2017-04-21,-30.0
2017-06-13,-5.7143
2017-07-18,6.0606
2017-07-19,5.7143
2017-07-21,1.3514
2017-07-25,33.3333
2017-07-26,-20.0
2017-07-27,-6.25
2017-07-28,-6.6667
2017-07-31,8.5714
2017-08-09,-7.8947
2017-08-17,0.0
2017-08-23,0.0
2017-08-24,0.0
2017-08-30,-25.7143
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,23.0769
2017-09-12,-1.5625
2017-09-14,-4.7619
2017-09-15,16.6667
2017-10-04,2.8571
2017-10-05,-2.7778
2017-10-12,0.0
2017-10-16,-8.5714
2017-10-17,9.375
2017-10-19,28.2857
2017-10-25,0.2227
2017-10-26,-13.3333
2017-10-27,4.359
2017-11-17,-4.1769
2017-12-07,0.0
2017-12-08,7.6923
2017-12-15,-4.7619
2017-12-28,5.0
2018-02-02,-4.7619
2018-02-13,0.0
2018-02-15,0.0
2018-02-16,-0.25
2018-03-01,0.2506
2018-03-15,-10.0
2018-03-16,11.1111
2018-04-11,0.0
2018-04-19,0.0
2018-05-16,-18.5
2018-05-24,7.362
2018-06-01,14.0
2018-07-10,9.0226
2018-07-31,0.0
2018-08-20,-8.2759
2018-08-29,-24.3108
2018-08-30,0.0
2018-09-11,9.2715
2018-09-18,0.0
2018-09-25,-6.0606
2018-09-28,6.4516
2018-10-02,-0.9091
2018-10-05,0.9174
2018-10-09,0.0
2019-01-15,-8.7879
2019-05-07,-66.113
2019-05-13,96.0784
2019-05-14,0.0
2019-05-15,-2.5
2019-05-16,-10.2564
2019-05-22,0.0
2019-05-23,0.0
2019-05-28,0.0
2019-06-12,-2.8571
2019-06-19,-11.7647
2019-06-24,0.0
2019-07-01,-3.3333
2019-08-02,-3.4483
2019-08-05,42.8571
2019-08-13,60.0
2019-09-23,-53.125
2019-09-24,0.0
2019-09-26,0.0
2019-09-27,100.6667
2019-09-30,32.8904
2020-01-13,-62.5
2020-01-30,0.0
2020-01-31,-36.6667
2020-02-03,18.4211
2020-02-04,33.3333
2020-02-05,66.6667
2020-02-06,-70.0
2020-02-10,433.3333
2020-02-14,-76.2525
2020-03-25,17.5124
2020-03-26,11.982099999999999
2020-03-27,20.0
2020-03-30,10.0
2020-04-02,6.0606
2020-04-14,-42.8571
2020-04-15,125.0
2020-04-22,8.8889
2020-04-23,12.2449
2020-04-24,0.0
2020-05-05,3.6327
2020-06-09,-1.7509000000000001
2020-06-29,-35.3571
2020-07-02,-0.5525
2020-07-07,-11.1111
2020-07-13,-3.125
2020-07-22,-56.7742
2020-07-23,4.4925
2020-07-27,-23.0824
2020-07-28,13.2776
2020-07-29,-38.5246
