ticker,HAFG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-06,33.3333
2008-02-07,0.0
2008-02-08,12.5
2008-02-12,5.5556
2008-02-13,0.0
2008-02-19,4.6316
2008-02-20,-4.4266
2008-02-21,0.0
2008-02-22,0.0
2008-02-25,-5.2632
2008-02-26,-11.1111
2008-02-27,0.0
2008-02-28,-10.0
2008-02-29,-0.5556
2008-03-03,-2.7933
2008-03-04,-2.2989
2008-03-05,-10.2941
2008-03-07,-1.6393
2008-03-10,0.0
2008-03-11,1.6667
2008-03-12,-1.6393
2008-03-13,5.0
2008-03-14,-4.7619
2008-03-17,-3.3333
2008-03-18,3.4483
2008-03-19,3.3333
2008-03-20,3.2258
2008-03-24,3.125
2008-03-25,13.6364
2008-03-26,-12.0
2008-03-27,10.6061
2008-03-28,1.3699
2008-03-31,-13.5135
2008-04-01,4.375
2008-04-02,3.2934
2008-04-03,-0.5797
2008-04-04,0.5831
2008-04-07,-4.3478
2008-04-08,-1.5152
2008-04-09,0.3077
2008-04-10,13.4969
2008-04-11,5.4054
2008-04-14,10.2564
2008-04-15,-6.9767
2008-04-16,2.75
2008-04-17,-2.6764
2008-04-18,6.25
2008-04-21,0.0
2008-04-22,-4.7059
2008-04-23,-1.2346
2008-04-24,-2.25
2008-04-25,3.5806
2008-04-28,1.2346
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,2.439
2008-05-02,4.7619
2008-05-05,1.1364
2008-05-06,-1.1236
2008-05-07,-2.2727
2008-05-08,1.8605
2008-05-09,-1.8265
2008-05-12,8.1395
2008-05-13,2.7957
2008-05-14,0.2092
2008-05-15,-1.8789
2008-05-16,-13.8298
2008-05-19,13.5802
2008-05-20,0.8696
2008-05-21,-12.7155
2008-05-22,-1.2346
2008-05-23,1.25
2008-05-27,-3.7037
2008-05-28,1.7949000000000002
2008-05-29,-7.3048
2008-05-30,-3.5326
2008-06-02,1.4085
2008-06-03,-1.3889
2008-06-04,-4.2254
2008-06-05,0.0
2008-06-06,0.0
2008-06-09,-19.1176
2008-06-10,3.2727
2008-06-11,0.3521
2008-06-12,5.2632
2008-06-13,-16.6667
2008-06-16,-4.0
2008-06-17,10.4167
2008-06-18,9.434
2008-06-19,-3.4483
2008-06-20,0.0
2008-06-23,-1.7856999999999998
2008-06-24,-7.2727
2008-06-25,-1.9607999999999999
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,-0.4
2008-07-01,-2.008
2008-07-02,-6.1475
2008-07-07,-3.9301
2008-07-08,5.0
