ticker,HLLF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-06,70.7547
2005-06-07,12.7072
2005-06-08,1.9607999999999999
2005-06-09,6.0096
2005-06-10,1.5873
2005-06-13,-8.0357
2005-06-14,-18.4466
2005-06-15,2.3810000000000002
2005-06-16,5.2326
2005-06-17,-6.0773
2005-06-20,-4.7059
2005-06-21,9.2593
2005-06-22,2.8249
2005-06-23,2.1978
2005-06-24,6.9892
2005-06-27,-3.5176
2005-06-28,6.25
2005-06-29,-7.8431
2005-06-30,-24.4681
2005-07-01,-4.2254
2005-07-05,11.7647
2005-07-06,-7.8947
2005-07-07,-1.4285999999999999
2005-07-08,-4.3478
2005-07-11,-6.0606
2005-07-12,-1.6129
2005-07-13,-14.7541
2005-07-14,-7.6923
2005-07-15,-8.3333
2005-07-18,13.6364
2005-07-19,0.0
2005-07-20,0.0
2005-07-21,10.0
2005-07-22,-1.8182
2005-07-25,-5.5556
2005-07-26,-1.9607999999999999
2005-07-27,8.0
2005-07-28,-11.1111
2005-07-29,-4.1667
2005-08-01,0.0
2005-08-02,8.6957
2005-08-03,4.0
2005-08-04,-3.8462
2005-08-08,0.0
2005-08-09,-12.0
2005-08-10,-9.0909
2005-08-11,19.5
2005-08-12,-16.318
2005-08-15,5.0
2005-08-16,0.0
2005-08-17,-4.7619
2005-08-18,0.0
2005-08-19,-5.0
2005-08-22,-10.526299999999999
2005-08-23,-8.8235
2005-08-24,3.2258
2005-08-25,3.125
2005-08-26,3.0303
2005-08-29,-17.647100000000002
2005-08-30,-7.1429
2005-08-31,7.6923
2005-09-01,-3.5714
2005-09-02,-11.1111
2005-09-06,-8.3333
2005-09-07,-9.0909
2005-09-08,-10.0
2005-09-09,11.1111
2005-09-12,-20.0
2005-09-13,-12.5
2005-09-14,-14.2857
2005-09-15,36.6667
2005-09-16,-8.5366
2005-09-19,-17.3333
2005-09-20,4.8387
2005-09-21,0.0
2005-09-22,-7.6923
2005-09-23,8.3333
2005-09-26,7.6923
2005-09-27,-7.1429
2005-09-28,0.0
2005-09-29,-23.0769
2005-09-30,20.0
2005-10-04,-8.3333
2005-10-05,27.2727
2005-10-06,-7.1429
2005-10-12,0.0
2005-10-13,1.5385
2005-10-18,36.3636
2005-10-19,-38.8889
2005-10-20,63.6364
2005-10-27,0.0
2005-10-31,0.0
2005-11-03,-50.0
2005-11-04,0.0
2005-11-07,0.0
2005-11-09,0.0
2005-11-10,0.0
2005-11-14,0.0
2005-11-15,-11.1111
2005-11-17,50.0
