ticker,SOI US Equity
2017-10-04,-1.7961
2017-10-05,3.5987999999999998
2017-10-06,-2.7904
2017-10-09,2.1675
2017-10-10,-2.1789
2017-10-11,-2.755
2017-10-12,-0.3617
2017-10-13,-2.2989
2017-10-16,-1.0526
2017-10-17,-0.6258
2017-10-18,-5.6675
2017-10-19,0.267
2017-10-20,1.8641999999999999
2017-10-23,0.1307
2017-10-24,-0.5875
2017-10-25,-6.2377
2017-10-26,2.9412000000000003
2017-10-27,4.966
2017-10-30,1.1666
2017-10-31,2.2422
2017-11-01,0.6892
2017-11-02,-1.7424
2017-11-03,1.0766
2017-11-06,4.01
2017-11-07,7.6506
2017-11-08,-3.3016
2017-11-09,-4.5139
2017-11-10,-2.5455
2017-11-13,-0.1244
2017-11-14,-4.8568
2017-11-15,-1.8325
2017-11-16,-0.2667
2017-11-17,1.738
2017-11-20,6.4389
2017-11-21,1.7901
2017-11-22,1.6374
2017-11-24,0.7757
2017-11-27,-2.5459
2017-11-28,-2.8554
2017-11-29,-1.9386999999999999
2017-11-30,3.3163
2017-12-01,3.0247
2017-12-04,0.8388
2017-12-05,-0.5348
2017-12-06,-3.7634
2017-12-07,-0.9932
2017-12-08,1.8182
2017-12-11,7.0197
2017-12-12,7.1346
2017-12-13,1.0741
2017-12-14,-2.9756
2017-12-15,6.2432
2017-12-18,-1.701
2017-12-19,-2.0975
2017-12-20,3.8565
2017-12-21,2.8881
2017-12-22,1.0025
2017-12-26,3.871
2017-12-27,1.0511
2017-12-28,2.5059
2017-12-29,-1.2454
2018-01-02,4.4839
2018-01-03,0.2235
2018-01-04,2.7654
2018-01-05,1.8229
2018-01-08,-2.5149
2018-01-09,0.481
2018-01-10,0.4352
2018-01-11,-2.9029
2018-01-12,-2.7666
2018-01-16,-8.3066
2018-01-17,3.6036
2018-01-18,0.4831
2018-01-19,0.4808
2018-01-22,0.4785
2018-01-23,0.2857
2018-01-24,5.2232
2018-01-25,-7.8971
2018-01-26,-2.2048
2018-01-29,-1.9539
2018-01-30,-0.1533
2018-01-31,-3.4289
2018-02-01,3.8686
2018-02-02,-3.5204
2018-02-05,-1.798
2018-02-06,1.9386
2018-02-07,-6.1278
2018-02-08,-1.3506
2018-02-09,-3.0804
2018-02-12,1.8246
2018-02-13,-1.5607
2018-02-14,7.2813
2018-02-15,3.0104
2018-02-16,-0.4782
2018-02-20,-5.1789
2018-02-21,0.1689
2018-02-22,0.6745
2018-02-23,1.1167
2018-02-26,0.1657
2018-02-27,-2.2051
2018-02-28,-5.1297
2018-03-01,1.0101
2018-03-02,1.2353
2018-03-05,1.627
2018-03-06,4.4025
2018-03-07,-6.736
2018-03-08,0.1174
2018-03-09,3.695
2018-03-12,-5.7692
2018-03-13,-0.9004
2018-03-14,2.4833
2018-03-15,-4.8463
2018-03-16,3.8509
2018-03-19,-4.4258
2018-03-20,5.5695
2018-03-21,3.6752000000000002
2018-03-22,-3.1447
2018-03-23,0.7084
2018-03-26,0.8206
2018-03-27,-2.7907
2018-03-28,-2.9904
2018-03-29,2.0962
2018-04-02,-1.3285
2018-04-03,3.4272
2018-04-04,-3.4911
2018-04-05,5.5181000000000004
2018-04-06,-0.4648
2018-04-09,-3.9112999999999998
2018-04-10,7.4727
2018-04-11,0.961
2018-04-12,0.3919
2018-04-13,1.5615999999999999
2018-04-16,-1.1532
2018-04-17,-1.0556
2018-04-18,2.0775
2018-04-19,-3.9054
2018-04-20,3.0338
2018-04-23,2.2222
2018-04-24,-1.1413
2018-04-25,-2.144
2018-04-26,1.1236
2018-04-27,2.2222
2018-04-30,2.1739
2018-05-01,-3.0851
2018-05-02,2.36
2018-05-03,-2.252
2018-05-04,0.768
2018-05-07,3.3205999999999998
2018-05-08,-0.6849
2018-05-09,0.7958
2018-05-10,-11.8947
2018-05-11,2.6284
2018-05-14,-5.1222
2018-05-15,0.8589
2018-05-16,-1.2165
2018-05-17,1.3547
2018-05-18,1.3973
2018-05-21,-2.6962
2018-05-22,-0.2463
2018-05-23,1.6049
2018-05-24,0.9113
2018-05-25,-0.4214
2018-05-29,-1.2092
2018-05-30,0.7956
2018-05-31,-6.2538
2018-06-01,-3.044
2018-06-04,-2.4716
2018-06-05,2.8082000000000003
2018-06-06,0.4664
2018-06-07,2.4536
2018-06-08,0.1942
2018-06-11,3.3592
2018-06-12,1.4375
2018-06-13,1.2323
2018-06-14,-2.3737
2018-06-15,-0.9352
2018-06-18,-6.0415
2018-06-19,-0.134
2018-06-20,-1.6097000000000001
2018-06-21,-7.0893
2018-06-22,6.8232
2018-06-25,-4.2582
2018-06-26,3.1564
2018-06-27,-0.4868
2018-06-28,-1.3277
2018-06-29,1.204
2018-07-02,-3.429
2018-07-03,0.942
2018-07-05,0.2872
2018-07-06,0.5011
2018-07-09,2.4929
2018-07-10,1.1118999999999999
2018-07-11,-1.4433
2018-07-12,-0.4881
2018-07-13,0.911
2018-07-16,-0.6944
2018-07-17,-1.1189
2018-07-18,0.9194
2018-07-19,0.3504
2018-07-20,-0.838
2018-07-23,-1.9718
2018-07-24,-4.7414
2018-07-25,1.5836999999999999
2018-07-26,1.2621
2018-07-27,7.2581
2018-07-30,0.0684
2018-07-31,7.1721
2018-08-01,-3.3779
2018-08-02,6.2665
2018-08-03,3.9106
2018-08-06,-0.8961
2018-08-07,1.1453
2018-08-08,1.2515
2018-08-09,1.3537
2018-08-10,2.0325
2018-08-13,-2.1059
2018-08-14,-0.2326
2018-08-15,-5.5361
2018-08-16,-0.3701
2018-08-17,2.6625
2018-08-20,0.4825
2018-08-21,-0.06
2018-08-22,2.2823
2018-08-23,-0.6459
2018-08-24,-0.1182
2018-08-27,-0.8876
2018-08-28,1.194
2018-08-29,1.8879000000000001
2018-08-30,-2.4899
2018-08-31,2.2565
2018-09-04,-1.3937
2018-09-05,-1.8256999999999999
2018-09-06,-3.4793
2018-09-07,-4.9719999999999995
2018-09-10,2.8123
2018-09-11,6.2341
2018-09-12,0.8982
2018-09-13,1.1869
2018-09-14,-0.1173
2018-09-17,-2.1139
2018-09-18,4.1992
2018-09-19,0.5757
2018-09-20,-1.2593
2018-09-21,0.2899
2018-09-24,6.763
2018-09-25,2.653
2018-09-26,-2.9536
2018-09-27,-0.7065
2018-09-28,3.3935
2018-10-01,-0.1059
2018-10-02,-4.2395
2018-10-03,3.4311
2018-10-04,-0.107
2018-10-05,-1.6604
2018-10-08,1.5795
2018-10-09,1.126
2018-10-10,-7.7413
2018-10-11,-0.0575
2018-10-12,0.1725
2018-10-15,0.1148
2018-10-16,1.7774999999999999
2018-10-17,-3.0423
2018-10-18,-7.147
2018-10-19,-2.378
2018-10-22,-1.7949000000000002
2018-10-23,-5.0914
2018-10-24,-5.8459
2018-10-25,0.1461
2018-10-26,-0.3647
2018-10-29,-4.246
2018-10-30,1.5291000000000001
2018-10-31,-0.6024
2018-11-01,10.681799999999999
2018-11-02,-0.1369
2018-11-05,0.2056
2018-11-06,0.342
2018-11-07,1.7042000000000002
2018-11-08,-1.4075
2018-11-09,-1.9035
2018-11-12,-4.9896
2018-11-13,-2.5529
2018-11-14,-1.7216
2018-11-15,3.0465
2018-11-16,2.6608
2018-11-19,-0.432
2018-11-20,-6.9414
2018-11-21,3.8073
2018-11-23,-0.1497
2018-11-26,2.9234999999999998
2018-11-27,-3.496
2018-11-28,2.1132
2018-11-29,-1.3304
2018-11-30,-1.6479
2018-12-03,2.0564
2018-12-04,-2.9851
2018-12-06,-4.2308
2018-12-07,-0.6426
2018-12-10,-4.4462
2018-12-11,0.6768
2018-12-12,5.5462
2018-12-13,-3.5827999999999998
2018-12-14,-0.0826
2018-12-17,-4.9167
2018-12-18,3.681
2018-12-19,-0.5917
2018-12-20,-1.4456
2018-12-21,-4.7455
2018-12-24,-1.721
2018-12-26,8.0184
2018-12-27,0.6826
2018-12-28,0.4237
2018-12-31,2.0253
2019-01-02,4.3011
2019-01-03,-2.0619
2019-01-04,6.3968
2019-01-07,1.5981999999999998
2019-01-08,-0.3745
2019-01-09,3.3835
2019-01-10,-0.2909
2019-01-11,3.1364
2019-01-14,0.9194
2019-01-15,2.3826
2019-01-16,2.1218
2019-01-17,1.8767
2019-01-18,2.6316
2019-01-22,-4.2949
2019-01-23,-1.9424000000000001
2019-01-24,4.3033
2019-01-25,1.5716999999999999
2019-01-28,-2.3211
2019-01-29,-1.3201
2019-01-30,-2.3411
2019-01-31,3.0137
2019-02-01,1.0638
2019-02-04,-0.6579
2019-02-05,-0.7285
2019-02-06,-1.2008
2019-02-07,-3.6462
2019-02-08,-4.1345
2019-02-11,2.9971
2019-02-12,2.3421
2019-02-13,3.9528
2019-02-14,2.4016
2019-02-15,2.7362
2019-02-19,4.629
2019-02-20,-1.2121
2019-02-21,-2.0859
2019-02-22,0.5013
2019-02-25,0.2494
2019-02-26,0.4975
2019-02-27,1.9802
2019-02-28,3.1553
2019-03-01,0.1176
2019-03-04,0.5875
2019-03-05,-1.6355
2019-03-06,-5.8789
2019-03-07,-2.3344
2019-03-08,-1.292
2019-03-11,1.0471
2019-03-12,3.886
2019-03-13,0.8728
2019-03-14,2.1632
2019-03-15,1.2704
2019-03-18,-1.6726
2019-03-19,-0.7898
2019-03-20,1.7759
2019-03-21,2.7677
2019-03-22,-8.7161
2019-03-25,2.3226
2019-03-26,2.5221
2019-03-27,-1.23
2019-03-28,3.1756
2019-03-29,-0.7846
2019-04-01,1.399
2019-04-02,2.1596
2019-04-03,-0.2936
2019-04-04,-1.2367
2019-04-05,0.2982
2019-04-08,0.3567
2019-04-09,-1.7772999999999999
2019-04-10,2.4125
2019-04-11,4.0636
2019-04-12,3.2824
2019-04-15,-0.1096
2019-04-16,3.2913
2019-04-17,-1.5401
2019-04-18,-0.5933
2019-04-22,2.6587
2019-04-23,-0.1057
2019-04-24,-1.4815
2019-04-25,-0.1611
2019-04-26,-0.2152
2019-04-29,-2.965
2019-04-30,-5.6111
2019-05-01,4.4732
2019-05-02,-1.4085
2019-05-03,3.6571
2019-05-06,3.3627000000000002
2019-05-07,-4.48
2019-05-08,-0.2792
2019-05-09,-0.3359
2019-05-10,-1.8538999999999999
2019-05-13,-2.6330999999999998
2019-05-14,1.2934
2019-05-15,2.5537
2019-05-16,2.6033
2019-05-17,-5.1848
2019-05-20,-1.5125
2019-05-21,0.2363
2019-05-22,-6.1874
2019-05-23,-3.5804
2019-05-24,-3.4528
2019-05-28,-0.4723
2019-05-29,-0.4746
2019-05-30,-2.6567
2019-05-31,-0.4199
2019-06-03,1.4758
2019-06-04,0.9695
2019-06-05,-0.3429
2019-06-06,0.7571
2019-06-07,4.7131
2019-06-10,2.4136
2019-06-11,-0.5096
2019-06-12,-3.5211
2019-06-13,1.1944
2019-06-14,-0.9901
2019-06-17,3.0
2019-06-18,1.1003
2019-06-19,-1.5365
2019-06-20,2.7958
2019-06-21,-1.6444999999999999
2019-06-24,-4.3087
2019-06-25,1.6129
2019-06-26,1.9841
2019-06-27,-2.7885999999999997
2019-06-28,-0.0667
2019-07-01,-1.0681
2019-07-02,-4.5884
2019-07-03,-2.3338
2019-07-05,-0.2172
2019-07-08,-0.2177
2019-07-09,0.1455
2019-07-10,2.1786
2019-07-11,-0.1421
2019-07-12,1.9929000000000001
2019-07-15,-4.9546
2019-07-16,-1.4684
2019-07-17,-3.7258
2019-07-18,1.548
2019-07-19,-0.2287
2019-07-22,4.3545
2019-07-23,-1.1713
2019-07-24,2.0
2019-07-25,-2.9775
2019-07-26,1.0479
2019-07-29,-3.6296
2019-07-30,7.6864
2019-07-31,2.1413
2019-08-01,-6.8484
2019-08-02,2.4756
2019-08-05,-2.7086
2019-08-06,1.1287
2019-08-07,0.372
2019-08-08,2.3721
2019-08-09,0.3621
2019-08-12,0.5772
2019-08-13,-0.2152
2019-08-14,-5.1761
2019-08-15,-0.3791
2019-08-16,5.4033
2019-08-19,0.4332
2019-08-20,-0.647
2019-08-21,-0.0724
2019-08-22,-0.4345
2019-08-23,-3.0545
2019-08-26,-0.15
2019-08-27,-3.5312
2019-08-28,6.2305
2019-08-29,4.0323
2019-08-30,-3.1008
2019-09-03,-3.4182
2019-09-04,3.012
2019-09-05,-1.462
2019-09-06,-0.0742
2019-09-09,1.7075
2019-09-10,1.4599
2019-09-11,0.1439
2019-09-12,-1.9397
2019-09-13,1.7582
2019-09-16,6.4075
2019-09-17,-7.6455
2019-09-18,-3.0769
2019-09-19,0.3808
2019-09-20,3.1866
2019-09-23,3.4559
2019-09-24,-3.4826
2019-09-25,0.81
2019-09-26,-1.0226
2019-09-27,-0.2214
2019-09-30,-0.7396
2019-10-01,-1.2668
2019-10-02,-3.2453
2019-10-03,-2.4961
2019-10-04,-3.6
2019-10-07,2.1577
2019-10-08,-1.7872
2019-10-09,-2.316
2019-10-10,0.3387
2019-10-11,1.9409
2019-10-14,-2.0695
2019-10-15,-1.6905999999999999
2019-10-16,-3.6973000000000003
2019-10-17,0.625
2019-10-18,-2.307
2019-10-21,2.089
2019-10-22,0.3559
2019-10-23,0.8865
2019-10-24,0.3515
2019-10-25,3.2399
2019-10-28,-0.5937
2019-10-29,-2.3038
2019-10-30,-4.8035
2019-10-31,-2.3853
2019-11-01,3.8534
2019-11-04,5.0679
2019-11-05,0.6029
2019-11-06,-2.3116
2019-11-07,1.7528000000000001
2019-11-08,-0.6029
2019-11-11,0.3466
2019-11-12,1.0363
2019-11-13,-4.0171
2019-11-14,-0.3562
2019-11-15,-0.3575
2019-11-18,-1.6143
2019-11-19,-2.3701
2019-11-20,0.5602
2019-11-21,-1.1142
2019-11-22,-0.0939
2019-11-25,2.6316
2019-11-26,0.1832
2019-11-27,2.1024
2019-11-29,-3.9391
2019-12-02,0.2796
2019-12-03,-2.3234
2019-12-04,10.0856
2019-12-05,1.4693
2019-12-06,2.8109
2019-12-09,-1.0771
2019-12-10,4.0201
2019-12-11,0.9662
2019-12-12,4.7049
2019-12-13,0.952
2019-12-16,1.9771999999999998
2019-12-17,4.2506
2019-12-18,1.5021
2019-12-19,1.9731999999999998
2019-12-20,-1.5204
2019-12-23,2.4561
2019-12-24,-0.0685
2019-12-26,0.0
2019-12-27,-2.1247
2019-12-30,1.1905000000000001
2019-12-31,-3.1142
2020-01-02,0.0
2020-01-03,0.0714
2020-01-06,3.1406
2020-01-07,-0.4152
2020-01-08,-2.0153
2020-01-09,-0.922
2020-01-10,-2.5054
2020-01-13,-1.7621
2020-01-14,0.2242
2020-01-15,-1.7896999999999998
2020-01-16,2.8853
2020-01-17,-0.9594
2020-01-21,-2.3845
2020-01-22,-1.145
2020-01-23,-2.5483000000000002
2020-01-24,-0.9509
2020-01-27,-3.44
2020-01-28,1.0771
2020-01-29,-1.9672
2020-01-30,-1.4214
2020-01-31,-2.2053
2020-02-03,2.6019
2020-02-04,-0.2536
2020-02-05,1.6949
2020-02-06,-0.5
2020-02-07,-0.1675
2020-02-10,-1.4262000000000001
2020-02-11,0.5957
2020-02-12,1.0998
2020-02-13,1.1715
2020-02-14,1.9851
2020-02-18,1.2976
2020-02-19,7.9263
2020-02-20,-2.7448
2020-02-21,0.0
2020-02-24,-3.8902
2020-02-25,-6.0317
2020-02-26,-1.7736
2020-02-27,-9.2863
2020-02-28,0.4739
2020-03-02,1.5093999999999999
2020-03-03,-3.4387
2020-03-04,2.1174
2020-03-05,-3.393
2020-03-06,-4.878
2020-03-09,-24.0
2020-03-10,-3.7786999999999997
2020-03-11,-14.0252
2020-03-12,-16.639499999999998
2020-03-13,7.045
2020-03-16,-4.2962
2020-03-17,10.7212
2020-03-18,-9.507
2020-03-19,-2.7237
2020-03-20,-3.4
2020-03-23,-5.7971
2020-03-24,18.6813
2020-03-25,-0.9259
2020-03-26,4.8598
2020-03-27,-2.3173
2020-03-30,-4.1971
2020-03-31,0.0
2020-04-01,-6.2857
2020-04-02,9.1463
2020-04-03,-0.9311
2020-04-06,-2.8195
2020-04-07,2.3211
2020-04-08,7.1834
2020-04-09,4.2328
2020-04-13,4.3993
2020-04-14,-1.7828
2020-04-15,-9.736
2020-04-16,-1.4625
2020-04-17,2.0408
2020-04-20,-1.8182
2020-04-21,2.5926
2020-04-22,0.361
2020-04-23,8.9928
2020-04-24,-0.9901
2020-04-27,1.6667
2020-04-28,6.2295
2020-04-29,10.8025
2020-04-30,-4.7354
2020-05-01,-5.117
2020-05-04,0.9245
2020-05-05,-1.6794
2020-05-06,-4.9689
2020-05-07,3.5948
2020-05-08,9.9369
2020-05-11,-6.4562
2020-05-12,-1.3804
2020-05-13,-17.2628
2020-05-14,3.0075
2020-05-15,2.7372
2020-05-18,12.7886
2020-05-19,-7.7165
2020-05-20,8.532399999999999
2020-05-21,0.6289
2020-05-22,-2.9688
2020-05-26,8.8567
2020-05-27,0.7396
2020-05-28,0.5874
2020-05-29,1.1679
2020-06-01,-0.7937
2020-06-02,4.579
2020-06-03,4.3785
2020-06-04,4.0595
2020-06-05,6.2419
2020-06-08,10.8935
2020-06-09,-7.3951
2020-06-10,-5.2443
2020-06-11,-11.195
2020-06-12,4.2493
2020-06-15,-2.8533
2020-06-16,4.4755
2020-06-17,-3.8822
2020-06-18,2.0891
2020-06-19,2.4557
2020-06-22,-1.5979
2020-06-23,0.9472
2020-06-24,-8.1769
2020-06-25,2.7737
2020-06-26,1.1364
2020-06-29,1.4045
2020-06-30,2.7701000000000002
2020-07-01,-3.0997
2020-07-02,-0.9736
2020-07-06,1.6854
2020-07-07,2.9006
2020-07-08,-2.5503
2020-07-09,-6.4738
2020-07-10,1.62
2020-07-13,-0.8696
2020-07-14,4.6784
2020-07-15,2.933
2020-07-16,-1.7639
2020-07-17,-0.8287
2020-07-20,-2.6462
2020-07-21,9.0129
2020-07-22,0.6562
2020-07-23,4.1721
2020-07-24,-1.2516
2020-07-27,-0.6337
2020-07-28,-3.3163
2020-07-29,2.5066
2020-07-30,-1.8018
2020-07-31,-4.8493
