ticker,XOGAQ US Equity
2017-03-03,-1.0445
2017-03-06,0.1667
2017-03-07,-1.553
2017-03-08,-6.3099
2017-03-09,-2.9465
2017-03-10,1.3631
2017-03-13,0.0
2017-03-14,-6.4792
2017-03-15,9.9346
2017-03-16,2.5564999999999998
2017-03-17,0.5217
2017-03-20,-0.346
2017-03-21,-3.7616
2017-03-22,-0.0601
2017-03-23,1.2034
2017-03-24,0.5351
2017-03-27,-0.2365
2017-03-28,2.786
2017-03-29,5.0173
2017-03-30,-0.7688
2017-03-31,2.6563
2017-04-03,-1.0782
2017-04-04,1.6349
2017-04-05,-4.0751
2017-04-06,1.3974
2017-04-07,-0.8269
2017-04-10,3.5019
2017-04-11,-0.0537
2017-04-12,-1.1822
2017-04-13,-3.9695
2017-04-17,1.5289000000000001
2017-04-18,-1.1154
2017-04-19,-3.2149
2017-04-20,-1.5152
2017-04-21,-1.0059
2017-04-24,-0.8966
2017-04-25,2.0507
2017-04-26,-0.0591
2017-04-27,-5.618
2017-04-28,-1.9424000000000001
2017-05-01,1.1502
2017-05-02,0.0
2017-05-03,-5.4011
2017-05-04,-2.6043
2017-05-05,5.0394
2017-05-08,1.1097
2017-05-09,-1.2266
2017-05-10,6.1438
2017-05-11,0.7389
2017-05-12,0.6724
2017-05-15,-0.1214
2017-05-16,-1.2766
2017-05-17,-0.9852
2017-05-18,0.3731
2017-05-19,1.8587
2017-05-22,-1.3382
2017-05-23,1.2947
2017-05-24,-1.8868
2017-05-25,-3.66
2017-05-26,0.6439
2017-05-30,-6.398
2017-05-31,-2.6658
2017-06-01,2.177
2017-06-02,0.1375
2017-06-05,-2.059
2017-06-06,4.9755
2017-06-07,-4.4726
2017-06-08,-1.9567
2017-06-09,3.8489
2017-06-12,0.2745
2017-06-13,3.6961
2017-06-14,-9.1749
2017-06-15,-3.9971
2017-06-16,-0.757
2017-06-19,1.4493
2017-06-20,0.8271
2017-06-21,-3.3557
2017-06-22,0.7716
2017-06-23,3.7519
2017-06-26,0.0738
2017-06-27,-1.2537
2017-06-28,-0.5228
2017-06-29,0.1502
2017-06-30,0.8246
2017-07-03,2.8253
2017-07-05,-4.8445
2017-07-06,-4.7112
2017-07-07,0.3987
2017-07-10,0.6354
2017-07-11,0.3946
2017-07-12,1.4151
2017-07-13,1.8605
2017-07-14,-0.5327
2017-07-17,-2.6014
2017-07-18,-1.6496
2017-07-19,3.9137
2017-07-20,-4.2275
2017-07-21,-2.488
2017-07-24,-0.6584
2017-07-25,1.9884
2017-07-26,-1.9496
2017-07-27,2.4855
2017-07-28,1.536
2017-07-31,-3.0255
2017-08-01,-1.1494
2017-08-02,-0.4153
2017-08-03,-5.0876
2017-08-04,1.8453
2017-08-07,2.5022
2017-08-08,-1.936
2017-08-09,1.2876
2017-08-10,0.5932
2017-08-11,2.6116
2017-08-14,-0.4926
2017-08-15,-2.2277
2017-08-16,-1.097
2017-08-17,-1.3652
2017-08-18,1.6436
2017-08-21,-0.6809
2017-08-22,1.0283
2017-08-23,1.866
2017-08-24,0.5828
2017-08-25,3.2285
2017-08-28,-0.0802
2017-08-29,-1.8458999999999999
2017-08-30,1.4718
2017-08-31,5.8824
2017-09-01,-2.5114
2017-09-05,3.7471
2017-09-06,3.0098
2017-09-07,-2.4836
2017-09-08,-2.4718999999999998
2017-09-11,1.8433000000000002
2017-09-12,0.8296
2017-09-13,2.4682
2017-09-14,0.5109
2017-09-15,0.1452
2017-09-18,0.145
2017-09-19,-2.2448
2017-09-20,3.4815
2017-09-21,0.5727
2017-09-22,1.9929000000000001
2017-09-25,5.0942
2017-09-26,1.5272000000000001
2017-09-27,0.0
2017-09-28,0.327
2017-09-29,0.3259
2017-10-02,-0.065
2017-10-03,0.9753
2017-10-04,-2.4469
2017-10-05,1.9802
2017-10-06,-2.589
2017-10-09,2.1927
2017-10-10,0.13
2017-10-11,1.2987
2017-10-12,0.0641
2017-10-13,-1.4734
2017-10-16,1.4304000000000001
2017-10-17,2.1795
2017-10-18,-0.2509
2017-10-19,-0.3774
2017-10-20,-1.0732
2017-10-23,-5.1691
2017-10-24,-1.7497
2017-10-25,1.5068000000000001
2017-10-26,1.0796000000000001
2017-10-27,2.9039
2017-10-30,1.3947
2017-10-31,2.0473
2017-11-01,2.6332
2017-11-02,-1.1607
2017-11-03,0.309
2017-11-06,2.0949
2017-11-07,-2.233
2017-11-08,-7.6543
2017-11-09,4.3449
2017-11-10,2.1781
2017-11-13,-5.4545
2017-11-14,-5.0398
2017-11-15,0.419
2017-11-16,4.6592
2017-11-17,3.3223
2017-11-20,-1.2219
2017-11-21,-1.5625
2017-11-22,2.1825
2017-11-24,1.6181
2017-11-27,-3.758
2017-11-28,-1.5222
2017-11-29,-1.6801
2017-11-30,2.9392
2017-12-01,1.3944
2017-12-04,-2.3576
2017-12-05,2.1462
2017-12-06,-4.9245
2017-12-07,2.0028
2017-12-08,0.4739
2017-12-11,2.8302
2017-12-12,1.1468
2017-12-13,-1.5225
2017-12-14,-0.2632
2017-12-15,-2.0449
2017-12-18,1.8855
2017-12-19,-3.1064
2017-12-20,1.1596
2017-12-21,0.8092
2017-12-22,1.6722000000000001
2017-12-26,-0.5921
2017-12-27,-3.5738
2017-12-28,-0.2745
2017-12-29,-1.5141
2018-01-02,2.1663
2018-01-03,1.2312
2018-01-04,0.6757
2018-01-05,-1.2081
2018-01-08,-2.9891
2018-01-09,-2.591
2018-01-10,-1.1503
2018-01-11,3.9273
2018-01-12,-0.9097
2018-01-16,-3.178
2018-01-17,5.1058
2018-01-18,-0.2776
2018-01-19,3.4795
2018-01-22,3.1607
2018-01-23,-0.6519
2018-01-24,0.2625
2018-01-25,-1.5707
2018-01-26,-1.9282
2018-01-29,-0.2034
2018-01-30,-2.5815
2018-01-31,-1.6736
2018-02-01,1.7021
2018-02-02,-6.4854
2018-02-05,-1.7896999999999998
2018-02-06,2.126
2018-02-07,-4.461
2018-02-08,-4.5914
2018-02-09,1.3866
2018-02-12,1.609
2018-02-13,-1.9002
2018-02-14,3.7127
2018-02-15,-0.1556
2018-02-16,-0.8574
2018-02-20,-1.4151
2018-02-21,-4.2265
2018-02-22,2.9975
2018-02-23,3.7187
2018-02-26,-0.0779
2018-02-27,-1.8721
2018-02-28,-3.9746
2018-03-01,3.8907
2018-03-02,3.6653000000000002
2018-03-05,-0.1537
2018-03-06,-0.077
2018-03-07,0.8475
2018-03-08,-0.9167
2018-03-09,1.3878
2018-03-12,0.3042
2018-03-13,-2.1228
2018-03-14,0.1549
2018-03-15,-1.7788
2018-03-16,0.7874
2018-03-19,-6.3281
2018-03-20,-0.7506
2018-03-21,5.1261
2018-03-22,-3.1974
2018-03-23,-0.578
2018-03-26,-1.0796999999999999
2018-03-27,-3.7782999999999998
2018-03-28,-2.4433
2018-03-29,2.5045
2018-04-02,-2.4433
2018-04-03,-3.3989
2018-04-04,-2.3148
2018-04-05,5.782
2018-04-06,-3.9427
2018-04-09,1.959
2018-04-10,8.7832
2018-04-11,1.8502999999999998
2018-04-12,1.8167
2018-04-13,3.8118
2018-04-16,1.5625
2018-04-17,0.6154
2018-04-18,5.4281
2018-04-19,-0.9427
2018-04-20,0.366
2018-04-23,1.6776
2018-04-24,-2.3673
2018-04-25,1.0287
2018-04-26,3.4182
2018-04-27,-1.0549
2018-04-30,0.3554
2018-05-01,0.2833
2018-05-02,0.8475
2018-05-03,-1.6106
2018-05-04,-0.1423
2018-05-07,1.3542
2018-05-08,3.5865
2018-05-09,-2.2403
2018-05-10,1.7361
2018-05-11,0.3413
2018-05-14,-0.8844
2018-05-15,-1.0981
2018-05-16,0.7634
2018-05-17,4.4077
2018-05-18,5.9367
2018-05-21,2.9265
2018-05-22,-0.484
2018-05-23,0.3647
2018-05-24,-0.4846
2018-05-25,-4.3214
2018-05-29,3.117
2018-05-30,6.4158
2018-05-31,-1.6812
2018-06-01,1.1792
2018-06-04,-2.0979
2018-06-05,-1.4881
2018-06-06,-0.3625
2018-06-07,1.0916
2018-06-08,-3.4193
2018-06-11,-2.4845
2018-06-12,-1.7833999999999999
2018-06-13,-0.9079
2018-06-14,-1.4398
2018-06-15,-2.5896
2018-06-18,0.1363
2018-06-19,-1.838
2018-06-20,0.7628
2018-06-21,-2.34
2018-06-22,6.9063
2018-06-25,-3.296
2018-06-26,3.4765
2018-06-27,-1.3834
2018-06-28,-0.1336
2018-06-29,-1.7391
2018-07-02,-1.2253
2018-07-03,1.654
2018-07-05,-0.2034
2018-07-06,1.3587
2018-07-09,1.0054
2018-07-10,1.5262
2018-07-11,-1.5686
2018-07-12,-0.996
2018-07-13,-2.3474
2018-07-16,-4.6016
2018-07-17,-0.504
2018-07-18,0.7236
2018-07-19,1.0057
2018-07-20,-0.7112
2018-07-23,2.149
2018-07-24,-0.0701
2018-07-25,2.5965
2018-07-26,2.1888
2018-07-27,-2.6774
2018-07-30,4.7455
2018-07-31,-0.7223
2018-08-01,0.0661
2018-08-02,2.3794
2018-08-03,-2.0013
2018-08-06,-3.8208
2018-08-07,-11.5068
2018-08-08,-1.0449
2018-08-09,-1.447
2018-08-10,-2.6189999999999998
2018-08-13,-3.8305
2018-08-14,-0.7627
2018-08-15,-4.4406
2018-08-16,4.0214
2018-08-17,-0.5155
2018-08-20,0.4318
2018-08-21,1.8917000000000002
2018-08-22,3.2911
2018-08-23,-3.4314
2018-08-24,0.0
2018-08-27,-1.8613
2018-08-28,1.1207
2018-08-29,0.2558
2018-08-30,-2.6361
2018-08-31,0.8734
2018-09-04,0.3463
2018-09-05,-0.2588
2018-09-06,-4.5847999999999995
2018-09-07,-1.8132000000000001
2018-09-10,0.0923
2018-09-11,-0.9225
2018-09-12,-2.7002
2018-09-13,0.0
2018-09-14,-1.9139
2018-09-17,0.5854
2018-09-18,4.7527
2018-09-19,-0.6481
2018-09-20,1.5843
2018-09-21,1.0092
2018-09-24,0.545
2018-09-25,0.813
2018-09-26,1.0753
2018-09-27,-1.3298
2018-09-28,1.4376
2018-10-01,1.5943
2018-10-02,-3.6616999999999997
2018-10-03,0.181
2018-10-04,-2.71
2018-10-05,-0.5571
2018-10-08,-0.747
2018-10-09,2.0696
2018-10-10,-2.3963
2018-10-11,-1.7941
2018-10-12,2.7885
2018-10-15,2.5257
2018-10-16,0.365
2018-10-17,-1.7273
2018-10-18,-3.0527
2018-10-19,-13.2634
2018-10-22,-4.8955
2018-10-23,-5.9572
2018-10-24,-0.861
2018-10-25,-1.1166
2018-10-26,-4.5169
2018-10-29,-3.6794000000000002
2018-10-30,4.502
2018-10-31,4.3081
2018-11-01,4.2553
2018-11-02,-0.9604
2018-11-05,5.697
2018-11-06,-0.344
2018-11-07,8.6306
2018-11-08,-8.4216
2018-11-09,-2.5448
2018-11-12,-15.3709
2018-11-13,-0.9818
2018-11-14,-0.4249
2018-11-15,-0.569
2018-11-16,-3.4335
2018-11-19,3.8519
2018-11-20,-4.9929
2018-11-21,3.7538
2018-11-23,-6.5123
2018-11-26,-2.0124
2018-11-27,-4.7393
2018-11-28,-1.3267
2018-11-29,0.5042
2018-11-30,-4.6823
2018-12-03,8.7719
2018-12-04,-3.5484
2018-12-06,-7.3579
2018-12-07,0.1805
2018-12-10,-5.9459
2018-12-11,0.5747
2018-12-12,1.5238
2018-12-13,-1.5009000000000001
2018-12-14,-8.5714
2018-12-17,-3.3333
2018-12-18,-1.7241
2018-12-19,-3.7281
2018-12-20,-0.9112
2018-12-21,-5.5172
2018-12-24,-5.5961
2018-12-26,13.4021
2018-12-27,1.5909
2018-12-28,-1.7896999999999998
2018-12-31,-2.2779
2019-01-02,2.331
2019-01-03,-2.7335000000000003
2019-01-04,5.3864
2019-01-07,-1.3333
2019-01-08,0.9009
2019-01-09,5.3571
2019-01-10,3.178
2019-01-11,-1.4374
2019-01-14,-1.25
2019-01-15,1.4768
2019-01-16,1.2474
2019-01-17,-1.8479999999999999
2019-01-18,3.5564999999999998
2019-01-22,-6.6667
2019-01-23,-5.1948
2019-01-24,0.2283
2019-01-25,-0.9112
2019-01-28,-5.5172
2019-01-29,-1.2165
2019-01-30,1.9704000000000002
2019-01-31,-4.8309
2019-02-01,-0.2538
2019-02-04,6.1068999999999996
2019-02-05,-5.5156
2019-02-06,-1.5228000000000002
2019-02-07,-7.9897
2019-02-08,-2.2409
2019-02-11,-1.1461000000000001
2019-02-12,1.4493
2019-02-13,0.8571
2019-02-14,3.966
2019-02-15,5.9946
2019-02-19,-2.5707
2019-02-20,3.1662
2019-02-21,-2.5575
2019-02-22,18.6352
2019-02-25,1.3274
2019-02-26,-0.8734
2019-02-27,-7.9295
2019-02-28,0.4785
2019-03-01,-0.9524
2019-03-04,2.1635
2019-03-05,-2.8235
2019-03-06,-6.5375
2019-03-07,0.0
2019-03-08,-6.2176
2019-03-11,3.8674
2019-03-12,1.3298
2019-03-13,6.0367
2019-03-14,0.9901
2019-03-15,-2.9412000000000003
2019-03-18,7.0707
2019-03-19,1.1792
2019-03-20,2.5641
2019-03-21,1.3636
2019-03-22,-6.0538
2019-03-25,-0.9547
2019-03-26,1.9277
2019-03-27,-1.182
2019-03-28,-0.2392
2019-03-29,1.4388
2019-04-01,3.3097
2019-04-02,-2.746
2019-04-03,0.7059
2019-04-04,14.2523
2019-04-05,8.3845
2019-04-08,1.1320999999999999
2019-04-09,-6.5299
2019-04-10,1.3972
2019-04-11,-3.5433
2019-04-12,4.4898
2019-04-15,-2.1484
2019-04-16,0.1996
2019-04-17,0.7968
2019-04-18,0.0
2019-04-22,10.4743
2019-04-23,-1.9678
2019-04-24,-4.3796
2019-04-25,-1.3359
2019-04-26,-6.7698
2019-04-29,-1.8672
2019-04-30,-0.6342
2019-05-01,-4.8936
2019-05-02,-4.698
2019-05-03,7.5117
2019-05-06,-0.4367
2019-05-07,-3.2895
2019-05-08,-0.907
2019-05-09,-1.373
2019-05-10,-1.6240999999999999
2019-05-13,-6.6038
2019-05-14,4.0404
2019-05-15,3.6408
2019-05-16,-2.1077
2019-05-17,-5.0239
2019-05-20,1.2594
2019-05-21,4.7264
2019-05-22,-6.1758
2019-05-23,-8.8608
2019-05-24,1.9444
2019-05-28,-6.812
2019-05-29,2.6316
2019-05-30,-1.7094
2019-05-31,-1.7391
2019-06-03,0.59
2019-06-04,6.7449
2019-06-05,-4.1209
2019-06-06,5.4441
2019-06-07,-0.8152
2019-06-10,-1.3699
2019-06-11,1.3889
2019-06-12,-6.8493
2019-06-13,8.2353
2019-06-14,-6.7935
2019-06-17,7.2886
2019-06-18,4.0761
2019-06-19,-3.1332
2019-06-20,9.434
2019-06-21,2.4631
2019-06-24,-1.9231
2019-06-25,1.9607999999999999
2019-06-26,5.0481
2019-06-27,-1.8307
2019-06-28,0.9324
2019-07-01,1.1547
2019-07-02,-3.653
2019-07-03,-2.1327
2019-07-05,-0.4843
2019-07-08,-2.9196999999999997
2019-07-09,1.2530999999999999
2019-07-10,5.4455
2019-07-11,-3.9906
2019-07-12,4.6455
2019-07-15,-1.6355
2019-07-16,-0.9501
2019-07-17,-6.9544
2019-07-18,-2.0619
2019-07-19,5.0
2019-07-22,1.2530999999999999
2019-07-23,0.9901
2019-07-24,1.2255
2019-07-25,-5.3269
2019-07-26,-7.9284
2019-07-29,-5.2778
2019-07-30,9.9707
2019-07-31,-1.0667
2019-08-01,-9.1644
2019-08-02,-1.7804
2019-08-05,-3.6254
2019-08-06,5.3292
2019-08-07,4.1667
2019-08-08,9.7143
2019-08-09,5.9896
2019-08-12,0.7371
2019-08-13,3.4146
2019-08-14,-5.8962
2019-08-15,-1.5038
2019-08-16,4.8346
2019-08-19,4.1262
2019-08-20,-1.8648
2019-08-21,2.6128
2019-08-22,-2.5463
2019-08-23,-5.7007
2019-08-26,4.534
2019-08-27,-2.1687
2019-08-28,2.2167
2019-08-29,9.1566
2019-08-30,-11.0375
2019-09-03,-7.196
2019-09-04,0.8021
2019-09-05,-8.4881
2019-09-06,-4.058
2019-09-09,12.0846
2019-09-10,-1.0782
2019-09-11,-1.3624
2019-09-12,-9.6685
2019-09-13,-1.2232
2019-09-16,28.483
2019-09-17,-13.253
2019-09-18,-8.8889
2019-09-19,-2.1341
2019-09-20,-0.6231
2019-09-23,-1.0972
2019-09-24,-3.9619999999999997
2019-09-25,0.33
2019-09-26,-2.6316
2019-09-27,-0.6757
2019-09-30,0.0
2019-10-01,-4.7619
2019-10-02,-2.1429
2019-10-03,1.4599
2019-10-04,-3.5971
2019-10-07,2.2388
2019-10-08,-2.1898
2019-10-09,-1.1194
2019-10-10,3.7736
2019-10-11,3.6364
2019-10-14,-5.9649
2019-10-15,-0.9328
2019-10-16,-5.4614
2019-10-17,-7.5697
2019-10-18,-9.0517
2019-10-21,-0.4739
2019-10-22,-4.7619
2019-10-23,3.5
2019-10-24,0.9662
2019-10-25,-0.9569
2019-10-28,-4.8309
2019-10-29,-2.0305
2019-10-30,-6.7358
2019-10-31,-5.5556
2019-11-01,20.0
2019-11-04,11.7647
2019-11-05,-0.8772
2019-11-06,-8.8496
2019-11-07,8.2524
2019-11-08,-4.0359
2019-11-11,-12.6168
2019-11-12,1.0695000000000001
2019-11-13,-4.2328
2019-11-14,-0.5525
2019-11-15,0.0
2019-11-18,-1.1111
2019-11-19,-5.0562
2019-11-20,-0.5917
2019-11-21,0.0
2019-11-22,-5.3571
2019-11-25,2.5157
2019-11-26,-1.8405
2019-11-27,-2.5
2019-11-29,-7.6923
2019-12-02,0.0
2019-12-03,1.3889
2019-12-04,2.0548
2019-12-05,6.7114
2019-12-06,10.0629
2019-12-09,4.0
2019-12-10,1.0989
2019-12-11,3.8043
2019-12-12,-2.0942
2019-12-13,-2.6738
2019-12-16,1.6484
2019-12-17,10.8108
2019-12-18,1.4634
2019-12-19,-0.4808
2019-12-20,-1.9324
2019-12-23,1.9704000000000002
2019-12-24,0.4831
2019-12-26,0.4808
2019-12-27,-3.3493
2019-12-30,-4.9505
2019-12-31,10.4167
2020-01-02,-0.4717
2020-01-03,14.218
2020-01-06,-0.4149
2020-01-07,2.0833
2020-01-08,-7.3469
2020-01-09,-2.2026
2020-01-10,-4.955
2020-01-13,-7.5829
2020-01-14,0.0
2020-01-15,-2.5641
2020-01-16,-1.0526
2020-01-17,-2.1277
2020-01-21,-6.5217
2020-01-22,-2.3256
2020-01-23,-7.7381
2020-01-24,-1.2903
2020-01-27,-2.6144
2020-01-28,0.6711
2020-01-29,-2.6667
2020-01-30,-0.6849
2020-01-31,-2.069
2020-02-03,2.8169
2020-02-04,-0.6849
2020-02-05,5.5172
2020-02-06,-4.5752
2020-02-07,-10.274000000000001
2020-02-10,-8.3969
2020-02-11,-6.6667
2020-02-12,0.8929
2020-02-13,-9.7345
2020-02-14,-6.8235
2020-02-18,0.1789
2020-02-19,-1.1974
2020-02-20,-0.9461
2020-02-21,-0.8907
2020-02-24,-14.5425
2020-02-25,-5.6006
2020-02-26,-4.6846
2020-02-27,-8.4495
2020-02-28,5.9068000000000005
2020-03-02,-7.0443
2020-03-03,-8.5781
2020-03-04,0.2905
2020-03-05,-11.3667
2020-03-06,-23.034
2020-03-09,-23.7822
2020-03-10,31.4979
2020-03-11,-34.5962
2020-03-12,6.7073
2020-03-13,-1.6785999999999999
2020-03-16,15.474
2020-03-17,20.3209
2020-03-18,-8.0
2020-03-19,59.2782
2020-03-20,49.8662
2020-03-23,-32.25
2020-03-24,13.8113
2020-03-25,-10.4524
2020-03-26,0.1207
2020-03-27,-13.7076
2020-03-30,-13.1112
2020-03-31,-3.0776
2020-04-01,-14.8341
2020-04-02,10.1836
2020-04-03,0.6313
2020-04-06,0.4015
2020-04-07,-8.123
2020-04-08,8.6235
2020-04-09,0.6011
2020-04-13,-0.4481
2020-04-14,-8.7522
2020-04-15,-12.3047
2020-04-16,-5.1563
2020-04-17,-4.8435
2020-04-20,-5.0554
2020-04-21,5.7622
2020-04-22,5.7586
2020-04-23,36.5504
2020-04-24,-3.51
2020-04-27,6.4341
2020-04-28,-5.8126
2020-04-29,11.997
2020-04-30,16.7291
2020-05-01,-7.7606
2020-05-04,-6.8577
2020-05-05,9.9121
2020-05-06,-10.218
2020-05-07,-10.8909
2020-05-08,5.4486
2020-05-11,-5.1908
2020-05-12,-14.675
2020-05-13,-12.0715
2020-05-14,1.133
2020-05-15,-4.4481
2020-05-18,12.7241
2020-05-19,2.6002
2020-05-20,-5.7543
2020-05-21,-3.9861
2020-05-22,4.4152000000000005
2020-05-26,-1.7987
2020-05-27,-3.0527
2020-05-28,-2.5522
2020-05-29,-1.3605
2020-06-01,0.0
2020-06-02,1.5862
2020-06-03,-2.5458
2020-06-04,-3.309
2020-06-05,53.2421
2020-06-08,247.9079
2020-06-09,-30.4054
2020-06-10,-30.1165
2020-06-11,-19.4082
2020-06-12,10.3603
2020-06-15,-16.6823
2020-06-16,-6.318
2020-06-17,-14.949
2020-06-18,-16.8941
2020-06-19,-2.0668
2020-06-22,-3.5559
2020-06-23,-0.4496
2020-06-24,-18.5486
2020-06-25,-35.305
2020-06-26,0.0
2020-06-29,-17.9429
2020-06-30,-15.738199999999999
2020-07-01,7.438
2020-07-02,6.0769
2020-07-06,16.0261
2020-07-07,-9.375
2020-07-08,-3.3793
2020-07-09,4.1756
2020-07-10,6.4132
2020-07-13,-9.8577
2020-07-14,3.5
2020-07-15,-4.7619
2020-07-16,5.0725
2020-07-17,0.0
2020-07-20,-7.931
2020-07-21,-1.8727
2020-07-22,-0.3817
2020-07-23,1.9157
2020-07-24,-7.8947
2020-07-27,-8.8163
2020-07-28,-1.5219
2020-07-29,6.2727
2020-07-30,-3.7639
2020-07-31,-9.4844
