ticker,SOME US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8403
2000-01-04,-5.0
2000-01-05,-1.7544
2000-01-13,5.3571
2000-01-14,2.5423999999999998
2000-01-25,-9.0909
2000-02-01,4.5455
2000-02-03,-3.4783
2000-02-10,0.9009
2000-03-01,3.5714
2000-03-02,-0.8621
2000-03-24,-3.762
2000-03-27,0.9091
2000-04-18,-2.7027
2000-04-26,-7.4074
2000-04-27,4.0
2000-06-14,4.5499
2000-06-27,-3.7037
2000-07-06,3.8462
2000-07-10,-6.0185
2000-07-24,9.8522
2000-07-26,-1.3453
2000-08-01,1.8182
2000-08-28,0.8929
2000-08-29,0.885
2000-08-30,0.0
2000-08-31,-2.6316
2000-09-05,-0.9009
2000-09-11,0.6589
2000-09-15,-12.7273
2000-09-22,12.5
2000-09-26,-7.4074
2000-09-27,-2.0
2000-10-02,6.1224
2000-10-19,0.0
2000-10-24,1.9231
2000-10-27,-4.717
2000-10-30,0.9901
2000-10-31,11.7647
2000-11-01,1.7544
2000-11-14,0.0
2000-11-15,0.0
2000-11-16,-0.8621
2000-11-22,3.4783
2000-11-29,0.0
2000-12-06,-0.2353
2000-12-08,1.6949
2000-12-12,0.0
2000-12-22,0.0
2001-01-05,1.6667
2001-01-08,-0.8197
2001-01-09,-0.8264
2001-01-11,-10.0
2001-01-17,12.963
2001-01-22,0.8197
2001-01-30,1.626
2001-02-01,0.0
2001-02-06,2.4
2001-02-21,3.125
2001-02-22,-1.5152
2001-03-05,-1.5385
2001-03-29,-10.4337
2001-04-02,0.0
2001-04-19,5.2632
2001-05-10,0.0
2001-05-22,-2.0
2001-06-14,1.8138
2001-06-25,-8.9076
2001-06-26,7.0111
2001-07-13,-1.8620999999999999
2001-08-08,-4.4273
2001-08-17,4.7794
2001-08-20,-1.7544
2001-09-28,4.6729
2001-10-02,-7.2802
2001-10-03,7.4074
2001-10-05,-17.2414
2001-10-11,0.0
2001-10-17,12.5
2001-10-31,0.0
2001-11-01,3.7037
2001-11-02,0.0
2001-11-05,-12.5
2001-12-11,15.1316
2002-01-28,-14.2857
2002-02-05,19.5833
2002-02-07,-9.4077
2002-02-12,-7.6923
2002-02-21,20.0
2002-03-08,-14.0461
2002-03-25,-0.1626
2002-04-03,17.2638
2002-04-10,0.0
2002-05-23,0.0
2002-07-10,-8.805
2002-07-11,7.2797
2002-07-17,-11.7857
2002-07-24,10.1215
2002-07-30,-8.0882
2002-08-05,3.2
2002-08-06,0.0
2002-08-07,-3.1008
