ticker,VYNE US Equity
2018-06-15,2.0126
2018-06-18,0.2466
2018-06-19,-0.246
2018-06-20,5.5487
2018-06-21,-6.5421
2018-06-22,3.375
2018-06-25,-2.2975
2018-06-26,4.3317
2018-06-27,-5.5753
2018-06-28,0.0
2018-06-29,2.0101
2018-07-02,2.0936
2018-07-03,0.2413
2018-07-05,2.2864
2018-07-06,-1.1764999999999999
2018-07-09,1.7856999999999998
2018-07-10,-4.6784
2018-07-11,0.8589
2018-07-12,0.7299
2018-07-13,1.4493
2018-07-16,-5.0
2018-07-17,-0.1253
2018-07-18,-0.7528
2018-07-19,-1.8963
2018-07-20,-3.9948
2018-07-23,0.6711
2018-07-24,2.2667
2018-07-25,10.9518
2018-07-26,-4.5828
2018-07-27,-6.1576
2018-07-30,4.5931999999999995
2018-07-31,2.3839
2018-08-01,1.5931
2018-08-02,1.8094000000000001
2018-08-03,-5.8057
2018-08-06,-0.1258
2018-08-07,-0.5038
2018-08-08,2.7848
2018-08-09,0.4926
2018-08-10,-3.0637
2018-08-13,2.5284
2018-08-14,8.6313
2018-08-15,-10.2157
2018-08-16,0.0
2018-08-17,-2.5284
2018-08-20,4.9287
2018-08-21,-2.225
2018-08-22,1.1378
2018-08-23,-0.125
2018-08-24,0.5006
2018-08-27,1.3699
2018-08-28,0.4914
2018-08-29,-1.7115
2018-08-30,-0.6219
2018-08-31,-3.8798
2018-09-04,1.3021
2018-09-05,-2.3136
2018-09-06,0.3947
2018-09-07,1.5727
2018-09-10,3.6129
2018-09-11,4.8568
2018-09-12,8.6698
2018-09-13,12.7869
2018-09-14,2.0349
2018-09-17,0.7597
2018-09-18,0.4713
2018-09-19,3.3771
2018-09-20,5.0817
2018-09-21,-1.8135
2018-09-24,2.1108
2018-09-25,-4.1344
2018-09-26,-7.3675
2018-09-27,-3.2008
2018-09-28,-1.3026
2018-10-01,-1.8274
2018-10-02,0.4137
2018-10-03,4.1195
2018-10-04,-0.5935
2018-10-05,1.0945
2018-10-08,-39.5669
2018-10-09,1.9544000000000001
2018-10-10,-0.9585
2018-10-11,3.7096999999999998
2018-10-12,1.5552000000000001
2018-10-15,-2.144
2018-10-16,1.8779
2018-10-17,-4.7619
2018-10-18,-2.9032
2018-10-19,-6.1462
2018-10-22,3.0088
2018-10-23,-1.5464
2018-10-24,-1.9197
2018-10-25,2.669
2018-10-26,-1.3865
2018-10-29,-1.9332
2018-10-30,3.7634
2018-10-31,5.3541
2018-11-01,7.541
2018-11-02,5.4878
2018-11-05,-1.8786
2018-11-06,1.62
2018-11-07,3.0435
2018-11-08,-1.2658
2018-11-09,4.7009
2018-11-12,-6.1224
2018-11-13,-2.8986
2018-11-14,-4.4776
2018-11-15,6.5625
2018-11-16,2.1994
2018-11-19,-5.7389
2018-11-20,-2.7397
2018-11-21,0.1565
2018-11-23,1.25
2018-11-26,-0.7716
2018-11-27,-10.8865
2018-11-28,7.1553
2018-11-29,-1.9544000000000001
2018-11-30,-0.1661
2018-12-03,0.4992
2018-12-04,-6.2914
2018-12-06,-2.1201
2018-12-07,2.3466
2018-12-10,-2.8219
2018-12-11,3.4483
2018-12-12,-2.6316
2018-12-13,-0.3604
2018-12-14,-1.4466999999999999
2018-12-17,-4.0367
2018-12-18,-3.0593
2018-12-19,-1.3807
2018-12-20,-2.0
2018-12-21,-14.2857
2018-12-24,0.2381
2018-12-26,-7.1259
2018-12-27,-3.0691
2018-12-28,3.6939
2018-12-31,4.8346
2019-01-02,17.233
2019-01-03,-3.5197000000000003
2019-01-04,7.9399
2019-01-07,3.1809
2019-01-08,-2.1195
2019-01-09,-0.5906
2019-01-10,-0.396
2019-01-11,-0.3976
2019-01-14,-0.5988
2019-01-15,10.6426
2019-01-16,5.2632
2019-01-17,-4.8276
2019-01-18,0.9058
2019-01-22,2.5135
2019-01-23,-4.5534
2019-01-24,0.5505
2019-01-25,1.4599
2019-01-28,-1.259
2019-01-29,-3.4608
2019-01-30,0.566
2019-01-31,0.3752
2019-02-01,3.9252000000000002
2019-02-04,0.1799
2019-02-05,1.9748999999999999
2019-02-06,1.2324
2019-02-07,-0.3478
2019-02-08,12.2164
2019-02-11,-4.5100999999999996
2019-02-12,0.4886
2019-02-13,3.0794
2019-02-14,4.717
2019-02-15,6.3063
2019-02-19,1.1299
2019-02-20,2.5140000000000002
2019-02-21,-0.6812
2019-02-22,12.3457
2019-02-25,-1.3431
2019-02-26,4.8267
2019-02-27,-0.1181
2019-02-28,0.591
2019-03-01,-0.3525
2019-03-04,0.1179
2019-03-05,-0.4711
2019-03-06,-5.9172
2019-03-07,3.8994
2019-03-08,-10.5327
2019-03-11,-0.9472
2019-03-12,0.0
2019-03-13,1.9125999999999999
2019-03-14,1.0724
2019-03-15,3.5808999999999997
2019-03-18,2.4328
2019-03-19,3.0
2019-03-20,-4.9757
2019-03-21,0.5109
2019-03-22,-1.3977
2019-03-25,-0.5155
2019-03-26,-0.6477
2019-03-27,1.3038
2019-03-28,1.4157
2019-03-29,-0.3807
2019-04-01,1.0191
2019-04-02,-1.2610000000000001
2019-04-03,0.5109
2019-04-04,0.1271
2019-04-05,-1.0152
2019-04-08,-1.2821
2019-04-09,-1.039
2019-04-10,0.9186
2019-04-11,0.2601
2019-04-12,-2.7237
2019-04-15,-1.3333
2019-04-16,-0.2703
2019-04-17,-1.355
2019-04-18,0.6868
2019-04-22,-2.7285
2019-04-23,1.8233000000000001
2019-04-24,-0.1377
2019-04-25,-0.4138
2019-04-26,-0.9695
2019-04-29,0.8392
2019-04-30,-0.1387
2019-05-01,-2.0833
2019-05-02,-0.7092
2019-05-03,-0.5714
2019-05-06,0.5747
2019-05-07,-1.5714000000000001
2019-05-08,1.016
2019-05-09,-2.2989
2019-05-10,0.0
2019-05-13,-0.7353
2019-05-14,1.6296
2019-05-15,1.0204
2019-05-16,1.0101
2019-05-17,-1.4285999999999999
2019-05-20,0.1449
2019-05-21,1.3025
2019-05-22,-0.4286
2019-05-23,-3.1564
2019-05-24,-0.2963
2019-05-28,-2.2288
2019-05-29,0.152
2019-05-30,6.0698
2019-05-31,-3.7196
2019-06-03,0.2972
2019-06-04,-1.7778
2019-06-05,-5.4299
2019-06-06,-1.1164
2019-06-07,-0.1613
2019-06-10,1.7771
2019-06-11,-2.8571
2019-06-12,-0.3268
2019-06-13,3.4426
2019-06-14,-1.1094
2019-06-17,1.2821
2019-06-18,1.8987
2019-06-19,1.2422
2019-06-20,0.3067
2019-06-21,-4.5872
2019-06-24,-2.2436
2019-06-25,-1.3115
2019-06-26,-5.4817
2019-06-27,-2.2847
2019-06-28,7.7338000000000005
2019-07-01,0.0
2019-07-02,-1.6694
2019-07-03,-4.9236
2019-07-05,-3.5714
2019-07-08,-3.1481
2019-07-09,-1.3384
2019-07-10,-3.4884
2019-07-11,-5.2209
2019-07-12,4.4492
2019-07-15,1.217
2019-07-16,-1.6032
2019-07-17,-8.1466
2019-07-18,-3.7694
2019-07-19,-0.4608
2019-07-22,-1.6204
2019-07-23,-2.1176
2019-07-24,-0.7212
2019-07-25,-6.2954
2019-07-26,0.5168
2019-07-29,4.8843
2019-07-30,2.6961
2019-07-31,-9.5465
2019-08-01,-8.4433
2019-08-02,-0.2882
2019-08-05,-9.8266
2019-08-06,1.6026
2019-08-07,-0.6309
2019-08-08,2.8571
2019-08-09,-3.7037
2019-08-12,1.2821
2019-08-13,1.8987
2019-08-14,0.3106
2019-08-15,1.2384
2019-08-16,4.5872
2019-08-19,10.8187
2019-08-20,9.2348
2019-08-21,9.9034
2019-08-22,3.956
2019-08-23,-4.6512
2019-08-26,5.5432
2019-08-27,4.2017
2019-08-28,2.0161
2019-08-29,-1.7787
2019-08-30,-1.006
2019-09-03,-1.626
2019-09-04,-0.4132
2019-09-05,3.112
2019-09-06,-4.0241
2019-09-09,4.6122
2019-09-10,4.4088
2019-09-11,2.4952
2019-09-12,-1.8727
2019-09-13,1.5267
2019-09-16,-1.3158
2019-09-17,2.0952
2019-09-18,-5.2239
2019-09-19,-1.1811
2019-09-20,-5.1793
2019-09-23,-3.3613
2019-09-24,-1.3043
2019-09-25,3.5242
2019-09-26,-5.3191
2019-09-27,0.2247
2019-09-30,0.4484
2019-10-01,-2.6786
2019-10-02,-0.9174
2019-10-03,0.9259
2019-10-04,0.2294
2019-10-07,2.9748
2019-10-08,-2.6667
2019-10-09,4.5662
2019-10-10,1.5284
2019-10-11,1.9355
2019-10-14,-4.4304
2019-10-15,1.5453000000000001
2019-10-16,0.4348
2019-10-17,-0.8658
2019-10-18,9.607
2019-10-21,1.7928
2019-10-22,-2.7397
2019-10-23,-0.4024
2019-10-24,-1.0101
2019-10-25,-2.0408
2019-10-28,2.2917
2019-10-29,-1.0183
2019-10-30,3.4979
2019-10-31,0.7952
2019-11-01,3.5503
2019-11-04,0.0
2019-11-05,-1.7143000000000002
2019-11-06,-0.5814
2019-11-07,2.5341
2019-11-08,-0.7605
2019-11-11,-7.0881
2019-11-12,-1.2371
2019-11-13,-2.2965
2019-11-14,-6.8376
2019-11-15,0.0
2019-11-18,-8.7156
2019-11-19,3.2663
2019-11-20,-0.9732
2019-11-21,-4.1769
2019-11-22,1.2821
2019-11-25,3.038
2019-11-26,-8.3538
2019-11-27,1.6086
2019-11-29,4.4855
2019-12-02,5.8081
2019-12-03,4.0573
2019-12-04,-8.7156
2019-12-05,3.7688
2019-12-06,5.3269
2019-12-09,3.4483
2019-12-10,-3.5556
2019-12-11,4.1475
2019-12-12,-2.2124
2019-12-13,-1.3575
2019-12-16,7.5687999999999995
2019-12-17,3.6247
2019-12-18,-1.2346
2019-12-19,1.875
2019-12-20,3.2720000000000002
2019-12-23,5.3465
2019-12-24,6.9549
2019-12-26,-4.2179
2019-12-27,-8.2569
2019-12-30,-6.8
2019-12-31,-0.4292
2020-01-02,-7.3276
2020-01-03,-5.3488
2020-01-06,4.4226
2020-01-07,8.7059
2020-01-08,9.3074
2020-01-09,3.9604
2020-01-10,6.8571
2020-01-13,-0.1783
2020-01-14,9.1071
2020-01-15,13.5843
2020-01-16,-3.8905
2020-01-17,0.1499
2020-01-21,-3.4431
2020-01-22,-5.8915
2020-01-23,-1.1532
2020-01-24,-8.6667
2020-01-27,0.4562
2020-01-28,-1.5441
2020-01-29,-9.5941
2020-01-30,-4.0816
2020-01-31,-2.1277
2020-02-03,0.4348
2020-02-04,0.6494
2020-02-05,8.3871
2020-02-06,1.9841
2020-02-07,0.0
2020-02-10,-2.7237
2020-02-11,4.4
2020-02-12,-2.2989
2020-02-13,-2.1569
2020-02-14,1.6032
2020-02-18,5.3254
2020-02-19,3.5581
2020-02-20,-4.8825
2020-02-21,-1.1407
2020-02-24,-4.4231
2020-02-25,-11.4688
2020-02-26,-32.2727
2020-02-27,-9.0604
2020-02-28,8.8561
2020-03-02,-1.3559
2020-03-03,-5.4983
2020-03-04,12.0
2020-03-05,6.1688
2020-03-06,26.9113
2020-03-09,-14.4578
2020-03-10,5.9155
2020-03-11,-12.234
2020-03-12,-19.697
2020-03-13,13.9623
2020-03-16,-10.2649
2020-03-17,-5.5351
2020-03-18,-14.8438
2020-03-19,22.4771
2020-03-20,30.7116
2020-03-23,-10.3152
2020-03-24,-2.2364
2020-03-25,-3.268
2020-03-26,6.0811
2020-03-27,-8.2803
2020-03-30,-8.6806
2020-03-31,1.9011
2020-04-01,-10.8209
2020-04-02,10.4603
2020-04-03,-1.8939
2020-04-06,-45.9459
2020-04-07,-26.4286
2020-04-08,2.9126
2020-04-09,13.2075
2020-04-13,9.1667
2020-04-14,9.9237
2020-04-15,-3.4722
2020-04-16,-6.4748
2020-04-17,0.0
2020-04-20,1.5385
2020-04-21,-2.2727
2020-04-22,2.3256
2020-04-23,9.8485
2020-04-24,-2.7586
2020-04-27,24.8227
2020-04-28,-2.2727
2020-04-29,5.814
2020-04-30,0.0
2020-05-01,-2.7473
2020-05-04,-0.565
2020-05-05,3.4091
2020-05-06,7.1429
2020-05-07,1.0256
2020-05-08,-1.0152
2020-05-11,-5.641
2020-05-12,-1.6303999999999998
2020-05-13,-6.0773
2020-05-14,0.5882
2020-05-15,-1.1696
2020-05-18,0.0
2020-05-19,7.6923
2020-05-20,7.967
2020-05-21,11.9593
2020-05-22,1.8182
2020-05-26,7.1429
2020-05-27,1.25
2020-05-28,3.2922000000000002
2020-05-29,-4.7809
2020-06-01,-0.8368
2020-06-02,-5.9072
2020-06-03,-4.4843
2020-06-04,3.7559
2020-06-05,-6.7873
2020-06-08,8.2524
2020-06-09,-6.2780000000000005
2020-06-10,0.0
2020-06-11,-13.3971
2020-06-12,14.9171
2020-06-15,5.7692
2020-06-16,4.5455
2020-06-17,-4.3478
2020-06-18,1.1364
2020-06-19,4.7191
2020-06-22,-7.2961
2020-06-23,-6.0185
2020-06-24,-4.9261
2020-06-25,0.5181
2020-06-26,-9.7938
2020-06-29,3.4286
2020-06-30,-4.4199
2020-07-01,0.0
2020-07-02,-2.3121
2020-07-06,-2.3669000000000002
2020-07-07,4.8485
2020-07-08,-1.7341
2020-07-09,-0.5882
2020-07-10,-1.1834
2020-07-13,-2.9939999999999998
2020-07-14,-3.0864
2020-07-15,3.1847
2020-07-16,4.321
2020-07-17,6.5089
2020-07-20,-3.3333
2020-07-21,2.2989
2020-07-22,-2.5281000000000002
2020-07-23,-3.7464
2020-07-24,-1.7964
2020-07-27,3.6585
2020-07-28,0.0
2020-07-29,-1.7647
2020-07-30,-1.7964
2020-07-31,-1.8293
