ticker,PPMT US Equity
2013-10-29,-3.5714
2013-10-31,0.0
2013-11-01,-11.1111
2013-11-04,12.5
2013-11-05,0.0
2013-11-06,11.1111
2013-11-07,-3.3333
2013-11-08,31.0345
2013-11-11,18.4211
2013-11-12,2.2222
2013-11-13,8.6957
2013-11-14,3.95
2013-11-15,-11.4959
2013-11-18,4.3478
2013-11-19,25.0
2013-11-20,-13.3333
2013-11-21,-23.0769
2013-11-22,-10.0
2013-11-25,0.0
2013-11-26,38.8889
2013-11-27,-20.0
2013-11-29,-40.0
2013-12-02,16.6667
2013-12-03,-27.8571
2013-12-04,-0.9901
2013-12-05,0.0
2013-12-06,0.0
2013-12-10,0.0
2013-12-11,24.3125
2013-12-13,-35.7466
2013-12-17,-11.9718
2013-12-18,0.0
2013-12-19,42.0444
2013-12-20,0.0
2013-12-23,0.0
2013-12-24,-0.0626
2013-12-26,-28.8666
2013-12-27,23.7676
2013-12-30,-27.027
2013-12-31,32.3587
2014-01-02,-0.0736
2014-01-03,5.969
2014-01-06,-22.114
2014-01-08,0.0
2014-01-14,40.9821
2014-01-15,-8.9297
2014-01-21,-36.7872
2014-01-22,31.7932
2014-01-24,-6.6777999999999995
2014-01-28,-1.2522
2014-01-30,-2.1739
2014-01-31,-3.8889
2014-02-03,-23.2177
2014-02-04,-2.6349
2014-02-05,-17.7835
2014-02-06,-9.7179
2014-02-10,11.1111
2014-02-11,-2.5
2014-02-13,-3.5256
2014-02-14,0.0
2014-02-18,0.0
2014-02-19,0.0
2014-02-21,-14.9502
2014-02-27,-6.25
2014-03-03,0.0
2014-03-05,25.4167
2014-03-06,-20.2658
2014-03-07,0.0
2014-03-10,25.4167
2014-03-25,0.0
2014-03-28,-14.9502
2014-04-02,-35.9375
2014-04-03,2.439
2014-04-04,33.3333
2014-04-07,0.0
2014-04-09,-26.7857
2014-04-14,0.0
2014-04-15,41.4634
2014-04-17,0.0
2014-04-24,-34.4828
2014-04-25,10.526299999999999
2014-04-30,0.0
2014-05-08,-9.5238
2014-05-09,5.2632
2014-05-12,-10.0
2014-05-14,0.0
2014-05-15,66.6667
2014-05-16,16.6667
2014-05-19,-2.8571
2014-05-21,-40.8088
2014-05-22,49.0683
2014-06-03,-3.3333
2014-06-05,29.7414
2014-06-10,0.0
2014-06-25,-38.8704
2014-06-26,63.587
2014-07-07,0.0
2014-07-15,0.0
2014-08-06,-38.8704
2014-08-11,0.0
2014-08-18,60.8696
2014-08-20,-37.8378
2014-08-22,60.8696
2014-09-08,-32.4324
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,16.0
2014-09-12,-13.7931
2014-10-01,0.0
2014-10-08,0.0
2014-10-10,-20.0
2014-10-15,0.0
2014-10-21,-15.9375
2014-10-22,0.0
2014-10-27,0.0
2014-10-30,42.0074
2014-11-03,-28.7958
2014-11-04,0.0
2014-11-05,17.647100000000002
2014-11-11,-15.0
2014-12-02,0.7353
2014-12-04,-6.5693
2014-12-12,25.0
2014-12-26,0.0
2015-01-05,0.0
2015-02-04,50.0
2015-02-05,-23.3333
2015-02-06,117.3913
2015-02-11,-20.625
2015-02-13,-42.0472
2015-02-17,0.0
2015-03-03,0.0
2015-03-10,0.0
2015-03-19,-34.7826
2015-04-06,0.0
2015-04-28,0.0
2015-05-06,0.0
2015-05-20,33.3333
2015-05-22,-25.0
2015-05-27,0.0
2015-06-10,13.3333
2015-06-15,0.0
2015-06-25,-5.8824
2015-06-30,0.0
2015-07-07,0.0
2015-08-21,0.0
2015-09-25,0.0
2015-10-19,118.75
2015-11-11,-85.7143
2015-11-12,20.0
2015-11-19,33.3333
2015-12-22,-18.5156
2015-12-29,0.0
2015-12-30,0.0
2016-01-12,53.4036
2016-01-13,-20.0
2016-01-14,0.0
2016-01-19,0.0
2016-01-21,-12.5
2016-01-25,0.0
2016-02-03,0.0
2016-02-08,0.0
2016-02-12,0.0
2016-03-07,0.0
2016-03-09,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-24,-14.2857
2016-03-31,-16.6667
2016-04-11,-10.0
2016-04-12,122.2222
2016-04-13,0.0
2016-04-20,-10.0
2016-04-21,-11.1111
2016-04-22,0.0
2016-04-27,18.75
2016-04-28,0.0
2016-04-29,0.0
2016-05-05,-20.2632
2016-05-06,-7.5908
2016-05-09,0.0
2016-05-24,14.2857
2016-05-27,-12.5
2016-06-01,14.2857
2016-06-07,6.25
2016-06-24,-29.4118
2016-07-14,-16.6667
2016-07-15,40.0
2016-07-26,-28.5714
2016-07-29,0.0
2016-08-16,0.0
2016-08-17,40.0
2016-08-24,14.2857
2016-08-25,8.2031
2016-08-26,-13.3574
2016-08-29,6.6667
2016-08-30,-12.5
2016-09-01,21.4286
2016-09-19,-11.7647
2016-09-23,-6.6667
2016-09-26,0.0
2016-10-11,28.5714
2016-10-17,0.0
2016-10-20,-32.2222
2016-10-21,47.541
2016-10-24,-12.8472
2016-10-26,14.741
2016-11-22,-16.6667
2016-11-25,0.0
2016-12-12,1.3333
2016-12-14,31.5789
2017-01-03,0.0
2017-01-04,-10.0
2017-01-05,-8.5417
2017-01-19,9.3394
2017-01-30,0.0
2017-02-23,-11.1111
2017-03-03,6.25
2017-03-07,-5.8824
2017-03-09,0.0
2017-03-27,67.5
2017-03-28,34.3284
2017-03-29,0.0
2017-03-30,-22.2222
2017-03-31,-46.3393
2017-04-03,4.4925
2017-04-04,24.8408
2017-04-05,-17.3469
2017-04-07,-2.9321
2017-04-10,2.7027
2017-04-11,48.6068
2017-04-12,-16.6667
2017-04-13,0.0
2017-04-17,4.625
2017-04-19,-4.4205
2017-04-24,4.625
2017-04-27,-4.4205
2017-04-28,4.375
2017-05-02,-4.1916
2017-05-03,0.0
2017-05-04,0.0
2017-05-08,-17.1875
2017-05-09,-2.1887
2017-05-11,-1.2346
2017-05-12,8.0469
2017-05-23,-7.4475999999999996
2017-06-13,0.0
2017-06-15,3.5
2017-06-22,1.6183999999999998
2017-06-26,-4.9204
2017-08-08,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-23,5.4625
2017-08-30,-5.1796
2017-09-11,-18.75
2017-09-15,0.0
2017-09-18,0.0
2017-09-22,0.7692
2017-10-09,0.7634
2017-10-11,21.2121
2017-10-23,-36.25
2017-11-29,0.0
2017-12-08,0.0
2017-12-12,0.1961
2017-12-20,-0.1957
2017-12-21,0.0
2017-12-27,-1.9607999999999999
2018-01-19,0.0
2018-01-26,50.0
2018-02-21,-33.0
2018-02-26,-0.4975
2018-03-07,50.0
2018-03-14,-32.0
2018-04-12,-1.9607999999999999
2018-06-22,0.0
2018-07-27,0.0
2018-09-11,0.0
2018-10-02,0.0
2018-10-15,0.0
2018-11-06,0.0
2018-11-29,0.0
2018-12-13,19.0
2019-01-15,-15.9664
2019-01-16,20.0
2019-01-22,0.0
2019-01-30,-16.6667
2019-02-07,-20.0
2019-02-08,50.0
2019-02-12,-27.5
2019-02-19,-8.046
2019-02-22,0.0
2019-02-25,0.0
2019-03-11,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-19,31.25
2019-04-25,-23.8095
2019-04-29,87.5
2019-07-29,-6.6667
2019-08-01,-42.8571
2019-08-15,0.0
2019-10-02,-25.0
2019-10-08,0.0
2019-10-14,-33.3333
2019-10-15,100.0
2019-11-06,37.5
2019-12-31,0.0
2020-01-09,27.2727
2020-01-10,0.0
2020-01-31,-35.7143
2020-02-10,-32.8889
2020-02-26,164.9007
2020-02-27,-43.75
2020-03-18,11.1111
2020-05-19,0.1
2020-05-21,-43.4565
2020-06-09,253.3569
2020-06-11,-55.0
2020-07-29,-10.8889
