ticker,CHNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-24,-20.0
2009-11-04,-90.0
2009-11-09,12.5
2009-12-31,3.3333
2010-01-04,1.0753
2010-01-06,27.6596
2010-01-07,0.0
2010-01-08,0.8333
2010-01-11,23.9669
2010-01-12,-11.3333
2010-01-13,2.2556
2010-01-14,-2.9412000000000003
2010-01-15,-6.0606
2010-01-19,-1.6129
2010-01-20,4.918
2010-01-21,-3.9063
2010-01-22,-1.626
2010-01-25,0.0
2010-01-26,-0.8264
2010-01-27,-4.1667
2010-01-28,-0.8696
2010-01-29,0.0
2010-02-01,-0.8772
2010-02-02,0.885
2010-02-03,0.0
2010-02-04,-3.5088
2010-02-05,0.0
2010-02-08,9.0909
2010-02-09,-0.8333
2010-02-10,-7.563
2010-02-11,5.4545
2010-02-12,0.1724
2010-02-16,1.5491000000000001
2010-02-17,-5.0847
2010-02-18,7.1429
2010-02-19,-3.3333
2010-02-22,0.0
2010-02-23,-1.8965999999999998
2010-02-24,-5.0967
2010-02-25,-3.5185
2010-02-26,2.6871
2010-03-01,0.7477
2010-03-02,-1.6698
2010-03-03,-5.4717
2010-03-04,3.5928
2010-03-05,2.1195
2010-03-08,-1.8868
2010-03-09,0.9615
2010-03-10,-0.9524
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,-8.461500000000001
2010-03-16,1.8908
2010-03-17,-1.0309
2010-03-18,1.875
2010-03-19,0.0
2010-03-22,0.2045
2010-03-23,-6.1224
2010-03-24,-2.1739
2010-03-25,3.3333
2010-03-26,0.0
2010-03-29,12.6882
2010-03-30,-1.9083999999999999
2010-03-31,0.0
2010-04-01,0.5837
2010-04-05,0.0
2010-04-06,-0.1934
2010-04-07,-0.3876
2010-04-08,-4.6693
2010-04-09,4.0816
2010-04-12,3.3333
2010-04-13,-0.3795
2010-04-14,0.381
2010-04-15,-0.3795
2010-04-19,0.7619
2010-04-20,-0.7561
2010-04-21,-4.9524
2010-04-22,2.2044
2010-04-23,-0.3922
2010-04-27,0.3937
2010-04-28,-2.3529
2010-04-29,-13.8554
2010-04-30,-6.7599
2010-05-03,-1.25
2010-05-04,-17.7215
2010-05-05,15.0769
2010-05-06,-13.1016
2010-05-07,1.2308
2010-05-10,-2.7356
2010-05-11,2.8125
2010-05-12,3.3435
2010-05-13,-4.4118
2010-05-14,0.0
2010-05-17,0.0
2010-05-19,0.0
2010-05-20,0.6154
2010-05-21,-2.4465
2010-05-24,0.0
2010-05-25,-13.7931
