ticker,ASCK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-16,0.0
2015-06-25,0.0
2015-10-08,395.0
2015-11-30,-69.697
2015-12-01,-18.3333
2015-12-02,-30.6122
2015-12-03,-5.8824
2015-12-04,12.5
2015-12-07,-30.5556
2015-12-08,16.0
2015-12-09,-17.3276
2015-12-10,-16.5798
2015-12-11,19.8125
2015-12-14,-24.8826
2015-12-15,-16.4583
2015-12-16,1.0806
2015-12-17,-1.5625
2015-12-18,-26.3158
2015-12-21,-42.6304
2015-12-22,129.249
2015-12-23,-10.3448
2015-12-24,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,-15.3846
2015-12-31,-9.0909
2016-01-05,20.0
2016-01-06,-25.0
2016-01-07,33.3333
2016-01-08,-13.3333
2016-01-11,-13.7019
2016-01-12,-4.1783
2016-01-13,-12.7907
2016-01-14,0.0
2016-01-15,-14.6667
2016-01-19,-23.4375
2016-01-20,30.6122
2016-01-21,10.9375
2016-01-22,12.6761
2016-01-25,0.0
2016-01-26,-25.3125
2016-01-27,30.5439
2016-01-29,-5.4487
2016-02-01,-37.2881
2016-02-02,16.7568
2016-02-03,-7.4074
2016-02-05,0.0
2016-02-08,-4.0
2016-02-09,4.6875
2016-02-10,-4.4776
2016-02-11,4.6875
2016-02-16,-7.9602
2016-02-17,-4.8649000000000004
2016-02-18,-13.6364
2016-02-22,0.0
2016-02-23,57.8947
2016-02-24,-8.3333
2016-02-25,9.0909
2016-02-26,0.0
2016-03-01,8.3333
2016-03-02,-7.6923
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,1.6667
2016-03-09,-1.6393
2016-03-10,0.0
2016-03-11,3.75
2016-03-14,-19.6787
2016-03-15,-36.0
2016-03-16,-11.7188
2016-03-17,27.4336
2016-03-18,116.6667
2016-03-21,-15.3846
2016-03-22,-9.0909
2016-03-23,0.0
2016-03-24,-16.25
2016-03-28,39.3035
2016-03-29,-38.5714
2016-03-30,38.9535
2016-03-31,-26.1506
2016-04-01,4.2493
2016-04-04,0.0
2016-04-05,78.2609
2016-04-06,-39.0244
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,20.0
2016-04-12,11.25
2016-04-13,4.8689
2016-04-14,-4.6429
2016-04-15,0.0
2016-04-18,-1.1236
2016-04-19,15.1515
2016-04-22,-10.526299999999999
2016-04-25,11.7647
2016-04-26,18.4211
2016-04-27,-1.6667
2016-04-28,-9.6045
2016-04-29,10.0
2016-05-02,0.0
