ticker,BSBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-16,15.9
2020-01-17,0.3451
2020-01-21,2.2356
2020-01-22,-0.841
2020-01-23,-0.9347
2020-01-24,0.0017
2020-01-27,-1.5411000000000001
2020-01-28,0.0
2020-01-29,0.2609
2020-01-30,0.6071
2020-01-31,-0.0862
2020-02-03,-0.8628
2020-02-04,0.4352
2020-02-05,-0.3466
2020-02-06,-0.8696
2020-02-07,0.7895
2020-02-10,0.0
2020-02-11,-0.4352
2020-02-12,-0.5245
2020-02-13,-0.8787
2020-02-14,-0.266
2020-02-18,-0.3556
2020-02-19,-3.2114
2020-02-20,1.3825
2020-02-21,0.1818
2020-02-24,-1.3612
2020-02-25,-1.9319
2020-02-26,-1.4071
2020-02-27,-0.7612
2020-02-28,-2.2052
2020-03-02,1.2745
2020-03-03,-2.6137
2020-03-04,1.2922
2020-03-05,-2.3553
2020-03-06,0.3015
2020-03-09,-9.8196
2020-03-10,0.4444
2020-03-11,-6.5265
2020-03-12,-8.7574
2020-03-13,4.5396
2020-03-16,-14.1439
2020-03-17,3.7572
2020-03-18,-10.4457
2020-03-19,7.465
2020-03-20,-4.4863
2020-03-23,-2.7273
2020-03-24,5.296
2020-03-25,-2.6627
2020-03-26,5.6231
2020-03-27,-2.7338
2020-03-30,-0.8876
2020-03-31,2.9851
2020-04-01,-1.4493
2020-04-02,0.2941
2020-04-03,-0.2933
2020-04-06,2.2059
2020-04-07,15.1079
2020-04-08,6.125
2020-04-09,-2.8269
2020-04-13,4.8485
2020-04-14,-3.6994
2020-04-15,-2.8811999999999998
2020-04-16,-0.4944
2020-04-17,2.9814
2020-04-20,-2.1713
2020-04-21,2.2195
2020-04-22,-3.3776
2020-04-23,-3.2459
2020-04-24,3.0968
2020-04-27,-1.3767
2020-04-28,1.5228000000000002
2020-04-29,0.75
2020-04-30,0.4963
2020-05-01,-0.6173
2020-05-04,2.8571
2020-05-05,-0.4831
2020-05-06,-0.1214
2020-05-07,0.243
2020-05-08,-0.1212
2020-05-11,-1.534
2020-05-12,-1.0304
2020-05-13,0.0
2020-05-14,-2.6151999999999997
2020-05-15,2.3018
2020-05-18,-3.125
2020-05-19,1.4839
2020-05-20,1.7165
2020-05-21,2.5
2020-05-22,-2.439
2020-05-26,1.875
2020-05-27,2.8221
2020-05-28,0.716
2020-05-29,4.3839
2020-06-01,-2.6107
2020-06-02,4.662
2020-06-03,0.2227
2020-06-04,1.6667
2020-06-05,3.388
2020-06-08,1.4799
2020-06-09,-0.1042
2020-06-10,-3.7539
2020-06-11,-7.4756
2020-06-12,8.1967
2020-06-15,1.5152
2020-06-16,2.1322
2020-06-17,0.6263
2020-06-18,-2.3859
2020-06-19,-5.3135
2020-06-22,1.7957
2020-06-23,0.9923
2020-06-24,-2.6201
2020-06-25,-5.9417
2020-06-26,2.3838
2020-06-29,0.2328
2020-06-30,1.5099
2020-07-01,-2.746
2020-07-02,3.5294
2020-07-06,1.4773
2020-07-07,-5.2632
2020-07-08,-2.4823
2020-07-09,-5.9394
2020-07-10,-1.4175
2020-07-13,0.915
2020-07-14,1.0363
2020-07-15,4.4872
2020-07-16,2.454
2020-07-17,0.2395
2020-07-20,-0.7168
2020-07-21,1.444
2020-07-22,-2.7284
2020-07-23,-0.7317
2020-07-24,-3.0713
2020-07-27,5.4499
2020-07-28,-4.5673
2020-07-29,5.7935
2020-07-30,-5.9524
2020-07-31,-0.1266
