ticker,IHSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-25,6.0
2013-04-26,4.717
2013-04-30,6.3063
2013-05-01,-2.5423999999999998
2013-05-02,-8.6957
2013-05-06,2.8571
2013-05-07,0.0
2013-05-08,3.7037
2013-05-09,0.8929
2013-05-10,0.885
2013-05-13,0.0
2013-05-14,0.8772
2013-05-15,-4.3478
2013-05-16,4.5455
2013-05-17,1.7391
2013-05-20,-1.7094
2013-05-23,0.8696
2013-05-28,0.0
2013-05-31,0.8621
2013-06-03,0.0
2013-06-07,-0.8547
2013-06-10,0.8621
2013-06-11,0.0
2013-06-12,0.0
2013-06-14,-15.3846
2013-06-20,15.1515
2013-07-01,-1.7544
2013-07-08,0.0
2013-07-10,0.8929
2013-07-11,-0.885
2013-07-15,-37.5
2013-07-17,42.8571
2013-07-31,-10.0
2013-08-06,2.2222
2013-08-07,-2.1739
2013-08-08,0.0
2013-08-09,-0.2222
2013-08-12,0.2227
2013-08-13,-0.2222
2013-08-14,-15.3675
2013-08-15,18.4211
2013-08-19,-11.1111
2013-08-20,10.625
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,-3.9548
2013-08-27,2.9412000000000003
2013-09-04,-8.1714
2013-09-05,8.8986
2013-09-18,1.7143000000000002
2013-09-20,0.0
2013-09-23,-2.2472
2013-09-24,2.2989
2013-09-25,-5.0562
2013-09-26,6.3905
2013-09-30,-3.2258
2013-10-01,-2.2989
2013-10-02,-11.7647
2013-10-03,8.0
2013-10-07,-4.9383
2013-10-08,-10.3734
2013-10-09,8.676
2013-10-14,-8.6667
2013-10-15,0.7299
2013-10-16,0.0
2013-10-21,0.7246
2013-10-23,0.7194
2013-10-24,9.2857
2013-10-25,7.1895
2013-10-28,-12.0732
2013-10-29,0.0
2013-10-31,13.7309
2013-11-11,0.0
2013-11-13,0.0
2013-11-15,0.0
2013-11-19,0.0
2013-11-21,0.0
2013-12-02,-13.4146
2013-12-03,-15.493
2013-12-04,28.3333
2013-12-06,-3.8961
2013-12-11,-12.1622
2013-12-19,13.8462
2013-12-31,-10.8108
2014-01-06,1.5152
2014-01-07,0.0
2014-01-08,0.0
2014-01-09,-17.9104
2014-01-13,0.0
2014-01-14,24.5455
2014-01-15,-12.4088
2014-01-16,15.0
2014-01-17,-14.4928
2014-01-21,3.3898
2014-01-22,0.0
2014-01-23,11.4754
2014-01-24,-7.3529
2014-01-27,-6.3492
2014-01-28,-11.8644
2014-01-29,15.3846
2014-01-30,-1.6667
