ticker,BOCH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.5455
2000-01-05,2.9762
2000-01-12,-2.8902
2000-01-19,0.5952
2000-01-21,0.0
2000-01-26,0.0
2000-03-02,4.142
2000-03-07,-3.9773
2000-03-08,-5.3254
2000-03-13,-5.0
2000-03-22,-2.6316
2000-03-27,0.0
2000-03-29,-2.7027
2000-04-03,5.5556
2000-04-05,-3.9474
2000-04-12,-1.3699
2000-04-27,0.0
2000-05-11,0.0
2000-05-25,0.0
2000-05-31,-11.1111
2000-06-21,0.0
2000-06-30,3.125
2000-07-31,-6.0606
2000-08-02,6.4516
2000-08-16,-3.0303
2000-08-21,8.5937
2000-08-31,-2.1583
2000-09-06,-0.7353
2000-09-07,0.7407
2000-09-12,2.2059
2000-09-19,-1.4388
2000-09-22,0.0
2000-09-25,0.7299
2000-09-26,0.7246
2000-09-29,-14.4993
2000-10-02,11.538499999999999
2000-10-03,1.7241
2000-10-06,7.6271
2000-10-11,0.7874
2000-10-13,-1.8867
2000-11-02,-7.6323
2000-11-27,0.8621
2000-11-28,-1.7094
2000-11-30,-2.6087
2000-12-07,7.1429
2000-12-08,-1.6667
2000-12-12,-5.9322
2000-12-13,0.0
2000-12-18,1.8018
2000-12-20,0.0
2000-12-21,-3.5398
2000-12-22,1.8349
2000-12-28,0.0
2001-01-04,-0.9009
2001-01-05,5.4545
2001-01-09,0.0
2001-01-10,-2.5862
2001-01-12,6.1947
2001-01-17,-3.3333
2001-01-31,0.0
2001-02-01,6.8966
2001-02-12,0.0
2001-02-21,6.4516
2001-02-27,-1.8939
2001-02-28,0.0
2001-03-02,-1.1583
2001-03-07,1.1719
2001-03-19,5.0193
2001-03-20,-2.9412000000000003
2001-04-02,-3.0303
2001-04-03,0.0
2001-04-17,-5.4687
2001-04-18,-0.8264
2001-04-25,1.6667
2001-04-27,3.2787
2001-05-02,0.0
2001-05-03,1.2698
2001-05-04,-3.2602
2001-05-08,4.5366
2001-05-14,0.744
2001-05-23,3.0769
2001-05-24,0.0
2001-05-29,1.4925
2001-05-30,1.4706000000000001
2001-06-05,0.0
2001-06-07,1.4493
2001-06-08,-1.4285999999999999
2001-06-12,0.0
2001-06-20,4.3478
2001-06-22,0.0
2001-06-25,2.7778
2001-06-27,-2.7027
2001-06-28,2.7778
2001-06-29,0.0
2001-07-10,-2.7027
2001-07-11,-2.5
2001-07-12,5.4131
2001-07-13,0.0
2001-07-16,0.0
2001-08-01,1.3514
2001-08-13,-3.7333
