ticker,HLLK US Equity
2000-10-13,-4.7619
2000-10-19,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-11-06,0.0
2000-11-09,-15.0
2000-11-22,0.0
2000-11-27,5.8824
2000-11-28,-16.6667
2000-12-04,0.0
2000-12-05,-20.0
2000-12-07,0.0
2000-12-11,33.3333
2000-12-18,-6.25
2000-12-19,0.0
2000-12-21,6.6667
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,6.25
2000-12-29,-5.8824
2001-01-03,0.0
2001-01-09,0.0
2001-01-11,0.0
2001-02-06,0.0
2001-02-14,0.0
2001-02-20,-31.25
2001-02-21,0.0
2001-03-07,9.0909
2001-03-08,-8.3333
2001-03-09,9.0909
2001-03-16,-8.3333
2001-04-03,0.0
2001-04-16,0.0
2001-04-23,0.0
2001-04-25,-9.0909
2001-05-01,0.0
2001-05-02,0.0
2001-05-08,0.0
2001-05-09,-20.0
2001-05-17,0.0
2001-05-22,-25.0
2001-05-23,0.0
2001-05-24,0.0
2001-05-30,0.0
2001-06-01,0.0
2001-06-19,-33.3333
2001-06-20,-25.0
2001-06-21,0.0
2001-07-06,0.0
2001-07-10,33.3333
2001-07-16,0.0
2001-07-20,-25.0
2001-08-20,0.0
2001-08-22,66.6667
2001-09-05,-40.0
2001-10-09,-33.3333
2001-10-10,0.0
2001-10-11,0.0
2001-10-22,0.0
2001-10-23,-25.0
2001-11-01,66.6667
2001-12-06,-59.5
2001-12-10,0.0
2001-12-11,0.0
2001-12-18,0.0
2001-12-20,0.0
2001-12-21,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-04,146.9136
2002-01-16,-59.5
2002-01-22,0.0
2002-01-23,0.0
2002-01-25,0.0
2002-02-05,-1.2346
2002-03-06,-50.0
2002-03-11,0.0
2002-05-23,0.0
2002-06-05,100.0
2002-08-20,-50.0
2002-08-26,0.0
2002-09-05,0.0
2002-09-24,0.0
2002-09-26,0.0
2002-09-27,100.0
2002-10-04,-50.0
2002-10-07,100.0
2002-10-14,-90.0
2002-11-04,0.0
2002-11-26,0.0
2002-12-05,0.0
2002-12-09,900.0
2002-12-23,0.0
2002-12-27,-90.0
2002-12-30,0.0
2003-01-08,0.0
2003-01-30,0.0
2003-05-15,0.0
2003-05-16,0.0
2003-06-16,0.0
2003-07-07,0.0
2003-07-08,900.0
2003-07-15,-90.0
2003-07-18,0.0
2003-07-21,0.0
2003-07-25,900.0
2003-08-11,0.0
2003-10-21,-90.0
2003-10-29,0.0
2003-11-04,0.0
2003-11-10,0.0
2003-11-11,0.0
2003-12-10,-87.5
2003-12-12,0.0
2003-12-16,0.0
2003-12-24,0.0
2004-01-05,0.0
2004-09-13,0.0
2004-10-06,0.0
2004-10-15,0.0
2004-11-01,0.0
2004-11-23,0.0
2004-12-21,0.0
2005-01-26,0.0
2005-01-28,7900.0
2005-06-07,35.0
2005-07-12,48.1481
2005-07-14,0.0
2005-07-18,0.0
2005-08-08,-50.0
2005-08-12,100.0
2005-08-26,-25.0
2005-08-30,0.0
2005-09-14,0.0
2005-09-30,-16.6667
2005-10-28,60.0
2005-11-10,0.0
2006-01-25,-2.5
2006-02-14,-10.2564
2006-03-03,0.0
2006-03-14,-71.4286
2006-04-05,110.0
2006-04-11,66.6667
2006-04-17,14.2857
2006-04-18,50.0
2006-05-04,-31.6667
2006-05-05,43.9024
2006-05-11,-15.2542
2006-05-18,-2.0
2006-05-19,2.0408
2006-10-13,20.0
2006-10-24,-33.3333
2006-10-25,50.0
2006-10-30,0.0
2006-11-01,-18.3333
2006-11-02,22.449
2006-11-03,-8.3333
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,-7.2727
2006-11-09,1.5686
2006-11-10,0.3861
2006-11-13,-5.7692
2006-11-14,-8.1633
2006-11-15,-11.1111
2006-11-16,12.5
2006-11-17,-11.1111
2006-11-20,0.0
2006-11-22,-12.5
2006-11-24,20.0
2006-11-27,-4.7619
2006-11-28,0.0
2006-11-29,0.0
2006-12-04,-10.0
2006-12-13,-13.8889
2006-12-15,0.0
2006-12-18,-19.3548
2006-12-19,20.0
2006-12-20,0.0
2006-12-27,-33.3333
2007-01-11,15.0
2007-01-17,-13.0435
2007-01-18,20.0
2007-01-19,45.8333
2007-01-22,-8.5714
2007-01-23,15.625
2007-01-24,-5.4054
2007-01-26,-14.2857
2007-02-06,-0.6667
2007-02-07,0.6711
2007-02-09,0.0
2007-02-13,0.0
2007-02-14,0.0
2007-02-15,6.6667
2007-02-16,-6.25
2007-02-21,6.6667
2007-02-26,-37.5
2007-03-13,-25.0
2007-03-16,-13.3333
2007-03-26,-30.7692
2007-03-27,-11.1111
2007-04-03,-25.0
2007-04-04,16.6667
2007-04-05,42.8571
2007-04-09,0.0
2007-04-10,20.0
2007-04-11,50.0
2007-04-12,22.2222
2007-04-13,-9.0909
2007-04-16,10.0
2007-04-17,-9.0909
2007-04-18,5.0
2007-04-19,-33.3333
2007-04-20,28.5714
2007-04-23,-22.2222
2007-04-24,-1.4285999999999999
2007-04-26,-26.087
2007-04-27,-3.9215999999999998
2007-05-01,0.0
2007-05-02,2.0408
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.0
2007-05-08,0.0
2007-05-09,-20.0
2007-05-10,25.0
2007-05-14,-20.0
2007-05-16,22.5
2007-05-17,-28.5714
2007-05-18,28.5714
2007-05-21,0.0
2007-05-23,-2.2222
2007-05-24,-9.0909
2007-05-25,0.0
2007-05-29,12.5
2007-06-01,0.0
2007-06-04,11.1111
2007-06-05,-2.0
2007-06-07,20.4082
2007-06-08,-62.7119
2007-06-11,-63.6364
2007-06-12,12.5
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,11.1111
2007-06-19,-5.0
2007-06-20,0.0
2007-06-21,-5.2632
2007-06-25,-5.5556
2007-06-26,0.0
2007-06-28,0.0
2007-06-29,0.0
2007-07-03,-17.647100000000002
2007-07-05,-14.2857
2007-07-09,-33.3333
2007-07-11,62.5
2007-07-12,-30.7692
2007-07-13,6.6667
2007-07-16,-6.25
2007-07-17,-2.2222
2007-07-18,-2.2727
2007-07-19,0.0
2007-07-20,-2.3256
2007-07-23,-11.9048
2007-07-24,-10.8108
2007-07-25,-3.0303
2007-07-26,0.0
2007-07-27,9.375
2007-07-30,-5.7143
2007-08-01,21.2121
2007-08-13,-22.5
2007-08-16,-6.4516
2007-08-17,-3.4483
2007-08-20,-25.0
2007-08-23,-4.7619
2007-08-28,-15.0
2007-09-04,-11.7647
2007-09-17,-13.3333
2007-09-19,0.0
2007-09-28,15.3846
2007-10-01,33.3333
2007-10-18,15.0
2007-12-07,8.6957
2008-01-30,-8.0
2008-02-21,-4.3478
2008-02-25,13.6364
2008-02-26,20.0
2008-02-27,-13.3333
2008-03-12,7.6923
2008-03-19,-14.2857
2008-03-26,-16.6667
2008-03-27,0.0
2008-03-28,0.0
2008-04-09,-25.0
2008-04-18,0.0
2008-04-22,-40.0
2008-04-25,-11.1111
2008-05-12,-12.5
2008-05-19,0.0
2009-01-22,-96.0
2009-02-20,-14.2857
2009-04-07,1550.0
2009-05-01,-39.3939
2009-05-18,1.6667
2009-07-22,-1.6393
2009-09-29,25.0
2009-09-30,0.0
2009-10-01,0.0
2010-02-12,-2.6667
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-12,2.7397
2010-03-19,0.0
2010-04-01,-20.0
2012-03-15,-91.6667
2014-10-10,-99.75
2017-06-27,3100.0
2018-03-16,150.0
