ticker,HLLK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-12.0
2000-01-07,9.0909
2000-01-10,-16.6667
2000-01-11,20.0
2000-01-13,-25.0
2000-01-14,0.0
2000-01-18,-11.1111
2000-01-19,21.0
2000-01-24,-17.3554
2000-01-25,21.875
2000-01-26,-2.5641
2000-01-27,-36.8421
2000-02-03,91.6667
2000-02-04,-13.0435
2000-02-07,-10.0
2000-02-08,-11.1111
2000-02-09,31.25
2000-02-10,9.5238
2000-02-11,4.3478
2000-02-14,0.0
2000-02-15,-16.6667
2000-02-16,0.0
2000-02-17,-20.0
2000-02-18,50.0
2000-02-22,-32.6667
2000-02-28,-25.7426
2000-02-29,16.6667
2000-03-01,0.0
2000-03-02,0.0
2000-03-08,-42.8571
2000-03-13,102.0
2000-03-14,-7.1782
2000-03-15,-20.0
2000-03-16,0.0
2000-03-20,26.6667
2000-03-21,-21.0526
2000-03-22,26.6667
2000-03-23,5.2632
2000-03-24,0.0
2000-03-29,0.0
2000-03-30,-37.5
2000-04-03,-20.0
2000-04-04,0.0
2000-04-06,-2.0
2000-04-10,-48.9796
2000-04-11,0.0
2000-04-12,32.0
2000-04-14,-24.2424
2000-04-17,-36.0
2000-04-18,12.5
2000-04-20,-22.2222
2000-04-24,92.8571
2000-04-25,88.8889
2000-04-26,-1.9607999999999999
2000-05-01,2.0
2000-05-08,-21.5686
2000-05-09,-25.0
2000-05-11,45.8333
2000-05-12,4.0
2000-05-15,-7.6923
2000-05-18,14.2857
2000-05-22,-21.875
2000-05-24,36.0
2000-05-25,-15.6863
2000-05-26,-12.7907
2000-05-30,28.0
2000-06-05,-21.875
2000-06-08,28.0
2000-06-09,-20.8333
2000-06-21,5.2632
2000-06-22,25.0
2000-06-29,-12.0
2000-07-05,-4.5455
2000-07-07,21.4286
2000-07-10,0.0
2000-07-11,-21.5686
2000-07-12,35.0
2000-07-13,-9.2593
2000-07-17,-18.3673
2000-07-18,27.5
2000-07-21,1.9607999999999999
2000-07-24,-13.461500000000001
2000-07-26,-22.2222
2000-07-27,0.0
2000-07-31,0.0
2000-08-10,-20.0
2000-08-14,33.9286
2000-08-15,-25.3333
2000-08-16,-10.7143
2000-08-18,20.0
2000-08-31,0.0
2000-09-01,46.6667
2000-09-05,-6.8182
2000-09-07,0.0
2000-09-15,-26.8293
2000-09-21,-16.6667
2000-09-25,-8.0
2000-09-26,0.0
2000-09-29,-4.3478
2000-10-03,-4.5455
2000-10-09,38.0952
2000-10-11,-27.5862
