ticker,FTAI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-15,-2.6471
2015-05-18,-0.6042
2015-05-19,2.7356
2015-05-20,-2.071
2015-05-21,-0.3021
2015-05-22,0.0
2015-05-26,0.1212
2015-05-27,-0.0605
2015-05-28,-0.0606
2015-05-29,2.4242
2015-06-01,1.4793
2015-06-02,-0.8746
2015-06-03,-0.1176
2015-06-04,-0.3534
2015-06-05,0.591
2015-06-08,0.3525
2015-06-09,3.3372
2015-06-10,3.7394
2015-06-11,0.3823
2015-06-12,-1.3058
2015-06-15,0.6615
2015-06-16,0.4929
2015-06-17,-1.9074
2015-06-18,3.3889
2015-06-19,-0.5373
2015-06-22,-1.1345
2015-06-23,3.7705
2015-06-24,-2.317
2015-06-25,-2.372
2015-06-26,2.1535
2015-06-29,-1.4595
2015-06-30,-0.5485
2015-07-01,1.5996000000000001
2015-07-02,-2.3887
2015-07-06,2.2247
2015-07-07,-1.3058
2015-07-08,-1.8742999999999999
2015-07-09,0.2809
2015-07-10,-0.5602
2015-07-13,1.4085
2015-07-14,-0.0556
2015-07-15,0.0556
2015-07-16,-1.3889
2015-07-17,0.2817
2015-07-20,0.1124
2015-07-21,0.1684
2015-07-22,0.2801
2015-07-23,0.5587
2015-07-24,-1.3333
2015-07-27,-1.3514
2015-07-28,-3.4817
2015-07-29,6.1502
2015-07-30,-0.6685
2015-07-31,-1.4582
2015-08-03,-0.7968
2015-08-04,-2.1801
2015-08-05,-1.6421999999999999
2015-08-06,-5.1878
2015-08-07,-0.6289
2015-08-10,-0.8861
2015-08-11,-1.9796
2015-08-12,-5.5375
2015-08-13,2.0
2015-08-14,0.879
2015-08-17,-0.134
2015-08-18,-3.1544
2015-08-19,-1.3167
2015-08-20,2.2001
2015-08-21,-4.375
2015-08-24,0.581
2015-08-25,-1.8051
2015-08-26,-1.1029
2015-08-27,1.1152
2015-08-28,-1.8382
2015-08-31,1.2734
2015-09-01,2.4408
2015-09-02,-2.5993
2015-09-03,-1.6308
2015-09-04,-0.9797
2015-09-08,-1.2177
2015-09-09,-4.6225000000000005
2015-09-10,2.8270999999999997
2015-09-11,-3.1422
2015-09-14,-0.3244
2015-09-15,1.2205
2015-09-16,-1.2862
2015-09-17,2.0358
2015-09-18,3.4318
2015-09-21,-2.7006
2015-09-22,-2.2205
2015-09-23,2.7575
2015-09-24,1.026
2015-09-25,-2.3438
2015-09-28,-1.76
2015-09-29,4.6417
2015-09-30,-0.1556
2015-10-01,0.3118
