ticker,PKKW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-01,2.5
2016-09-02,0.6098
2016-09-06,0.6061
2016-09-09,1.8072
2016-09-12,0.5917
2016-09-15,-2.2512
2016-09-16,0.0
2016-09-22,-0.6061
2016-09-23,0.0
2016-09-26,-0.4878
2016-09-27,-0.7353
2016-09-29,-1.7284000000000002
2016-09-30,1.1307
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.6227
2016-10-06,0.0
2016-10-07,-0.0015
2016-10-10,1.2346
2016-10-11,0.0
2016-10-12,0.6098
2016-10-13,-0.6061
2016-10-14,0.0
2016-10-17,0.2439
2016-10-18,-0.2433
2016-10-19,0.2523
2016-10-21,-0.2517
2016-10-27,0.0
2016-11-03,0.5534
2016-11-07,0.0561
2016-11-09,-0.4667
2016-11-10,0.4689
2016-11-11,-0.075
2016-11-14,-0.1675
2016-11-15,0.0
2016-11-16,0.243
2016-11-18,0.1212
2016-11-21,0.0
2016-11-25,0.1112
2016-11-28,0.9773
2016-11-29,-0.5988
2016-11-30,0.6024
2016-12-02,0.1198
2016-12-05,1.0766
2016-12-06,-0.9467
2016-12-07,0.0
2016-12-08,0.8363
2016-12-09,0.1185
2016-12-12,0.5917
2016-12-13,0.5882
2016-12-15,-0.8187
2016-12-16,0.0118
2016-12-20,1.4031
2016-12-23,0.7616
2016-12-27,0.3981
2016-12-28,-1.7241
2016-12-30,1.1696
2017-01-03,-0.578
2017-01-04,0.0
2017-01-05,1.7442
2017-01-06,0.0
2017-01-09,0.0
2017-01-12,0.3943
2017-01-13,0.0
2017-01-26,-0.3927
2017-01-27,1.6
2017-01-31,-1.4623
2017-02-02,2.7397
2017-02-03,0.5556
2017-02-06,0.5525
2017-02-07,1.0989
2017-02-08,1.8404
2017-02-09,0.2208
2017-02-13,-0.9585
2017-02-14,0.9677
2017-02-16,-0.9585
2017-02-22,0.5376
2017-02-23,-0.5348
2017-02-27,0.0
2017-02-28,1.0753
2017-03-01,0.0
2017-03-09,1.8133
2017-03-10,0.0105
2017-03-13,0.0
2017-03-20,1.1591
2017-03-23,0.0
2017-03-24,-0.5104
2017-03-27,0.0
2017-03-31,-0.0105
2017-04-04,0.5236
2017-04-05,0.5104
2017-04-06,3.1195
2017-04-07,0.0
2017-04-10,-0.3015
2017-04-13,0.0
2017-04-18,-0.7056
2017-04-19,0.0
2017-04-20,3.5533
2017-04-21,0.0
2017-04-24,0.9804
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,-1.9417
