ticker,BCSF US Equity
2019-04-10,-0.3458
2019-04-11,1.2395
2019-04-12,-1.4691
2019-04-15,-1.1928
2019-04-16,0.8551
2019-04-17,0.0998
2019-04-18,-1.0463
2019-04-22,2.3162
2019-04-23,-0.6398
2019-04-24,-0.4458
2019-04-25,0.3483
2019-04-26,1.3386
2019-04-29,-0.4403
2019-04-30,-0.4914
2019-05-01,-0.2963
2019-05-02,-0.2476
2019-05-03,0.2483
2019-05-06,0.7429
2019-05-07,-2.5564999999999998
2019-05-08,-1.11
2019-05-09,1.0204
2019-05-10,-1.0606
2019-05-13,-2.5523
2019-05-14,-1.0477
2019-05-15,-0.5294
2019-05-16,1.6498
2019-05-17,-1.8325
2019-05-20,-0.0533
2019-05-21,0.2668
2019-05-22,1.1176
2019-05-23,0.0
2019-05-24,-0.1053
2019-05-28,-0.5796
2019-05-29,-0.371
2019-05-30,-1.4362
2019-05-31,1.9968
2019-06-03,-0.8466
2019-06-04,-0.4269
2019-06-05,-0.5359
2019-06-06,0.2155
2019-06-07,0.2151
2019-06-10,-0.4828
2019-06-11,0.0
2019-06-12,0.8086
2019-06-13,-0.5348
2019-06-14,-0.7527
2019-06-17,-0.2709
2019-06-18,1.1407
2019-06-19,1.3963
2019-06-20,-0.6886
2019-06-21,1.3333
2019-06-24,-1.2631999999999999
2019-06-25,-0.4797
2019-06-26,2.0354
2019-06-27,3.0971
2019-06-28,-3.1721
2019-07-01,-0.9667
2019-07-02,-0.4338
2019-07-03,-0.1089
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,-0.7088
2019-07-10,-0.8786
2019-07-11,-0.6648
2019-07-12,0.6693
2019-07-15,-0.277
2019-07-16,0.5556
2019-07-17,0.1105
2019-07-18,-0.6623
2019-07-19,0.2778
2019-07-22,-0.6094
2019-07-23,0.2787
2019-07-24,0.2779
2019-07-25,-0.4989
2019-07-26,0.3343
2019-07-29,-0.1666
2019-07-30,0.1112
2019-07-31,0.5556
2019-08-01,0.5525
2019-08-02,-0.7692
2019-08-05,-0.1661
2019-08-06,0.0
2019-08-07,0.1664
2019-08-08,0.5537
2019-08-09,-0.3304
2019-08-12,-0.221
2019-08-13,0.1661
2019-08-14,-0.1658
2019-08-15,-0.8306
2019-08-16,0.5025
2019-08-19,0.6667
2019-08-20,-0.1104
2019-08-21,0.1105
2019-08-22,-0.1656
2019-08-23,0.4422
2019-08-26,0.8806
2019-08-27,0.6001
2019-08-28,-0.2169
2019-08-29,0.2717
2019-08-30,1.0298
2019-09-03,0.4292
2019-09-04,-0.5876
2019-09-05,1.3434
2019-09-06,-1.1135
2019-09-09,1.2332
2019-09-10,0.4767
2019-09-11,-0.4217
2019-09-12,-0.1588
2019-09-13,0.0
2019-09-16,0.3712
2019-09-17,-0.1585
2019-09-18,0.5291
2019-09-19,-0.0526
2019-09-20,0.158
2019-09-23,-1.1567
2019-09-24,1.0106
2019-09-25,0.0527
2019-09-26,0.3684
2019-09-27,-0.3671
2019-09-30,2.0441
2019-10-01,0.0
2019-10-02,-2.1086
2019-10-03,-0.5385
2019-10-04,0.8663
2019-10-07,0.3757
2019-10-08,-1.0695000000000001
2019-10-09,0.5946
2019-10-10,0.5373
2019-10-11,-0.6948
2019-10-14,-0.0538
2019-10-15,0.6462
2019-10-16,-0.3745
2019-10-17,0.8056
2019-10-18,-0.4262
2019-10-21,0.8561
2019-10-22,-0.0531
2019-10-23,0.3185
2019-10-24,0.0
2019-10-25,-0.1587
2019-10-28,0.5829
2019-10-29,0.2107
2019-10-30,-0.9989
2019-10-31,0.6904
2019-11-01,0.4747
2019-11-04,-0.7874
2019-11-05,-0.1058
2019-11-06,-0.5297
2019-11-07,1.1715
2019-11-08,-0.1053
2019-11-11,0.0
2019-11-12,-0.4215
2019-11-13,0.5291
2019-11-14,0.0
2019-11-15,-0.3158
2019-11-18,0.1056
2019-11-19,-0.0527
2019-11-20,-0.2111
2019-11-21,-1.1105
2019-11-22,-0.3743
2019-11-25,0.8588
2019-11-26,-0.5322
2019-11-27,1.7657
2019-11-29,2.6814
2019-12-02,-0.768
2019-12-03,0.3096
2019-12-04,0.9774
2019-12-05,-0.4585
2019-12-06,-0.1024
2019-12-09,2.2029
2019-12-10,-0.1504
2019-12-11,0.4016
2019-12-12,-1.4
2019-12-13,-0.1521
2019-12-16,0.8126
2019-12-17,-0.4534
2019-12-18,1.67
2019-12-19,-0.448
2019-12-20,0.15
2019-12-23,0.2996
2019-12-24,-0.1493
2019-12-26,0.4487
2019-12-27,0.0
2019-12-30,0.6452
2019-12-31,-0.5536
2020-01-02,0.3543
2020-01-03,-0.2521
2020-01-06,0.1011
2020-01-07,-0.0505
2020-01-08,0.8085
2020-01-09,-0.5514
2020-01-10,-0.1008
2020-01-13,0.4541
2020-01-14,-0.0502
2020-01-15,0.0503
2020-01-16,-1.0045
2020-01-17,-0.1522
2020-01-21,0.0
2020-01-22,0.5589
2020-01-23,0.5053
2020-01-24,-0.4525
2020-01-27,-0.9596
2020-01-28,0.153
2020-01-29,0.8147
2020-01-30,0.202
2020-01-31,-0.2016
2020-02-03,0.2525
2020-02-04,-0.2015
2020-02-05,0.2524
2020-02-06,0.0504
2020-02-07,0.2516
2020-02-10,-0.1004
2020-02-11,-0.3518
2020-02-12,0.1513
2020-02-13,0.2014
2020-02-14,-0.0503
2020-02-18,0.0503
2020-02-19,0.0
2020-02-20,0.8543
2020-02-21,-0.847
2020-02-24,-0.8543
2020-02-25,-3.2438
2020-02-26,-0.2095
2020-02-27,-0.21
2020-02-28,-2.8406000000000002
2020-03-02,3.4651
2020-03-03,-0.2093
2020-03-04,2.8841
2020-03-05,-1.9367999999999999
2020-03-06,-2.4428
2020-03-09,-8.0448
2020-03-10,0.6373
2020-03-11,-3.0512
2020-03-12,-12.1734
2020-03-13,-2.5017
2020-03-16,-26.491
2020-03-17,-0.9434
2020-03-18,-6.8571
2020-03-19,16.1554
2020-03-20,-15.8451
2020-03-23,-19.5607
2020-03-24,18.8557
2020-03-25,5.1422
2020-03-26,18.8345
2020-03-27,-3.8529
2020-03-30,-12.204
2020-03-31,0.4334
2020-04-01,-13.5922
2020-04-02,-0.8739
2020-04-03,-7.6826
2020-04-06,-0.955
2020-04-07,8.9532
2020-04-08,11.7573
2020-04-09,17.1946
2020-04-13,0.7722
2020-04-14,2.7778
2020-04-15,-4.1007
2020-04-16,-2.6239
2020-04-17,0.499
2020-04-20,-2.5819
2020-04-21,-4.0775
2020-04-22,-1.8066
2020-04-23,-0.6494
2020-04-24,7.8431
2020-04-27,4.3434
2020-04-28,-3.1946
2020-04-29,2.2
2020-04-30,-0.5871
2020-05-01,-4.8228
2020-05-04,-4.6536
2020-05-05,2.3861
2020-05-06,2.6483
2020-05-07,4.5408
2020-05-08,3.7512
2020-05-11,4.4719
2020-05-12,-5.9311
2020-05-13,-8.2922
2020-05-14,2.3681
2020-05-15,-0.3155
2020-05-18,3.3755
2020-05-19,0.8163
2020-05-20,0.2024
2020-05-21,2.1212
2020-05-22,1.7804
2020-05-26,3.4985
2020-05-27,1.8779
2020-05-28,-1.5668
2020-05-29,0.4682
2020-06-01,-1.6775
2020-06-02,-0.3791
2020-06-03,6.8506
2020-06-04,-0.2671
2020-06-05,5.3571
2020-06-08,6.2712
2020-06-09,3.748
2020-06-10,-4.9962
2020-06-11,-4.4498
2020-06-12,1.2701
2020-06-15,3.1773
2020-06-16,0.7293
2020-06-17,-2.2526
2020-06-18,-1.2346
2020-06-19,0.9167
2020-06-22,-2.3121
2020-06-23,-1.6905999999999999
2020-06-24,-2.3216
2020-06-25,2.7289
2020-06-26,-1.9708999999999999
2020-06-29,0.2622
2020-06-30,-0.4492
2020-07-01,-0.9025
2020-07-02,0.4554
2020-07-06,-1.2692999999999999
2020-07-07,-2.8466
2020-07-08,-1.5123
2020-07-09,-2.0154
2020-07-10,1.2732999999999999
2020-07-13,-0.5803
2020-07-14,-1.07
2020-07-15,0.295
2020-07-16,-1.3725
2020-07-17,-0.5964
2020-07-20,-1.4
2020-07-21,1.927
2020-07-22,-0.199
2020-07-23,-0.2991
2020-07-24,-3.9
2020-07-27,-1.3528
2020-07-28,2.1097
2020-07-29,0.0
2020-07-30,3.2025
2020-07-31,0.8008
