ticker,FUNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.7316
2000-01-04,-2.1277
2000-01-05,0.0
2000-01-06,-2.6087
2000-01-10,0.0
2000-01-11,-7.1429
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,-4.0577
2000-01-19,0.0
2000-01-20,5.5838
2000-01-21,-4.8077
2000-01-25,1.0101
2000-01-26,0.0
2000-01-27,1.5
2000-01-28,0.4926
2000-01-31,1.9607999999999999
2000-02-01,-0.9615
2000-02-02,-1.9417
2000-02-03,0.9901
2000-02-07,-3.9215999999999998
2000-02-08,6.1224
2000-02-09,-4.8077
2000-02-10,0.0
2000-02-11,-3.0303
2000-02-15,0.0
2000-02-16,4.1667
2000-02-17,2.0
2000-02-18,-5.8824
2000-02-22,5.2083
2000-02-23,-4.9505
2000-02-24,2.0833
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,-2.0408
2000-03-01,-4.1667
2000-03-03,1.6303999999999998
2000-03-06,2.6738
2000-03-07,-3.125
2000-03-08,3.2258
2000-03-09,-4.1667
2000-03-10,-4.3478
2000-03-13,-2.2727
2000-03-14,1.1628
2000-03-16,-3.4483
2000-03-17,4.7619
2000-03-20,-1.1364
2000-03-21,-3.4483
2000-03-23,3.5714
2000-03-24,-2.2989
2000-03-27,-1.7647
2000-03-28,4.1916
2000-03-29,-3.4483
2000-03-30,3.5714
2000-03-31,-12.6437
2000-04-03,7.8947
2000-04-04,0.0
2000-04-05,-7.3171
2000-04-06,6.5789
2000-04-07,0.0
2000-04-11,1.2346
2000-04-12,0.0
2000-04-13,-2.439
2000-04-14,2.5
2000-04-17,-1.8293
2000-04-18,2.2112
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,0.0
2000-04-25,-1.2346
2000-04-27,0.0
2000-05-01,2.5
2000-05-02,2.439
2000-05-03,2.3810000000000002
2000-05-04,-2.3256
2000-05-08,0.0
2000-05-10,1.1905000000000001
2000-05-11,-1.1764999999999999
2000-05-12,1.1905000000000001
2000-05-15,1.1764999999999999
2000-05-16,0.0
2000-05-17,2.3256
2000-05-18,3.4091
2000-05-19,1.0989
2000-05-22,3.2609
2000-05-23,-1.0526
2000-05-24,0.0
2000-05-26,-2.1277
2000-05-31,2.7174
2000-06-01,1.5873
2000-06-02,-2.0833
2000-06-07,0.0
2000-06-09,-6.383
2000-06-12,0.0
2000-06-13,11.3636
2000-06-14,-8.1633
2000-06-16,-8.8889
2000-06-19,7.9268
2000-06-20,-8.4746
