ticker,BFIN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-06-24,36.0
2005-06-27,-1.4706000000000001
2005-06-28,0.0
2005-06-29,-0.2239
2005-06-30,-0.2992
2005-07-01,0.5251
2005-07-05,-0.7463
2005-07-06,0.2406
2005-07-07,-0.7651
2005-07-08,0.3023
2005-07-11,0.2261
2005-07-12,0.1504
2005-07-13,0.6006
2005-07-14,-0.1493
2005-07-15,-0.8221
2005-07-18,0.7536
2005-07-19,0.6731
2005-07-20,-0.2229
2005-07-21,0.0
2005-07-22,1.2658
2005-07-25,1.4706000000000001
2005-07-26,0.7246
2005-07-27,0.5755
2005-07-28,0.5007
2005-07-29,1.0676
2005-08-01,-0.2113
2005-08-02,0.0706
2005-08-03,1.9041000000000001
2005-08-04,0.1384
2005-08-05,-0.4838
2005-08-08,-0.1389
2005-08-09,0.4868
2005-08-10,-0.346
2005-08-11,0.0
2005-08-12,0.2778
2005-08-15,0.4155
2005-08-16,-1.6491
2005-08-17,0.9756
2005-08-18,-0.0694
2005-08-19,0.0695
2005-08-22,-0.625
2005-08-23,0.4892
2005-08-24,-0.4172
2005-08-25,0.2793
2005-08-26,-0.4875
2005-08-29,-0.2799
2005-08-30,0.0
2005-08-31,0.0
2005-09-01,0.0702
2005-09-02,-0.0701
2005-09-06,0.4912
2005-09-07,0.1397
2005-09-08,-0.0697
2005-09-09,0.3489
2005-09-12,0.4868
2005-09-13,0.1384
2005-09-14,-0.1382
2005-09-15,0.0
2005-09-16,1.7301
2005-09-19,1.3605
2005-09-20,-0.1342
2005-09-21,-2.4866
2005-09-22,0.2068
2005-09-23,0.6878
2005-09-26,0.0683
2005-09-27,0.0
2005-09-28,0.0
2005-09-29,0.0
2005-09-30,-3.0717
2005-10-03,0.5634
2005-10-04,-0.3501
2005-10-05,-0.2811
2005-10-06,-2.1846
2005-10-07,-0.6484
2005-10-10,-0.5076
2005-10-11,-0.8746
2005-10-12,-2.6471
2005-10-13,2.0393
2005-10-14,1.0363
2005-10-17,-1.4652
2005-10-18,-0.7435
2005-10-19,2.8464
2005-10-20,-0.9468
2005-10-21,0.8824
2005-10-24,1.312
2005-10-25,0.3597
2005-10-26,-1.4337
2005-10-27,-1.0909
2005-10-28,0.9559
2005-10-31,1.8208
2005-11-01,0.6438
2005-11-02,1.7768000000000002
2005-11-03,0.5587
2005-11-04,-1.0417
2005-11-07,1.0526
2005-11-08,-1.0417
2005-11-09,1.6139999999999999
2005-11-10,0.1381
2005-11-11,0.0
