ticker,VRTB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-02,2.314
2006-05-03,0.9693
2006-05-04,-3.2
2006-05-05,0.8264
2006-05-08,-6.3934
2006-05-09,-5.4291
2006-05-10,1.2778
2006-05-11,-3.0901
2006-05-12,-0.9057
2006-05-15,4.7219999999999995
2006-05-16,1.8182
2006-05-17,7.1429
2006-05-18,-4.0
2006-05-19,-4.5139
2006-05-22,-4.3636
2006-05-23,6.2738
2006-05-24,1.9678
2006-05-25,-1.9298
2006-05-26,0.1789
2006-05-30,-0.8929
2006-05-31,0.5405
2006-06-01,0.7168
2006-06-02,2.669
2006-06-05,3.9861
2006-06-06,1.6667
2006-06-07,-2.7869
2006-06-08,-0.5059
2006-06-09,0.8475
2006-06-12,0.5042
2006-06-13,-4.6488
2006-06-14,2.9463
2006-06-15,0.3407
2006-06-16,1.8676
2006-06-19,-1.8333
2006-06-20,1.528
2006-06-21,3.01
2006-06-22,-0.974
2006-06-23,-0.8197
2006-06-26,2.4793
2006-06-27,-3.2258
2006-06-28,-3.3333
2006-06-29,-0.6897
2006-06-30,-0.1736
2006-07-03,0.8696
2006-07-05,-0.8621
2006-07-06,1.0435
2006-07-07,0.6885
2006-07-10,0.0
2006-07-11,-1.3675
2006-07-12,-2.5303
2006-07-13,1.3514
2006-07-14,1.7544
2006-07-17,-2.1034
2006-07-18,-0.863
2006-07-19,-3.18
2006-07-20,-2.7523
2006-07-21,-1.1320999999999999
2006-07-24,-1.5267
2006-07-25,6.5891
2006-07-26,-2.5455
2006-07-27,4.4776
2006-07-28,7.1429
2006-07-31,7.1667
2006-08-01,0.6221
2006-08-02,1.0819
2006-08-03,1.3761
2006-08-04,-1.0819
2006-08-07,1.5625
2006-08-08,0.0
2006-08-09,2.6154
2006-08-10,1.9489999999999998
2006-08-11,-0.5882
2006-08-14,-6.8047
2006-08-15,2.3810000000000002
2006-08-16,3.876
2006-08-17,0.7463
2006-08-18,0.5926
2006-08-21,0.7364
2006-08-22,-3.6550000000000002
2006-08-23,0.1517
2006-08-24,2.8788
2006-08-25,-0.1473
2006-08-28,0.7375
2006-08-29,2.1962
2006-08-30,-0.8596
2006-08-31,0.7225
2006-09-01,0.4304
2006-09-05,2.1429
2006-09-06,-1.5385
2006-09-07,-0.142
2006-09-08,1.138
2006-09-11,-0.4202
2006-09-12,-0.2902
2006-09-13,-0.8571
2006-09-14,-0.8646
2006-09-15,0.0
2006-09-18,0.1453
2006-09-19,0.0
2006-09-20,0.0871
