ticker,GEOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,7.3171
2000-01-05,0.0
2000-01-06,-4.5455
2000-01-07,5.0595
2000-01-10,-2.5496
2000-01-11,-4.6512
2000-01-12,23.1707
2000-01-13,0.9901
2000-01-14,2.9412000000000003
2000-01-18,2.8571
2000-01-19,-3.7037
2000-01-21,27.8846
2000-01-24,-6.7669
2000-01-25,-2.8226
2000-01-26,-3.7344
2000-01-27,3.4483
2000-01-28,3.3333
2000-01-31,-4.8387
2000-02-01,0.0
2000-02-02,5.0847
2000-02-03,3.2258
2000-02-04,3.125
2000-02-07,2.2727
2000-02-08,9.6296
2000-02-09,-9.4595
2000-02-10,0.0
2000-02-11,8.9552
2000-02-14,-2.7397
2000-02-15,-0.7042
2000-02-16,-0.7092
2000-02-17,1.0714
2000-02-18,-10.9541
2000-02-22,4.7619
2000-02-23,-10.6061
2000-02-24,1.6949
2000-02-25,0.0
2000-02-28,-0.8333
2000-02-29,-5.8824
2000-03-01,6.6964
2000-03-02,1.2551999999999999
2000-03-03,0.8264
2000-03-07,1.6393
2000-03-08,-1.6129
2000-03-09,0.8197
2000-03-10,0.0
2000-03-13,0.813
2000-03-14,-0.8065
2000-03-15,0.0
2000-03-16,5.6911000000000005
2000-03-17,0.0
2000-03-20,-2.3077
2000-03-21,12.9921
2000-03-22,5.9233
2000-03-23,-0.3289
2000-03-24,4.6205
2000-03-27,-1.5773000000000001
2000-03-28,-0.641
2000-03-29,5.8065
2000-03-30,-17.0732
2000-03-31,-4.4118
2000-04-03,0.0
2000-04-04,-0.7692
2000-04-05,0.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,0.3876
2000-04-12,0.3861
2000-04-14,-6.9231
2000-04-18,2.4793
2000-04-20,3.2258
2000-04-24,10.9375
2000-04-25,-4.2254
2000-04-27,2.9412000000000003
2000-04-28,0.0
2000-05-01,-4.2857
2000-05-05,0.0
2000-05-08,2.9851
2000-05-10,-2.8986
2000-05-11,3.7313
2000-05-12,-5.036
2000-05-15,-2.2727
2000-05-16,0.7752
2000-05-18,-2.3077
2000-05-19,2.3622
2000-05-23,-1.5385
2000-05-25,-1.5625
2000-05-26,1.9841
2000-05-30,0.3891
2000-05-31,-1.5504
2000-06-05,-9.4488
2000-06-06,3.9130000000000003
2000-06-07,-1.2551999999999999
2000-06-09,3.3898
2000-06-12,-3.6885
2000-06-13,0.0
2000-06-15,1.2766
2000-06-16,0.8403
2000-06-19,0.0
