ticker,WMGI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-03,-5.0
2011-02-04,1.8283
2011-02-07,0.0544
2011-02-08,-1.1419
2011-02-09,-0.7151
2011-02-10,0.277
2011-02-11,-0.0552
2011-02-14,1.99
2011-02-15,0.0
2011-02-16,-1.626
2011-02-17,1.9284
2011-02-18,0.0
2011-02-22,-0.7568
2011-02-23,-0.1089
2011-02-24,0.1908
2011-02-25,0.5714
2011-02-28,-0.5952
2011-03-01,0.1089
2011-03-02,1.7401
2011-03-03,-0.6948
2011-03-04,-0.4306
2011-03-07,0.0
2011-03-08,0.973
2011-03-09,-1.0707
2011-03-10,0.8658
2011-03-11,0.3219
2011-03-14,2.1390000000000002
2011-03-15,-1.3613
2011-03-16,-1.8577
2011-03-17,-1.3521
2011-03-18,2.1382
2011-03-21,3.0596
2011-03-22,-1.3021
2011-03-23,0.2639
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,-2.1053
2011-03-29,-1.8279999999999998
2011-03-30,0.8762
2011-03-31,0.4343
2011-04-01,-0.7027
2011-04-04,1.6331
2011-04-05,2.3567
2011-04-06,0.5756
2011-04-07,1.0406
2011-04-08,-0.7209
2011-04-11,0.0
2011-04-12,-0.1556
2011-04-13,-1.4805
2011-04-14,1.2391
2011-04-15,2.9688
2011-04-18,1.1634
2011-04-19,-0.95
2011-04-20,0.9591
2011-04-21,-0.05
2011-04-25,0.5503
2011-04-26,4.6269
2011-04-27,2.2349
2011-04-28,1.3953
2011-04-29,0.0
2011-05-02,-1.2385
2011-05-03,-0.1393
2011-05-04,2.7442
2011-05-05,0.6338
2011-05-06,-1.4845
2011-05-09,1.5525
2011-05-10,15.5576
2011-05-11,0.0
2011-05-12,-1.9455
2011-05-13,1.6667
2011-05-16,-0.566
2011-05-17,4.1413
2011-05-18,-0.0754
2011-05-19,-0.4149
2011-05-20,2.197
2011-05-23,0.1853
2011-05-24,1.4798
2011-05-25,-0.1458
2011-05-26,1.0588
2011-05-27,-1.0116
2011-05-31,0.365
2011-06-01,-0.6909
2011-06-02,-1.0619
2011-06-03,-0.2591
2011-06-06,0.1113
2011-06-07,0.0741
2011-06-08,0.8889
2011-06-09,-0.8076
2011-06-10,-0.3331
2011-06-13,5.6071
2011-06-14,-0.9494
2011-06-15,-2.4849
2011-06-16,-1.6017000000000001
2011-06-17,1.2579
2011-06-20,-0.4019
2011-06-21,-0.1834
2011-06-22,1.9111
2011-06-23,-0.8294
2011-06-24,0.3273
2011-06-27,-2.5009
