ticker,IBP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-13,16.3636
2014-02-14,1.5625
2014-02-18,-2.4615
2014-02-19,-3.3912
2014-02-20,4.3265
2014-02-21,2.6604
2014-02-24,0.3049
2014-02-25,0.9878
2014-02-26,3.7622
2014-02-27,5.1487
2014-02-28,2.7586
2014-03-03,-1.9463
2014-03-04,-0.9582
2014-03-05,3.5936
2014-03-06,0.0667
2014-03-07,-1.4667
2014-03-10,-2.774
2014-03-11,3.6186
2014-03-12,-2.0819
2014-03-13,-0.3429
2014-03-14,-2.5465
2014-03-17,-2.4718
2014-03-18,1.0138
2014-03-19,-0.0717
2014-03-20,0.2869
2014-03-21,-3.4335
2014-03-24,0.6667
2014-03-25,-0.7358
2014-03-26,-4.6701
2014-03-27,-1.1663999999999999
2014-03-28,3.1471
2014-03-31,6.4073
2014-04-01,1.6487
2014-04-02,-1.9746000000000001
2014-04-03,4.1727
2014-04-04,-5.3867
2014-04-07,-5.1095
2014-04-08,-0.4615
2014-04-09,2.3184
2014-04-10,0.2266
2014-04-11,-0.1507
2014-04-14,0.0755
2014-04-15,-1.81
2014-04-16,0.6912
2014-04-17,-0.4577
2014-04-21,5.4406
2014-04-22,4.8692
2014-04-23,-0.8316
2014-04-24,2.0266
2014-04-25,-1.6438000000000001
2014-04-28,-2.4373
2014-04-29,0.2141
2014-04-30,-0.9259
2014-05-01,-1.8692
2014-05-02,2.4176
2014-05-05,-0.5722
2014-05-06,-4.3165
2014-05-07,-1.5789
2014-05-08,0.3056
2014-05-09,-0.2285
2014-05-12,-2.9008000000000003
2014-05-13,8.0975
2014-05-14,-3.2
2014-05-15,-1.5777999999999999
2014-05-16,1.0687
2014-05-19,-0.0755
2014-05-20,1.5873
2014-05-21,3.125
2014-05-22,0.5772
2014-05-23,-2.0803
2014-05-27,0.2198
2014-05-28,-1.0234
2014-05-29,0.2954
2014-05-30,-0.1473
2014-06-02,-0.4425
2014-06-03,-0.1481
2014-06-04,0.5935
2014-06-05,0.295
2014-06-06,-0.4412
2014-06-09,-0.4431
2014-06-10,-2.9674
2014-06-11,0.1529
2014-06-12,-1.145
2014-06-13,-1.6987999999999999
2014-06-16,2.0424
2014-06-17,-2.3095
2014-06-18,0.6304
2014-06-19,-0.9397
2014-06-20,-2.8458
2014-06-23,-1.546
2014-06-24,-1.2397
2014-06-25,-1.0042
2014-06-26,1.0989
2014-06-27,0.7525
2014-06-30,1.6598000000000002
2014-07-01,1.2245
2014-07-02,0.4839
