ticker,INVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-05,13.1875
2004-10-06,-0.3313
2004-10-07,1.108
2004-10-08,0.0
2004-10-11,-1.3699
2004-10-12,-0.5556
2004-10-13,-0.2235
2004-10-14,-3.6394
2004-10-15,5.4038
2004-10-18,-0.7718
2004-10-19,0.1111
2004-10-20,1.2764
2004-10-21,1.1507
2004-10-22,-4.442
2004-10-25,-3.7415000000000003
2004-10-26,0.8834
2004-10-27,0.7005
2004-10-28,-1.4493
2004-10-29,-0.1765
2004-11-01,-2.475
2004-11-02,-1.5106000000000002
2004-11-03,0.9202
2004-11-04,1.3435000000000001
2004-11-05,-0.5459
2004-11-08,-0.4825
2004-11-09,0.9091
2004-11-10,-1.3213
2004-11-11,0.426
2004-11-12,-0.5455
2004-11-15,-1.5844
2004-11-16,-1.4861
2004-11-17,0.2514
2004-11-18,-1.8182
2004-11-19,-1.6602999999999999
2004-11-22,3.8312
2004-11-23,0.0625
2004-11-24,5.8125
2004-11-26,-0.1772
2004-11-29,1.716
2004-11-30,2.4433
2004-12-01,1.3629
2004-12-02,0.8403
2004-12-03,-1.2222
2004-12-06,0.7874
2004-12-07,-3.9621
2004-12-08,0.7554
2004-12-09,0.519
2004-12-10,3.3276
2004-12-13,-4.7751
2004-12-14,-1.6909999999999998
2004-12-15,0.7117
2004-12-16,0.2945
2004-12-17,1.1743999999999999
2004-12-20,0.0
2004-12-21,-0.1161
2004-12-22,0.7554
2004-12-23,0.346
2004-12-27,2.2989
2004-12-28,2.0787
2004-12-29,-1.1558
2004-12-30,0.1336
2004-12-31,-0.4671
2005-01-03,-0.838
2005-01-04,-2.5352
2005-01-05,-1.7341
2005-01-06,-1.4706000000000001
2005-01-07,0.0597
2005-01-10,-0.358
2005-01-11,0.9521
2005-01-12,-0.8838
2005-01-13,-0.0598
2005-01-14,-1.018
2005-01-18,2.2384
2005-01-19,-0.5917
2005-01-20,1.1905000000000001
2005-01-21,0.2941
2005-01-24,-0.5865
2005-01-25,0.177
2005-01-26,0.1178
2005-01-27,1.5882
2005-01-28,-0.2895
2005-01-31,4.698
2005-02-01,1.1149
2005-02-02,0.1646
2005-02-03,-1.6429
2005-02-04,2.4499
2005-02-07,-0.3261
2005-02-08,0.2181
2005-02-09,0.1088
2005-02-10,-0.163
2005-02-11,-0.5444
2005-02-14,0.3284
2005-02-15,-0.4364
2005-02-16,0.4384
2005-02-17,-0.4364
2005-02-18,0.8767
2005-02-22,-1.032
2005-02-23,-1.2075
