ticker,NVCR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-02,-16.9091
2015-10-05,2.2429
2015-10-06,-10.7544
2015-10-07,-4.4365
2015-10-08,18.8206
2015-10-09,10.982
2015-10-12,23.1208
2015-10-13,6.6461
2015-10-14,-7.7899
2015-10-15,1.6503
2015-10-16,0.4252
2015-10-19,-10.662
2015-10-20,-14.3903
2015-10-21,1.6608
2015-10-22,-5.198
2015-10-23,1.9321000000000002
2015-10-26,5.4303
2015-10-27,15.9864
2015-10-28,1.3825
2015-10-29,-5.5785
2015-10-30,-1.663
2015-11-02,6.0525
2015-11-03,9.274000000000001
2015-11-04,1.0369
2015-11-05,-0.2661
2015-11-06,-2.1341
2015-11-09,-3.31
2015-11-10,-3.0205
2015-11-11,-7.1844
2015-11-12,1.5659999999999998
2015-11-13,0.4405
2015-11-16,-3.7719
2015-11-17,1.8232
2015-11-18,1.5667
2015-11-19,-1.234
2015-11-20,-1.651
2015-11-23,12.9764
2015-11-24,-3.9759
2015-11-25,-1.0874
2015-11-27,5.666
2015-11-30,-2.561
2015-12-01,-1.1499
2015-12-02,-0.0415
2015-12-03,-0.2078
2015-12-04,3.3736
2015-12-07,9.4279
2015-12-08,-1.62
2015-12-09,0.2246
2015-12-10,-1.3443
2015-12-11,1.6654
2015-12-14,2.9039
2015-12-15,1.7004000000000001
2015-12-16,-3.5219
2015-12-17,1.4012
2015-12-18,0.8
2015-12-21,-0.5772
2015-12-22,-1.9594
2015-12-23,-1.5914000000000001
2015-12-24,-2.4821
2015-12-28,-4.3579
2015-12-29,-3.9516
2015-12-30,-1.8472
2015-12-31,-4.3627
2016-01-04,0.8497
2016-01-05,0.8426
2016-01-06,-1.4072
2016-01-07,-11.8644
2016-01-08,1.9737
2016-01-11,1.9851
2016-01-12,6.5693
2016-01-13,-6.484
2016-01-14,-5.7617
2016-01-15,-7.8238
2016-01-19,-4.1034
2016-01-20,-16.5885
2016-01-21,5.7625
2016-01-22,-8.2392
2016-01-25,4.9963999999999995
2016-01-26,0.069
2016-01-27,-2.8946
2016-01-28,-7.807
2016-01-29,-3.9261
2016-02-01,-9.5353
2016-02-02,-8.7688
2016-02-03,7.0874
2016-02-04,7.0716
2016-02-05,-2.9636
2016-02-08,7.4171
2016-02-09,3.0869
2016-02-10,3.3885
2016-02-11,-8.0793
2016-02-12,0.4146
2016-02-16,0.9909
2016-02-17,2.6983
2016-02-18,-2.707
2016-02-19,-3.6007
2016-02-22,1.9525000000000001
