ticker,SCNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-07,0.0
2012-08-17,-54.5455
2013-07-12,0.0
2013-12-18,300.0
2014-01-15,-47.5
2014-01-21,42.8571
2014-03-17,-60.0
2014-03-18,216.6667
2014-03-19,0.0
2014-04-01,10.526299999999999
2014-04-02,21.9048
2014-04-03,11.7187
2014-04-04,-5.5944
2014-04-07,14.8148
2014-04-08,-24.1935
2014-04-09,0.0
2014-04-10,-2.1277
2014-04-11,39.1304
2014-04-14,-12.5
2014-04-15,10.7143
2014-04-16,37.0968
2014-04-17,17.647100000000002
2014-04-21,-4.0
2014-04-22,-61.276
2014-04-23,-8.5407
2014-04-24,11.7647
2014-04-25,0.0
2014-04-28,-10.526299999999999
2014-04-29,-5.0
2014-04-30,8.3591
2014-05-01,-8.5714
2014-05-02,6.25
2014-05-05,-5.8824
2014-05-06,-37.5
2014-05-07,-31.6875
2014-05-08,4.6661
2014-05-09,-30.0699
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.375
2014-05-15,-0.3736
2014-05-16,0.0
2014-05-19,4.0
2014-05-20,-31.4904
2014-05-21,12.2807
2014-05-22,-7.5
2014-05-23,1.3514
2014-05-27,-5.3333
2014-05-28,-26.7606
2014-05-29,5.2885
2014-05-30,-15.9817
2014-06-02,-30.4348
2014-06-03,10.1562
2014-06-04,-20.5674
2014-06-05,-7.1429
2014-06-06,83.6538
2014-06-09,8.9005
2014-06-10,-23.0769
2014-06-11,-7.5
2014-06-12,8.1081
2014-06-13,-10.0
2014-06-16,10.0694
2014-06-17,-29.3375
2014-06-18,7.1429
2014-06-19,0.0
2014-06-20,-13.3333
2014-06-23,0.0
2014-06-24,-13.9423
2014-06-25,-0.5587
2014-06-26,-1.1236
2014-06-27,0.0
2014-06-30,-9.0909
2014-07-01,-16.25
2014-07-02,8.9552
2014-07-08,-43.1507
2014-07-09,6.0241
2014-07-10,2.2727
2014-07-11,0.0
2014-07-14,-2.2222
2014-07-15,2.2727
2014-07-16,6.6667
2014-07-17,8.3333
2014-07-18,0.0
2014-07-21,-12.5
2014-07-22,0.0
2014-07-23,-1.0989
2014-07-24,0.0
2014-07-25,15.5556
2014-07-28,-13.461500000000001
2014-07-29,24.4444
2014-07-30,-16.9643
2014-07-31,17.2043
2014-08-04,2.7523
2014-08-05,-14.2857
2014-08-06,-3.125
2014-08-08,0.0
2014-08-11,-2.1505
2014-08-13,5.4945
2014-08-14,-19.7917
2014-08-15,-33.7662
2014-08-18,-9.8039
