ticker,GFED US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2346
2000-01-04,2.5
2000-01-05,-3.0488
2000-01-06,0.0
2000-01-07,0.6289
2000-01-10,1.25
2000-01-11,1.2346
2000-01-12,0.6098
2000-01-13,-2.5758
2000-01-14,0.1555
2000-01-18,1.8634
2000-01-19,1.2195
2000-01-20,0.6024
2000-01-21,0.0
2000-01-24,-1.1976
2000-01-25,0.6061
2000-01-26,-0.6024
2000-01-27,0.0
2000-01-28,0.0
2000-02-01,0.0
2000-02-03,0.0
2000-02-04,1.8182
2000-02-07,-0.5952
2000-02-08,1.1976
2000-02-09,1.1834
2000-02-10,-2.3392
2000-02-11,0.5988
2000-02-14,-0.5952
2000-02-15,0.5988
2000-02-16,0.2976
2000-02-17,-0.2967
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,-1.7856999999999998
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.6061
2000-03-02,-0.3012
2000-03-03,-0.3021
2000-03-06,0.6061
2000-03-07,-0.6024
2000-03-08,0.0
2000-03-09,0.9091
2000-03-10,-0.3003
2000-03-13,-0.6024
2000-03-14,0.6061
2000-03-15,-1.2048
2000-03-16,-0.6098
2000-03-17,0.6135
2000-03-20,-0.6098
2000-03-21,1.227
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-1.2121
2000-03-28,2.1595
2000-03-29,-0.6135
2000-03-30,-1.2346
2000-03-31,1.25
2000-04-03,-1.5432000000000001
2000-04-04,-0.9404
2000-04-05,-0.6329
2000-04-06,0.6369
2000-04-07,1.2658
2000-04-10,-2.5
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,-0.641
2000-04-14,3.2258
2000-04-17,-1.25
2000-04-18,0.6329
2000-04-19,0.0
2000-04-20,0.0
2000-04-24,0.4717
2000-04-25,-0.4695
2000-04-26,0.0
2000-04-27,-0.3145
2000-04-28,0.3155
2000-05-01,0.0
2000-05-02,0.4717
2000-05-03,-0.4695
2000-05-04,0.0
2000-05-05,0.0
2000-05-09,0.0
2000-05-11,0.4717
2000-05-12,0.1565
2000-05-15,0.0
2000-05-16,-0.625
2000-05-17,0.6289
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,-0.625
2000-05-23,1.2579
2000-05-24,-0.7764
2000-05-25,-0.4695
2000-05-26,0.4717
2000-05-30,-0.4695
2000-05-31,0.0
2000-06-01,0.4717
2000-06-02,-0.4695
