ticker,SHWZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-26,7.5949
2016-01-27,-11.7647
2016-01-28,-44.3333
2016-01-29,79.6407
2016-02-01,-16.6667
2016-02-02,-20.0
2016-02-03,12.5
2016-02-04,0.0
2016-02-05,0.0
2016-02-09,-13.3333
2016-02-10,7.6923
2016-02-11,18.5714
2016-02-12,0.4016
2016-02-16,-20.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,-7.5
2016-02-23,35.1351
2016-02-24,-0.4
2016-02-25,-16.5863
2016-02-29,1.5888
2016-03-01,16.1137
2016-03-02,-2.0408
2016-03-03,4.1667
2016-03-04,-3.4050000000000002
2016-03-07,3.525
2016-03-08,-14.0
2016-03-09,4.6512
2016-03-10,-4.4444
2016-03-11,15.814
2016-03-14,0.0
2016-03-15,8.4337
2016-03-16,3.7037
2016-03-17,-10.7143
2016-03-18,-20.0
2016-03-21,12.5
2016-03-22,-11.1111
2016-03-23,9.0
2016-03-24,3.211
2016-03-28,-2.2222
2016-03-29,4.5455
2016-03-30,8.6957
2016-03-31,-22.0
2016-04-01,12.3077
2016-04-04,-8.6758
2016-04-05,-5.0
2016-04-06,-5.2632
2016-04-07,0.0
2016-04-08,8.3333
2016-04-11,-0.1186
2016-04-12,2.6859
2016-04-13,-1.0
2016-04-14,-4.5455
2016-04-15,0.5291
2016-04-19,-9.7105
2016-04-20,7.2574
2016-04-22,-17.9348
2016-04-25,-7.2848
2016-04-26,32.1429
2016-04-27,-14.5946
2016-04-28,20.2532
2016-04-29,-5.2632
2016-05-02,0.0
2016-05-03,-2.2222
2016-05-04,0.0
2016-05-05,2.2727
2016-05-06,-10.5556
2016-05-09,0.0
2016-05-11,4.9689
2016-05-12,4.142
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,2.2727
2016-05-18,-0.6389
2016-05-19,-10.5396
2016-05-20,12.5
2016-05-23,-7.7778
2016-05-24,8.4337
2016-05-27,0.0
2016-06-01,-8.3333
2016-06-02,0.0
2016-06-03,6.0606
2016-06-06,0.0
2016-06-07,-5.7143
2016-06-09,9.0909
2016-06-10,0.0
2016-06-13,-2.7778
2016-06-17,-5.7143
2016-06-20,3.0303
2016-06-21,5.8824
2016-06-22,-0.5556
2016-06-24,-1.1557
2016-06-28,0.0389
2016-06-29,0.0
2016-06-30,0.2613
2016-07-06,-0.2606
2016-07-07,1.6949
2016-07-08,2.7778
2016-07-11,0.5405
2016-07-12,-5.914
2016-07-13,0.0
2016-07-14,-0.5714
