ticker,DDDA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-11-14,5.0132
2008-11-17,-5.7789
2008-11-18,4.0
2008-11-20,2.0513
2008-11-21,0.5025
2008-11-26,-12.5
2008-11-28,0.0
2008-12-01,-0.5714
2008-12-02,0.0
2008-12-03,-1.7241
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,0.0
2008-12-09,2.0468
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,-1.1461000000000001
2008-12-16,0.0
2008-12-17,1.4493
2008-12-18,2.2857
2008-12-19,0.0
2008-12-22,0.0
2008-12-23,-1.3966
2008-12-26,0.0
2008-12-29,0.5666
2008-12-30,0.0
2008-12-31,0.0
2009-01-05,0.0
2009-01-06,1.4085
2009-01-07,0.0
2009-01-08,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-02-02,-2.7778
2009-03-03,-51.4286
2009-03-04,94.1176
2009-03-10,-3.0303
2009-04-01,-14.0625
2009-04-02,1.8182
2009-04-03,-1.7856999999999998
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,7.2727
2009-04-09,-6.7797
2009-04-13,4.7273
2009-04-14,-4.5139
2009-04-15,0.0
2009-04-16,9.0909
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,8.3333
2009-04-24,-6.1538
2009-04-27,0.0
2009-04-28,-0.9836
2009-04-29,0.9934
2009-04-30,-0.9836
2009-05-01,0.9934
2009-05-05,3.2787
2009-05-06,0.0
2009-05-08,0.0
2009-05-11,-1.5873
2009-05-12,1.6129
2009-05-22,-3.1746
2009-06-30,32.7869
2009-07-01,-1.7284000000000002
2009-07-02,0.5025
2009-07-06,-1.25
2009-07-07,-3.7975
2009-07-08,5.2632
2009-07-09,0.0
2009-07-10,25.0
2009-07-13,-18.0
2009-07-15,0.0
2009-07-16,6.0976
2009-07-17,-8.046
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,-5.0
2009-07-23,2.6316
2009-07-24,6.1538
2009-07-27,0.9662
2009-07-28,-4.3062000000000005
2009-07-29,-0.5
2009-07-30,-4.5226
2009-07-31,7.6316
2009-08-04,-44.9878
2009-08-05,77.7778
2009-08-11,2.25
2009-08-12,-0.978
2009-08-17,0.9877
2009-08-18,-0.7335
2009-08-19,0.9852
2009-08-20,3.6585
2009-08-21,-3.5294
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,-1.2195
2009-08-27,1.2346
2009-08-28,0.0
2009-08-31,-1.2195
2009-09-01,-0.7407
