ticker,TRTN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-12,0.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-17,1.2222
2005-10-18,0.4391
2005-10-19,0.2732
2005-10-20,-1.3624
2005-10-21,0.9945
2005-10-24,0.93
2005-10-25,0.271
2005-10-26,0.0
2005-10-27,0.0
2005-10-28,-1.6216
2005-10-31,-0.4945
2005-11-01,-0.3313
2005-11-02,-0.4986
2005-11-03,-0.8352
2005-11-04,-0.2807
2005-11-07,-0.9009
2005-11-08,-0.2273
2005-11-09,-0.2847
2005-11-10,-0.1142
2005-11-11,-1.3721999999999999
2005-11-14,-0.8696
2005-11-15,0.8772
2005-11-16,1.4493
2005-11-17,1.6571
2005-11-18,-0.1124
2005-11-21,2.7012
2005-11-22,2.0822
2005-11-23,0.161
2005-11-25,-1.9293
2005-11-28,1.1475
2005-11-29,0.7563
2005-11-30,0.2145
2005-12-01,-0.4815
2005-12-02,0.0
2005-12-05,2.2580999999999998
2005-12-06,1.4721
2005-12-07,1.0363
2005-12-08,2.5641
2005-12-09,0.7
2005-12-12,0.0993
2005-12-13,-0.7937
2005-12-14,0.95
2005-12-15,0.3467
2005-12-16,2.4679
2005-12-19,-3.6609
2005-12-20,0.0
2005-12-21,-0.25
2005-12-22,0.8521
2005-12-23,0.994
2005-12-27,-0.5906
2005-12-28,0.5941
2005-12-29,-0.3445
2005-12-30,1.9752999999999998
2006-01-03,1.2107
2006-01-04,-0.7177
2006-01-05,-0.4819
2006-01-06,2.7119
2006-01-09,1.8388
2006-01-10,1.3426
2006-01-11,1.2334
2006-01-12,-4.1065
2006-01-13,0.7529
2006-01-17,-0.9809
2006-01-18,-0.566
2006-01-19,0.5693
2006-01-20,-1.6038000000000001
2006-01-23,0.5273
2006-01-24,-0.6676
2006-01-25,0.7201
2006-01-26,0.572
2006-01-27,1.8957000000000002
2006-01-30,0.0465
2006-01-31,-0.6974
2006-02-01,0.6554
2006-02-02,-0.8372
2006-02-03,1.9231
2006-02-06,-0.9664
2006-02-07,-0.0929
2006-02-08,0.0
2006-02-09,0.6977
2006-02-10,0.6467
2006-02-13,-2.6618
2006-02-14,0.4243
2006-02-15,1.2207
2006-02-16,1.0204
2006-02-17,-1.8824999999999998
2006-02-21,-1.2167
2006-02-22,2.3212
2006-02-23,-0.9259
2006-02-24,0.4673
2006-02-27,0.6977
2006-02-28,-1.4319
2006-03-01,0.9841
2006-03-02,0.232
2006-03-03,-0.463
2006-03-06,-0.3256
