ticker,YEWB US Equity
2014-11-28,-2.1277
2014-12-03,0.0
2014-12-09,-5.4348
2014-12-10,5.7471
2014-12-16,-5.4348
2014-12-19,-19.5402
2014-12-31,-14.2857
2015-01-02,-13.3333
2015-01-06,3.8462
2015-01-07,0.0
2015-01-08,0.0
2015-01-12,-14.8148
2015-01-13,-4.3478
2015-01-14,33.6364
2015-01-15,2.0408
2015-01-16,3.3333
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-27,-6.4516
2015-02-02,0.0
2015-02-03,3.4483
2015-02-12,-6.6667
2015-02-13,-3.5714
2015-02-17,-1.8519
2015-02-25,-3.7736
2015-02-26,-5.8824
2015-02-27,4.1667
2015-03-02,0.0
2015-03-03,36.0
2015-03-04,-17.647100000000002
2015-03-05,-12.5
2015-03-06,22.449
2015-03-09,-3.3333
2015-03-10,10.3448
2015-03-11,-6.25
2015-03-12,-5.0
2015-03-13,8.7719
2015-03-16,-9.6371
2015-03-17,-0.0446
2015-03-18,3.5714
2015-03-19,0.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,-0.3448
2015-03-26,3.8062
2015-03-27,-3.6667
2015-04-07,0.346
2015-04-13,0.0
2015-04-14,0.0
2015-04-16,0.0
2015-04-20,0.0
2015-04-21,-3.4483
2015-04-23,0.0
2015-04-24,7.1429
2015-05-08,-16.6667
2015-05-11,20.0
2015-05-12,0.0
2015-05-14,-13.3333
2015-05-15,15.3846
2015-05-18,-16.6667
2015-05-19,8.4
2015-05-20,-7.7491
2015-05-26,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,7.8
2015-06-25,-7.2356
2015-06-29,0.0
2015-06-30,0.0
2015-07-07,-16.0
2015-07-10,2.3810000000000002
2015-07-13,0.9302
2015-07-14,0.0
2015-07-16,0.0
2015-07-21,0.0
2015-07-29,1.3825
2015-08-03,0.0
2015-08-14,-8.1818
2015-08-18,8.9109
2015-08-20,-9.0909
2015-08-21,0.0
2015-08-31,-2.5
2015-09-09,-7.6923
2015-09-10,-19.4444
2015-09-11,3.4483
2015-09-14,0.0
2015-09-15,-6.6667
2015-09-16,0.0
2015-09-17,-3.5714
2015-09-18,-6.6667
2015-09-22,1.1905000000000001
2015-09-23,0.0
2015-09-28,1.9607999999999999
2015-09-30,0.0
2015-10-01,7.6923
2015-10-05,-10.7143
2015-10-06,0.0
2015-10-15,12.0
2015-10-20,-7.1429
2015-10-21,-21.0096
2015-10-23,-2.0085
2015-10-26,9.3168
2015-10-28,0.0
2015-10-29,-4.5455
2015-11-02,-10.2976
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,-9.7545
2015-11-16,17.647100000000002
2015-11-17,37.0
2015-11-19,-12.4088
2015-11-20,-8.3333
2015-11-24,0.0
2015-12-07,0.0
2015-12-31,0.9091
2016-01-13,1.8018
2016-01-19,-2.6549
2016-01-26,9.0909
2016-01-29,16.6667
2016-02-02,0.0
2016-02-09,-27.4107
2016-02-10,-6.5191
2016-02-11,-15.7895
2016-02-22,-18.75
2016-02-23,10.288499999999999
2016-02-24,11.5955
2016-02-26,-15.0
2016-02-29,2.9412000000000003
2016-03-01,-2.8571
2016-03-03,2.9412000000000003
2016-03-04,0.0
2016-03-11,-2.8571
2016-03-17,2.6654
2016-03-23,-11.0116
2016-03-24,4.0241
2016-03-31,39.265
2016-04-01,0.0
2016-04-05,-11.1111
2016-04-11,-6.7188
2016-04-18,-19.598
2016-04-19,6.3542
2016-04-20,17.5318
2016-04-28,18.6667
2016-04-29,-32.5843
2016-05-02,33.3333
2016-05-05,0.0
2016-05-11,-37.5
2016-05-12,15.375
2016-05-17,19.61
2016-05-18,10.9601
2016-05-19,-1.9592
2016-05-25,-13.4055
2016-05-27,-13.8462
2016-05-31,3.0134
2016-06-01,0.5417
2016-06-02,20.6897
2016-06-08,-15.7143
2016-06-09,18.6441
2016-06-10,0.0
2016-06-21,1.0714
2016-06-27,-1.0601
2016-07-01,-2.8571
2016-07-08,-26.4706
2016-07-11,-40.25
2016-07-12,35.5649
2016-07-13,35.8025
2016-07-14,27.2727
2016-07-15,0.0
2016-07-20,0.0
2016-07-21,7.1429
2016-07-25,12.0
2016-07-27,7.1429
2016-07-28,6.6667
2016-07-29,26.6927
2016-08-01,-1.3361
2016-08-03,25.0
2016-08-04,166.6667
2016-08-05,-20.0
2016-08-08,-10.8398
2016-08-10,2.3439
2016-08-11,0.1712
2016-08-18,2.6068
2016-08-19,26.6139
2016-08-22,-21.0197
2016-08-23,14.9521
2016-08-24,-17.3551
2016-08-31,0.0
2016-09-06,0.0
2016-09-09,-1.6221
2016-09-14,-2.4955
2016-09-15,0.5941
2016-09-16,-3.6347
2016-09-27,-17.2796
2016-09-28,-36.1641
2016-09-30,7.1429
2016-10-03,0.0
2016-10-05,0.0
2016-10-06,86.6667
2016-10-07,-10.7143
2016-10-10,0.0
2016-10-13,-60.0
2016-10-14,165.0
2016-10-17,-16.934
2016-10-18,29.0176
2016-10-19,-1.4085
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,1.4285999999999999
2016-10-25,-10.8495
2016-10-26,10.59
2016-10-27,0.3348
2016-10-28,1.0901
2016-10-31,0.0
2016-11-02,12.6761
2016-11-03,-3.125
2016-11-04,-3.2258
2016-11-08,3.3333
2016-11-10,35.4839
2016-11-14,-28.5714
2016-11-23,-6.3333
2016-11-25,6.7616
2016-12-06,-29.5
2016-12-12,84.3972
2016-12-13,-2.5641
2016-12-14,-5.2632
2016-12-15,-4.6007
2016-12-16,-9.8271
2016-12-19,-3.1282
2016-12-20,0.0
2016-12-21,-6.6667
2016-12-22,-8.9286
2016-12-23,-13.7255
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,9.0909
2017-01-06,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-31,4.1667
2017-02-02,20.0
2017-02-03,13.0
2017-02-06,-2.6549
2017-02-08,0.303
2017-02-14,-0.3021
2017-02-17,0.0
2017-02-24,0.0
2017-02-27,-24.2424
2017-03-08,12.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-04,-28.5714
2017-04-05,25.0
2017-04-10,4.0
2017-04-19,0.0
2017-05-01,0.0
2017-05-04,-3.8462
2017-05-15,0.0
2017-05-18,-10.4
2017-05-22,2.6786
2017-05-24,2.1739
2017-05-25,-2.1277
2017-05-30,-19.5652
2017-05-31,-2.7027
2017-06-01,0.0
2017-06-02,0.0
2017-06-05,0.0
2017-06-06,5.2222
2017-06-08,18.7962
2017-06-09,2.2222
2017-06-14,-2.1739
2017-06-15,-11.1111
2017-06-19,-10.0
2017-06-20,11.1111
2017-06-21,0.0
2017-06-26,0.0
2017-07-06,0.0
2017-07-14,0.0
2017-07-25,-7.7
2017-08-07,2.9252000000000002
2017-08-09,5.2632
2017-08-21,0.0
2017-08-29,0.0
2017-09-12,45.0
2017-09-20,0.0
2017-09-25,0.0
2017-09-27,-13.7931
2017-10-06,-23.32
2017-10-19,0.1565
2017-11-01,40.625
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,61.1111
2017-11-07,-12.6437
2017-11-08,-21.0526
2017-11-09,-16.6667
2017-11-10,-12.0
2017-11-14,27.2727
2017-11-16,-3.6964
2017-11-27,11.2553
2017-12-06,-20.0
2017-12-07,0.0
2017-12-12,-8.3333
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,-4.5455
2017-12-20,-4.2857
2017-12-21,-2.9851
2017-12-22,7.6923
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,-7.1429
2018-01-02,7.6923
2018-01-04,28.5238
2018-01-09,7.4472
2018-01-10,0.0
2018-01-11,6.8966
2018-01-12,0.0
2018-01-16,-3.2258
2018-01-17,-3.3333
2018-01-23,0.0
2018-01-29,13.7931
2018-01-30,0.0
2018-01-31,-3.0303
2018-02-01,3.125
2018-02-02,-3.0303
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-28,25.0
2018-03-01,-2.5
2018-03-02,-5.1282
2018-03-06,7.2973
2018-03-07,-26.9521
2018-03-08,20.6897
2018-03-12,0.0
2018-03-14,2.8571
2018-03-15,4.1667
2018-03-16,2.6667
2018-03-19,1.2987
2018-03-20,1.2821
2018-03-21,1.2658
2018-03-22,-1.25
2018-03-23,-1.2658
2018-03-26,1.2821
2018-03-27,1.2658
2018-03-28,-1.25
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,-0.0253
2018-04-06,1.2915
2018-04-10,0.0
2018-04-11,-1.25
2018-04-12,-1.2658
2018-04-13,2.0513
2018-04-16,0.5025
2018-04-17,0.0
2018-04-18,-0.25
2018-04-19,-7.2682
2018-04-20,0.0
2018-04-24,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-05-17,0.0
2018-05-21,-18.9189
2018-05-22,24.0
2018-05-24,2.1505
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-04,-2.6316
2018-06-05,0.0
2018-06-06,2.7027
2018-06-18,-7.8947
2018-06-20,7.1429
2018-06-21,-1.3333
2018-06-27,1.3514
2018-06-29,-33.3333
2018-07-03,48.0
2018-07-06,1.3514
2018-07-12,-20.0
2018-07-27,0.0
2018-08-03,-16.6667
2018-08-16,-12.0
2018-08-23,13.6364
2018-09-10,12.0
2018-09-12,28.5714
2018-09-14,-16.6667
2018-09-18,-33.3333
2018-09-25,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,-11.0
2018-10-10,12.3596
2018-10-11,20.0
2018-10-12,-16.6667
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-11-02,25.0
2018-11-07,-2.8
2018-11-12,-25.9259
2018-11-28,-11.1111
2018-12-11,0.0
2018-12-21,50.0
2019-03-07,-17.6875
2019-03-13,-23.5637
2019-03-25,47.8146
2019-03-29,-30.1075
2019-04-09,8.9744
2019-04-22,-2.9412000000000003
2019-04-23,0.0
2019-04-24,3.0303
2019-04-29,-11.7647
2019-04-30,-26.0
2019-05-08,26.1261
2019-05-17,0.0
2019-05-22,-20.7143
2019-06-06,0.0
2019-06-17,-2.955
2019-07-01,-35.0167
2019-07-22,0.0
2019-08-09,42.8571
2019-08-22,-3.32
2019-08-28,-27.5962
2019-09-04,41.4286
2019-09-16,-14.6465
2019-09-25,-4.2012
2019-10-10,-36.9981
2019-10-16,56.8627
2019-11-01,-12.5
2019-11-07,7.1429
2019-11-15,-6.6667
2019-11-27,25.7143
2019-11-29,-3.4091
2019-12-04,5.8824
2019-12-06,22.2222
2019-12-09,0.9091
2019-12-10,0.0
2019-12-11,0.0
2019-12-13,-0.9009
2019-12-16,4.5455
2019-12-17,0.0
2019-12-19,4.3478
2019-12-20,-4.1667
2019-12-23,4.3478
2019-12-24,0.0
2019-12-31,-37.5
2020-01-06,33.3333
2020-01-07,-39.8
2020-01-08,99.2525
2020-01-10,8.2951
2020-01-14,-7.6212
2020-01-21,4.1667
2020-01-27,-4.0
2020-02-27,-8.3333
2020-02-28,0.0
2020-03-02,53.4545
2020-03-03,-28.91
2020-03-18,-8.3333
2020-03-23,-35.4545
2020-03-24,68.8732
2020-03-27,-40.784
2020-03-30,68.8732
2020-04-07,40.784
2020-04-09,-11.8483
2020-04-17,34.4086
2020-04-20,0.0
2020-04-22,-60.0
2020-04-24,0.0
2020-05-11,25.0
2020-05-19,90.0
2020-05-20,5.2105
2020-05-26,0.0
2020-05-27,-59.98
2020-05-29,87.5
2020-06-01,0.0
2020-06-02,-23.3333
2020-06-08,56.5217
2020-06-15,10.5556
2020-06-19,0.0
2020-06-22,0.0
2020-06-26,0.0
2020-07-16,0.0
2020-07-29,-59.799
