ticker,BKMM US Equity
2006-07-13,0.0
2006-07-14,-3.3333
2006-07-17,-1.9704000000000002
2006-07-18,0.0
2006-07-19,0.0
2006-07-20,-0.5025
2006-07-21,-1.5152
2006-07-24,1.0256
2006-07-26,-1.0152
2006-07-28,0.5128
2006-07-31,14.7959
2006-08-01,-11.1111
2006-08-02,0.0
2006-08-03,-7.5
2006-08-10,-2.7027
2006-08-18,-2.7778
2006-08-24,-2.8571
2006-08-25,0.0
2006-08-28,17.647100000000002
2006-08-29,0.0
2006-08-30,0.0
2006-08-31,-5.0
2006-09-06,2.6316
2006-10-31,2.5641
2006-11-30,-5.0
2006-12-15,-2.6316
2006-12-26,0.0
2006-12-29,2.7027
2007-01-16,0.0
2007-01-17,-7.9211
2007-01-24,-2.8294
2007-01-26,8.8235
2007-01-29,8.1081
2007-02-01,-25.0
2007-02-02,16.6667
2007-02-27,-2.8786
2007-02-28,1.1988
2007-03-15,0.0
2007-05-09,0.0
2007-05-11,-6.9767
2007-05-30,6.2266
2007-06-15,0.0221
2007-06-26,0.0
2007-07-05,-20.5882
2007-07-23,37.037
2007-07-24,2.7027
2007-07-25,0.0
2007-08-20,-31.5789
2007-08-23,46.1538
2007-10-17,-42.1053
2007-10-19,-4.5455
2007-10-22,42.8571
2007-10-26,-32.6667
2007-10-30,48.5149
2007-11-28,0.0
2007-11-29,20.0
2007-11-30,0.0
2007-12-05,-71.6667
2007-12-06,27.451
2007-12-10,23.0769
2007-12-11,0.0
2007-12-21,28.75
2007-12-24,45.6311
2007-12-26,0.0
2007-12-28,0.0
2007-12-31,33.3333
2008-03-07,-62.5
2008-03-10,0.0
2008-03-11,6.6667
2008-03-31,26.25
2008-05-27,-10.8911
2008-06-30,66.6667
2008-07-31,-6.6667
2008-08-25,-57.1429
2008-08-28,0.0
2008-08-29,0.0
2008-09-04,145.0
2008-09-30,-87.0748
2008-10-01,0.0
2008-10-03,5.2632
2008-10-06,0.0
2008-10-07,0.0
2008-10-08,-20.0
2008-10-09,218.75
2008-10-10,-60.7843
2008-10-13,-25.0
2008-10-16,-33.3333
2008-10-23,0.0
2008-11-10,0.0
2008-11-12,-90.0
2008-11-13,-1.25
2008-11-14,203.7975
2008-11-17,0.0
2008-11-18,-33.3333
2008-11-19,0.0
2008-11-20,-40.0
2008-11-24,233.3333
2008-11-25,0.0
2008-12-01,0.0
2008-12-05,-70.0
2008-12-10,0.0
2008-12-15,0.0
2009-01-06,0.0
2009-01-12,0.0
2009-01-26,25.0
2009-02-03,6.6667
2009-02-26,6.25
2009-03-19,0.0
2009-03-23,0.0
2009-04-01,17.647100000000002
2009-05-08,50.0
2009-05-21,3.3333
2009-06-05,3.2258
2009-06-17,0.0
2009-06-22,53.125
2009-07-02,-8.1633
2009-07-08,-55.5556
2009-07-15,1000.0
2009-07-16,-40.9091
2009-07-29,-46.1538
2009-08-04,0.0
2009-08-27,0.0
2009-09-21,0.0
2009-10-06,42.8571
2009-10-08,0.0
2009-10-09,-30.0
2009-11-09,0.0
2009-11-12,0.0
2010-01-20,-28.5714
2010-02-02,0.0
2010-03-17,0.0
2010-03-25,-60.0
2010-04-21,250.0
2010-05-13,0.0
2010-06-07,-75.7143
2010-06-08,17.647100000000002
2010-06-17,-50.0
2010-06-21,-1.875
2010-06-23,51.5924
2010-06-25,-19.3277
2010-06-29,-16.6667
2010-07-01,0.0
2010-07-08,-60.0
2010-07-12,125.0
2010-07-21,5.5556
2010-07-27,-55.9211
2010-07-28,0.0
2010-08-02,126.8657
2010-08-04,-57.8947
2010-08-05,50.0
2010-08-16,-30.2083
2010-08-20,-23.8806
2010-09-01,0.0
2010-09-02,88.2353
2010-10-01,-50.0
2010-10-05,200.0
2010-10-06,-62.5
2010-10-14,0.0
2010-10-15,0.0
2010-10-25,24.0741
2010-10-27,-19.403
2010-11-03,77.7778
2010-11-04,28.125
2010-11-05,95.122
2010-11-08,200.0
2010-11-09,-33.6111
2010-11-10,-16.318
2010-11-11,19.25
2010-11-12,-12.7883
2010-11-15,-30.7692
2010-11-16,0.0
2010-11-17,-50.0
2010-11-18,11.1111
2010-11-19,50.0
2010-11-22,-33.3333
2010-11-23,-10.0
2010-11-24,-22.2222
2010-11-26,24.1071
2010-11-29,-0.7194
2010-11-30,2.8986
2010-12-01,-9.8592
2010-12-02,0.0
2010-12-03,3.9063
2010-12-06,98.4962
2010-12-07,-50.7576
2010-12-08,21.5385
2010-12-09,-18.9873
2010-12-10,-25.0
2010-12-13,50.0
2010-12-14,-33.3333
2010-12-17,64.5833
2010-12-20,1.2658
2010-12-21,30.0
2010-12-22,-7.6923
2010-12-23,-50.0
2010-12-28,66.6667
2010-12-29,0.0
2010-12-30,70.0
2010-12-31,-50.7353
2011-01-03,-23.8806
2011-01-04,56.8627
2011-01-07,-1.875
2011-01-10,-38.8535
2011-01-11,0.0
2011-01-12,8.3333
2011-01-14,46.1538
2011-01-19,-36.8421
2011-01-20,50.0
2011-01-24,-12.5
2011-02-02,-11.1111
2011-02-03,-21.4286
2011-02-04,43.1818
2011-02-07,-30.1587
2011-02-08,-9.0909
2011-02-14,20.0
2011-02-15,-16.6667
2011-02-16,20.0
2011-02-23,0.0
2011-02-25,13.5417
2011-03-02,-23.8532
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,-22.8916
2011-03-11,25.0
2011-03-16,0.0
2011-03-17,36.25
2011-03-24,-39.4495
2011-03-28,-15.1515
2011-04-04,0.0
2011-04-14,0.0
2011-04-15,71.4286
2011-04-19,-41.6667
2011-05-03,57.1429
2011-05-04,-36.3636
2011-05-05,57.1429
2011-05-09,-36.3636
2011-05-18,0.0
2011-06-16,-3.5714
2011-06-17,-16.6667
2011-06-22,-11.1111
2011-06-27,0.0
2011-07-28,100.0
2011-08-01,-60.0
2011-08-02,0.0
2011-08-18,6.25
2011-10-07,97.0588
2011-10-31,-28.3582
2011-12-07,0.0
2011-12-29,0.0
2011-12-30,-33.3333
2012-03-15,100.0
2012-03-16,25.0
2012-03-20,-50.0
2012-04-11,0.0
2012-04-19,60.0
2012-05-01,-37.5
2012-05-15,-20.0
2012-05-29,-25.0
2012-06-21,0.0
2012-06-26,-8.3333
2012-07-09,0.0
2012-07-12,72.7273
2012-08-10,47.3684
2012-09-06,14.2857
2012-09-24,0.0
2012-11-19,150.0
2012-12-10,-90.0
2012-12-17,500.0
2012-12-18,0.0
2013-01-28,-25.0
2013-04-09,-77.7778
2013-04-24,50.0
2013-04-25,100.0
2013-04-26,0.0
2013-04-29,-39.5833
2013-06-07,10.3448
2013-06-14,0.0
2013-06-24,-25.0
2013-08-27,0.0
2013-10-31,33.3333
2014-01-21,-43.75
2014-03-10,-44.4444
2014-07-22,700.0
2014-07-23,0.0
2014-07-29,0.0
2014-08-05,-57.5
2014-08-06,-5.8824
2014-08-11,0.0
2014-10-06,75.0
2014-10-22,-39.2857
2014-12-03,0.0
2014-12-22,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-02-05,0.0
2015-02-12,0.0
2015-02-18,55.8824
2015-04-23,-39.6226
2015-05-04,-6.25
2015-05-07,0.0
2015-05-12,-20.0
2015-06-01,25.0
2015-06-11,76.6667
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,167.9245
2015-06-17,-79.5775
2015-06-23,10.3448
2015-07-09,0.0
2015-07-31,-18.75
2015-08-27,0.0
2015-09-14,84.6154
2015-11-05,-29.1667
2015-11-30,135.2941
2015-12-31,-50.0
2016-01-11,0.0
2016-02-01,0.0
2016-02-04,-20.0
2016-03-07,-15.625
2016-03-23,0.0
2016-04-07,322.2222
2016-04-08,-57.8947
2016-04-12,0.0
2016-10-24,33.3333
2017-01-27,0.0
2017-02-06,-62.5
2017-03-21,133.3333
2017-04-24,-57.1429
2017-05-26,-20.8333
2017-09-07,489.4737
2017-09-11,-0.5714
2017-12-08,-28.1609
2017-12-18,-48.0
2018-01-03,0.0
2018-01-09,92.3077
2018-02-23,0.0
2018-03-13,-40.0
2018-03-15,30.0
2018-03-29,2.5641
2018-05-21,-37.5
2018-05-23,0.0
2018-05-24,59.2
2018-06-05,0.5025
2018-09-19,25.0
2018-11-14,-5.8
2018-12-21,-36.3057
2019-01-29,266.6667
2019-02-01,-3.6364
2019-03-14,-5.6604
2019-03-18,-60.0
2019-03-22,147.5
2019-04-03,-63.6364
2019-04-04,108.3333
2019-04-05,-33.3333
2019-04-10,0.0
2019-04-11,40.0
2019-04-30,-28.5714
2019-05-01,0.0
2019-05-02,80.0
2019-05-14,-11.1111
2019-07-01,-65.0
2019-07-02,185.7143
2019-07-17,8.75
2019-07-18,-54.023
2019-07-23,117.5
2019-07-29,-4.1379
2019-08-05,-16.0671
2019-08-06,20.0
2019-10-18,-1.9048
2019-10-23,-39.5631
2019-10-24,66.6667
2019-10-28,-40.0
2019-10-31,54.6185
2019-11-07,-3.8961
2019-12-03,4.7297
2019-12-27,-35.4839
2020-01-06,52.0
2020-03-10,0.0
2020-04-29,-61.8421
2020-04-30,124.1379
2020-05-04,-38.4615
2020-05-05,-20.0
2020-05-06,6.25
2020-05-07,-11.7647
2020-05-08,100.0
2020-05-11,0.0
2020-05-13,-0.3333
2020-05-19,0.3344
2020-06-17,-43.3333
2020-06-18,44.1176
2020-06-19,22.449
2020-06-23,8.3333
2020-07-06,-60.0
2020-07-07,184.6154
2020-07-10,-72.973
2020-07-13,0.0
2020-07-29,170.0
2020-07-30,-25.9259
