ticker,SCOO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-04,-2.8409
2013-12-11,-2.924
2014-01-08,-3.6145
2014-01-10,-1.1875
2014-01-24,1.2018
2014-01-27,-1.2375
2014-01-29,-0.0127
2014-02-06,-5.5696
2014-02-13,9.8525
2014-02-14,-0.6101
2014-02-18,9.2695
2014-02-19,1.1236
2014-02-20,0.1667
2014-02-21,1.4975
2014-02-28,6.0109
2014-03-04,4.1237
2014-03-19,3.9604
2014-04-04,4.8095
2014-05-09,-2.7715
2014-06-02,2.8037
2014-06-18,-2.7273
2014-06-25,2.8037
2014-06-26,0.9091
2014-07-09,-0.6757
2014-07-10,1.5873
2014-07-11,3.125
2014-07-14,0.4329
2014-07-17,4.3103
2014-07-18,-0.6446
2014-07-22,-1.1645
2014-07-24,0.9931
2014-08-19,0.0
2014-09-09,0.4167
2014-10-08,-1.6598000000000002
2014-10-09,1.2658
2014-11-18,-5.6083
2014-12-09,5.0587
2014-12-10,-4.7899
2014-12-11,3.2657
2014-12-15,-1.7094
2014-12-17,0.0
2014-12-18,0.0
2014-12-23,0.0
2015-01-12,-2.6087
2015-01-14,0.0
2015-01-20,-1.5625
2015-01-28,0.0
2015-01-30,-1.8141
2015-02-18,-0.2309
2015-02-19,-3.7037
2015-02-20,-1.9231
2015-02-27,-1.9607999999999999
2015-03-03,0.0
2015-03-04,0.0
2015-03-17,0.0
2015-03-20,-0.03
2015-03-23,0.03
2015-03-26,-0.55
2015-03-30,0.553
2015-03-31,-1.0
2015-04-01,-4.0404
2015-04-06,0.0
2015-04-21,5.2632
2015-04-22,0.0
2015-04-23,-0.1
2015-04-30,0.1001
2015-05-13,1.0
2015-06-09,-0.2475
2015-06-10,-0.0993
2015-06-12,0.3477
2015-07-01,-1.9802
2015-07-22,-6.5657
2015-08-11,-0.5405
2015-08-18,-2.1739
2015-09-11,-1.7778
2015-10-02,-3.3371
2015-10-13,-4.0374
2015-10-27,-4.6341
2015-10-30,-0.4476
2015-11-12,-3.0186
2015-12-02,3.245
2015-12-03,1.2187000000000001
2015-12-08,-1.1407
2015-12-22,-5.1282
2015-12-29,0.6757
2015-12-31,7.3826
2016-01-04,-6.25
2016-01-13,0.0
2016-01-26,-5.3333
2016-02-05,-1.4085
2016-02-18,0.0
2016-02-22,2.1429
2016-02-29,-0.6993
2016-03-01,-1.4085
2016-03-10,13.9286
2016-03-15,0.3135
2016-03-16,0.0
2016-03-17,18.75
2016-03-18,5.2632
2016-03-24,0.0
