ticker,LQDA US Equity
2018-12-13,-0.0932
2018-12-14,-0.4196
2018-12-17,-3.9794
2018-12-18,7.021
2018-12-19,-1.0934
2018-12-20,-6.6789
2018-12-21,4.6397
2018-12-24,6.6509
2018-12-26,21.3622
2018-12-27,-9.621
2018-12-28,-10.2419
2018-12-31,-2.6954000000000002
2019-01-02,-6.7405
2019-01-03,2.5248
2019-01-04,-3.6214
2019-01-07,-3.1563
2019-01-08,12.7263
2019-01-09,-5.2777
2019-01-10,-2.0349
2019-01-11,-4.4016
2019-01-14,-8.3808
2019-01-15,-8.3569
2019-01-16,0.8626
2019-01-17,-11.4233
2019-01-18,-6.5517
2019-01-22,3.6162
2019-01-23,4.9145
2019-01-24,-0.7468
2019-01-25,2.5991999999999997
2019-01-28,-5.0
2019-01-29,-4.3509
2019-01-30,1.2472
2019-01-31,4.2754
2019-02-01,-0.9729
2019-02-04,-3.5088
2019-02-05,3.2727
2019-02-06,2.8169
2019-02-07,6.6438
2019-02-08,-6.4868
2019-02-11,1.717
2019-02-12,-4.1188
2019-02-13,0.7746
2019-02-14,16.2124
2019-02-15,-3.9687
2019-02-19,-6.0113
2019-02-20,11.0593
2019-02-21,-5.3389
2019-02-22,22.3067
2019-02-25,0.5699
2019-02-26,-5.4611
2019-02-27,8.9918
2019-02-28,0.1
2019-03-01,-0.05
2019-03-04,-12.993500000000001
2019-03-05,3.3889
2019-03-06,-2.7222
2019-03-07,2.7984
2019-03-08,-9.6667
2019-03-11,4.6125
2019-03-12,0.3527
2019-03-13,-0.8202
2019-03-14,-1.6539000000000001
2019-03-15,0.4204
2019-03-18,5.5622
2019-03-19,-13.8244
2019-03-20,-9.9934
2019-03-21,-18.5537
2019-03-22,-0.5381
2019-03-25,-2.2543
2019-03-26,0.369
2019-03-27,-0.5515
2019-03-28,0.7394
2019-03-29,4.4037
2019-04-01,-7.0299
2019-04-02,-0.4726
2019-04-03,-3.1339
2019-04-04,11.6667
2019-04-05,-4.1264
2019-04-08,0.4579
2019-04-09,-5.8341
2019-04-10,-2.9042
2019-04-11,1.4955
2019-04-12,0.0982
2019-04-15,-2.9441
2019-04-16,-2.3256
2019-04-17,-7.2464
2019-04-18,0.558
2019-04-22,-5.9933
2019-04-23,-3.1877
2019-04-24,-0.3659
2019-04-25,13.3415
2019-04-26,-5.2916
2019-04-29,4.561
2019-04-30,3.7077
2019-05-01,1.7875999999999999
2019-05-02,-8.5744
2019-05-03,6.1017
2019-05-06,1.8104
2019-05-07,0.8368
2019-05-08,2.4896
2019-05-09,-1.9231
2019-05-10,-0.6192
2019-05-13,-0.4154
2019-05-14,1.4599
2019-05-15,1.4388
2019-05-16,0.5066
2019-05-17,-1.2097
2019-05-20,1.6327
2019-05-21,0.8032
2019-05-22,2.49
2019-05-23,-6.5112
2019-05-24,-1.4553
2019-05-28,-4.4304
2019-05-29,5.0773
2019-05-30,3.2563
2019-05-31,1.0173
2019-06-03,1.1078000000000001
2019-06-04,-2.3904
2019-06-05,-2.7551
2019-06-06,-8.3945
2019-06-07,-0.1145
2019-06-10,0.4587
2019-06-11,-0.2283
2019-06-12,-1.1442
2019-06-13,0.9259
2019-06-14,-0.9174
2019-06-17,0.463
2019-06-18,-1.0369
2019-06-19,2.0955
2019-06-20,-1.1403
2019-06-21,-1.6148
2019-06-24,-2.1102
2019-06-25,0.3593
2019-06-26,-5.0119
2019-06-27,-0.5025
2019-06-28,1.0101
2019-07-01,-0.5
2019-07-02,-1.8843999999999999
2019-07-03,1.6644999999999999
2019-07-05,3.7782999999999998
2019-07-08,-0.1214
2019-07-09,-2.9162
2019-07-10,0.1252
2019-07-11,-0.75
2019-07-12,-1.0076
2019-07-15,-0.1272
2019-07-16,-4.0764
2019-07-17,2.3904
2019-07-18,0.2594
2019-07-19,0.2587
2019-07-22,0.6452
2019-07-23,-1.9231
2019-07-24,-2.6144
2019-07-25,-0.4027
2019-07-26,-0.8086
2019-07-29,0.4076
2019-07-30,0.5413
2019-07-31,-1.6151
2019-08-01,-6.9767
2019-08-02,-6.6176
2019-08-05,-6.9291
2019-08-06,14.3824
2019-08-07,-1.3314
2019-08-08,9.5952
2019-08-09,-2.8728
2019-08-12,-2.2535
2019-08-13,-4.611
2019-08-14,-7.5529
2019-08-15,2.7778
2019-08-16,-4.7695
2019-08-19,-5.6761
2019-08-20,-3.1858
2019-08-21,2.1938
2019-08-22,1.2522
2019-08-23,-8.6572
2019-08-26,6.7698
2019-08-27,-17.5725
2019-08-28,3.0769
2019-08-29,-3.6247
2019-08-30,-10.177
2019-09-03,-18.9655
2019-09-04,3.0395
2019-09-05,14.4543
2019-09-06,2.0619
2019-09-09,-2.5253
2019-09-10,7.513
2019-09-11,1.6867
2019-09-12,-2.1327
2019-09-13,-1.937
2019-09-16,1.4815
2019-09-17,-2.6764
2019-09-18,2.0
2019-09-19,-1.9607999999999999
2019-09-20,0.25
2019-09-23,0.7481
2019-09-24,-1.2376
2019-09-25,-0.5013
2019-09-26,-4.7859
2019-09-27,1.5873
2019-09-30,-7.2917
2019-10-01,-0.8427
2019-10-02,4.5326
2019-10-03,-2.71
2019-10-04,1.6713
2019-10-07,8.4932
2019-10-08,0.0
2019-10-09,-3.2828
2019-10-10,4.1775
2019-10-11,1.5038
2019-10-14,-1.7284000000000002
2019-10-15,4.2714
2019-10-16,0.7229
2019-10-17,13.6364
2019-10-18,-2.5263
2019-10-21,-1.9438
2019-10-22,-2.2026
2019-10-23,7.4324
2019-10-24,-3.5639
2019-10-25,1.087
2019-10-28,9.8925
2019-10-29,-9.3933
2019-10-30,1.9438
2019-10-31,-7.2034
2019-11-01,7.0776
2019-11-04,4.9041
2019-11-05,-5.2846
2019-11-06,-14.5923
2019-11-07,-5.5276
2019-11-08,-4.5213
2019-11-11,1.9499
2019-11-12,-6.2842
2019-11-13,8.4548
2019-11-14,-2.957
2019-11-15,0.0
2019-11-18,-4.4321
2019-11-19,-0.1449
2019-11-20,3.0479
2019-11-21,2.5352
2019-11-22,2.1978
2019-11-25,3.4946
2019-11-26,2.0779
2019-11-27,4.8346
2019-11-29,5.5825
2019-12-02,-3.4483
2019-12-03,0.4762
2019-12-04,-0.237
2019-12-05,-2.3753
2019-12-06,-0.9732
2019-12-09,-4.4226
2019-12-10,1.0283
2019-12-11,-1.0178
2019-12-12,-1.7995
2019-12-13,-4.4503
2019-12-16,-12.3288
2019-12-17,4.0625
2019-12-18,-4.2042
2019-12-19,-3.7618
2019-12-20,0.9772
2019-12-23,0.9677
2019-12-24,12.4601
2019-12-26,43.4659
2019-12-27,-2.1782
2019-12-30,-7.6923
2019-12-31,-6.25
2020-01-02,2.924
2020-01-03,1.1364
2020-01-06,-6.9663
2020-01-07,1.2077
2020-01-08,-2.6253
2020-01-09,1.7157
2020-01-10,9.1566
2020-01-13,22.5166
2020-01-14,-5.7658000000000005
2020-01-15,13.9579
2020-01-16,2.349
2020-01-17,5.2459
2020-01-21,4.6729
2020-01-22,4.1667
2020-01-23,2.1429
2020-01-24,-8.8112
2020-01-27,-8.1288
2020-01-28,-7.6795
2020-01-29,7.5949
2020-01-30,-4.5378
2020-01-31,2.2887
2020-02-03,7.7453
2020-02-04,4.4728
2020-02-05,-4.3578
2020-02-06,-1.199
2020-02-07,-2.2654
2020-02-10,-10.7616
2020-02-11,2.4119
2020-02-12,-3.0797
2020-02-13,-4.2991
2020-02-14,-1.5625
2020-02-18,4.1667
2020-02-19,-0.5714
2020-02-20,-0.3831
2020-02-21,-1.9231
2020-02-24,-1.9607999999999999
2020-02-25,-2.6
2020-02-26,-1.4374
2020-02-27,-13.3333
2020-02-28,-0.7212
2020-03-02,0.7264
2020-03-03,-2.8846
2020-03-04,15.099
2020-03-05,-10.3226
2020-03-06,-3.1175
2020-03-09,-8.4158
2020-03-10,-3.7838000000000003
2020-03-11,2.809
2020-03-12,-4.235
2020-03-13,14.1227
2020-03-16,-9.5
2020-03-17,4.9724
2020-03-18,-12.8947
2020-03-19,20.2417
2020-03-20,3.2663
2020-03-23,7.5426
2020-03-24,-3.1673999999999998
2020-03-25,-2.1028000000000002
2020-03-26,16.2291
2020-03-27,-4.5175
2020-03-30,6.0215
2020-03-31,-4.4625
2020-04-01,3.1847
2020-04-02,6.7901
2020-04-03,-4.6243
2020-04-06,13.1313
2020-04-07,-12.1429
2020-04-08,17.0732
2020-04-09,-4.5139
2020-04-13,10.5455
2020-04-14,2.4671
2020-04-15,4.1734
2020-04-16,7.7042
2020-04-17,4.4349
2020-04-20,-15.3425
2020-04-21,-0.1618
2020-04-22,0.1621
2020-04-23,-4.0453
2020-04-24,1.1804000000000001
2020-04-27,-3.3333
2020-04-28,-3.4483
2020-04-29,0.7143
2020-04-30,-11.7021
2020-05-01,3.012
2020-05-04,0.9747
2020-05-05,24.9035
2020-05-06,-10.2009
2020-05-07,9.8107
2020-05-08,6.2696
2020-05-11,9.587
2020-05-12,-1.4805
2020-05-13,6.4208
2020-05-14,-3.8510999999999997
2020-05-15,-1.6021
2020-05-18,7.8697
2020-05-19,-1.0063
2020-05-20,18.1703
2020-05-21,-13.9785
2020-05-22,5.5
2020-05-26,5.0948
2020-05-27,2.1421
2020-05-28,4.6358
2020-05-29,-2.5316
2020-06-01,3.7879
2020-06-02,5.6309000000000005
2020-06-03,-4.7384
2020-06-04,-1.9689
2020-06-05,-20.0846
2020-06-08,13.8889
2020-06-09,-4.878
2020-06-10,-6.105
2020-06-11,-5.0715
2020-06-12,3.8356
2020-06-15,7.6517
2020-06-16,5.3922
2020-06-17,-3.3721
2020-06-18,9.2659
2020-06-19,10.2423
2020-06-22,9.5904
2020-06-23,0.4558
2020-06-24,-0.1815
2020-06-25,4.0
2020-06-26,-4.7203
2020-06-29,-2.1101
2020-06-30,-21.0872
2020-07-01,-1.6627
2020-07-02,-5.9179
2020-07-06,1.1553
2020-07-07,-0.1269
2020-07-08,-4.0661
2020-07-09,-1.457
2020-07-10,-0.0672
2020-07-13,-6.7249
2020-07-14,-3.3886
2020-07-15,-1.4925
2020-07-16,0.0
2020-07-17,5.6061
2020-07-20,-0.4304
2020-07-21,-2.5937
2020-07-22,0.5917
2020-07-23,-10.8824
2020-07-24,-8.5809
2020-07-27,-2.8881
2020-07-28,1.1152
2020-07-29,-1.8382
2020-07-30,0.3745
2020-07-31,3.1716
