ticker,QGSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-01-18,0.0
2011-06-17,16.0
2011-07-14,-13.7931
2011-08-02,-20.0
2011-08-09,45.0
2011-11-07,-31.0345
2011-11-09,0.0
2011-11-16,0.0
2011-11-18,-15.0
2011-12-02,20.5882
2012-01-23,-50.731700000000004
2012-01-30,0.0
2012-02-13,-0.9901
2012-02-17,0.0
2012-02-21,0.0
2012-02-23,15.0
2012-03-01,-12.1739
2012-03-05,23.7624
2012-03-06,0.0
2012-03-08,8.0
2012-03-09,0.0
2012-03-12,25.9259
2012-03-13,-19.4118
2012-03-15,13.1387
2012-03-19,-3.2258
2012-03-20,0.0
2012-03-21,3.3333
2012-03-22,3.2258
2012-03-26,0.0
2012-04-04,-26.5625
2012-04-05,2.1277
2012-04-09,2.5
2012-04-10,5.6911000000000005
2012-04-11,-5.7692
2012-04-12,2.0408
2012-04-13,-4.0
2012-04-16,2.0833
2012-04-17,0.0
2012-04-18,0.0
2012-04-19,0.0
2012-04-20,2.0408
2012-04-23,-2.0
2012-04-24,-2.0408
2012-04-25,2.0833
2012-04-26,2.0408
2012-04-27,-2.0
2012-04-30,-7.2959
2012-05-01,-3.137
2012-05-02,4.5455
2012-05-03,0.0
2012-05-04,-4.3478
2012-05-07,6.8182
2012-05-09,-2.1277
2012-05-10,-8.6957
2012-05-11,0.0
2012-05-14,-4.7619
2012-05-15,5.0
2012-05-16,-2.3810000000000002
2012-05-18,0.0
2012-05-23,0.0
2012-05-24,0.0
2012-05-31,12.1951
2012-06-04,0.0
2012-06-05,4.3478
2012-06-12,8.3333
2012-06-14,-7.6923
2012-06-15,20.8333
2012-06-18,3.4483
2012-06-19,6.6667
2012-06-20,-17.1875
2012-06-21,-13.9623
2012-06-22,-0.4386
2012-06-25,-3.0837
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,27.2727
2012-06-29,26.7857
2012-07-02,-1.4085
2012-07-03,0.0
2012-07-05,0.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-12,0.0
2012-07-13,-14.2857
2012-07-16,3.3333
2012-07-17,8.0645
2012-07-18,2.9851
2012-07-19,-1.4493
2012-07-20,-2.9412000000000003
2012-07-23,-12.1212
2012-07-24,-13.7931
2012-07-25,16.0
2012-07-26,13.7931
2012-07-27,21.2121
2012-07-30,3.75
2012-07-31,-13.253
2012-08-01,0.0
2012-08-02,-20.1389
2012-08-03,4.3478
2012-08-06,-3.3333
2012-08-07,-27.5862
