ticker,MFNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-03-20,0.0
2000-03-23,0.0
2000-03-29,0.0
2000-03-30,0.0
2000-04-06,0.0
2000-04-07,0.0
2000-04-14,7.4794
2000-04-19,-8.3333
2000-04-27,1.8182
2000-05-02,1.7856999999999998
2000-05-04,-1.7544
2000-05-09,7.1429
2000-05-10,-5.0
2000-05-11,0.0
2000-05-12,1.7544
2000-05-15,-5.1724
2000-05-17,1.8182
2000-05-18,0.0
2000-05-23,0.0
2000-05-25,-1.7856999999999998
2000-05-26,1.8182
2000-05-31,-3.5714
2000-06-01,1.8519
2000-06-05,0.0
2000-06-06,-3.6364
2000-06-08,0.0
2000-06-09,0.0
2000-06-12,1.8868
2000-06-13,-11.1111
2000-06-14,-2.0833
2000-06-15,2.1277
2000-06-16,0.0
2000-06-19,0.0
2000-06-26,-6.7708
2000-06-27,-0.5587
2000-06-29,0.0
2000-07-06,7.3034
2000-07-12,-3.6649000000000003
2000-07-13,0.0
2000-07-14,0.0
2000-07-19,0.0
2000-07-24,-4.8913
2000-07-25,-3.4286
2000-07-26,-2.9586
2000-07-28,2.9163
2000-07-31,-0.5952
2000-08-01,-23.3533
2000-08-02,3.125
2000-08-03,-7.5758
2000-08-04,8.1967
2000-08-07,6.0606
2000-08-08,-9.2857
2000-08-09,0.7874
2000-08-10,9.375
2000-08-14,5.7143
2000-08-15,0.0
2000-08-16,2.7027
2000-08-17,-7.8947
2000-08-18,-2.1429
2000-08-21,10.9489
2000-08-22,0.0
2000-08-24,-9.8684
2000-08-25,8.0292
2000-08-28,-3.3784
2000-08-29,0.6993
2000-08-30,-4.8611
2000-08-31,9.4891
2000-09-05,-8.6667
2000-09-06,0.0
2000-09-11,-0.7299
2000-09-12,-2.9412000000000003
2000-09-14,0.0
2000-09-15,6.0606
2000-09-18,0.0
2000-09-19,-5.7143
2000-09-20,6.0606
2000-09-21,-2.8571
2000-09-22,-4.4118
2000-09-27,-0.7692
2000-09-28,-2.3256
2000-10-04,2.8051
2000-10-06,-4.6875
2000-10-09,1.6393
2000-10-11,0.0
2000-10-16,-6.4516
2000-10-25,-3.4483
2000-10-26,0.0
2000-10-30,-7.1429
2000-10-31,7.6923
2000-11-02,1.7856999999999998
2000-11-06,0.0
2000-11-07,-1.7544
2000-11-08,0.0
2000-11-09,7.1429
2000-11-10,-0.8333
2000-11-14,-3.3613
2000-11-16,7.8261
2000-11-17,-8.0645
2000-11-22,-1.7544
2000-11-27,-5.3571
