ticker,BWMX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-29,-0.9378
2019-01-31,1.1526
2019-02-13,-0.1018
2019-02-22,-0.4077
2019-02-26,0.0
2019-02-28,0.0
2019-03-06,0.4094
2019-03-07,-0.2039
2019-03-08,0.1021
2019-03-25,2.0408
2019-03-26,-1.8
2019-03-27,0.2037
2019-03-28,-0.1016
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,1.7294
2019-04-04,-1.6
2019-04-05,0.0
2019-04-09,0.1016
2019-04-12,0.203
2019-04-17,0.8105
2019-05-01,-0.3015
2019-05-08,0.1008
2019-05-09,0.0
2019-05-10,0.2014
2019-05-21,0.0
2019-05-28,0.1005
2019-05-31,0.1004
2019-06-03,0.0
2019-06-06,0.2006
2019-06-07,-0.3003
2019-06-10,0.4016
2019-06-18,0.0
2019-06-20,-0.053
2019-07-02,0.4532
2019-07-09,-0.1066
2019-07-11,-0.0927
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0998
2019-07-19,0.0997
2019-07-22,0.0
2019-07-23,-0.1992
2019-07-25,0.001
2019-07-26,-0.001
2019-07-29,0.1986
2019-07-31,0.001
2019-08-01,-0.1594
2019-08-05,0.5587
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,-0.0992
2019-08-09,0.0
2019-08-12,0.0993
2019-08-13,-0.0992
2019-08-19,-0.1986
2019-08-20,0.0
2019-08-21,0.4975
2019-08-23,0.0
2019-08-26,-0.2475
2019-08-27,0.2481
2019-08-28,-0.198
2019-08-29,0.0992
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0991
2019-09-09,-0.198
2019-09-11,0.0992
2019-09-12,0.0
2019-09-13,0.0
2019-09-18,0.4955
2019-09-19,0.0276
2019-09-23,-0.1262
2019-09-24,-0.1974
2019-09-25,0.0989
2019-09-27,0.0988
2019-09-30,0.1974
2019-10-01,-0.197
2019-10-04,0.1974
2019-10-09,0.0
2019-10-14,0.0
2019-10-22,0.197
2019-10-28,-0.0983
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,-0.2953
2019-11-08,0.0987
2019-11-12,0.0986
2019-11-13,-0.3941
2019-11-14,0.0
2019-11-19,0.4055
2019-11-20,-0.1084
2019-11-21,0.3945
2019-11-22,-0.1974
2019-11-25,-0.0974
2019-11-26,0.0
2019-11-27,-0.0985
2019-11-29,-0.1972
2019-12-03,0.2964
2019-12-04,0.2956
2019-12-05,0.0
2019-12-09,0.6876
2019-12-10,-0.0976
2019-12-11,-0.3906
2019-12-17,-0.1961
2019-12-18,0.0982
2019-12-19,-0.3925
2019-12-20,0.197
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,-0.1967
2019-12-27,0.4926
2019-12-30,0.0
2019-12-31,0.1961
2020-01-07,0.4824
2020-01-08,-0.5307
2020-01-10,0.3446
2020-01-13,-0.3902
2020-01-17,0.0
2020-01-21,0.3918
2020-01-22,0.0
2020-01-23,1.7561
2020-01-24,-1.8216999999999999
2020-01-27,0.0
2020-01-29,-0.0361
2020-01-30,-0.1592
2020-01-31,0.2495
2020-02-03,0.0449
2020-02-04,-0.122
2020-02-05,-0.8244
2020-02-06,-5.8425
2020-02-07,0.9937
2020-02-10,-6.2661999999999995
2020-02-11,4.1436
2020-02-12,5.5703
2020-02-18,-6.9688
2020-02-19,11.0559
2020-02-20,-5.2597
2020-02-21,3.2928
2020-02-26,-0.5964
2020-02-27,-0.6
2020-02-28,2.6157
2020-03-02,-8.8235
2020-03-03,0.0
2020-03-04,-6.4516
2020-03-05,-3.3333
2020-03-06,-4.7562
2020-03-10,9.4881
2020-03-11,5.3592
2020-03-12,-1.5152
2020-03-16,-0.2198
2020-03-18,-2.533
2020-03-19,-3.9548
2020-03-20,-27.0588
2020-03-23,23.871
2020-03-25,14.5833
2020-03-26,-9.0909
2020-03-30,0.0
2020-03-31,16.7488
2020-04-01,7.4947
2020-04-02,-17.031
2020-04-08,-5.8824
2020-04-14,-5.2296
2020-04-17,28.1292
2020-04-20,-0.2101
2020-04-23,-2.7368
2020-04-30,0.0
2020-05-01,-0.5411
2020-05-05,-1.5234
2020-05-06,-0.5525
2020-05-07,-14.8556
2020-05-08,27.3627
2020-05-11,-12.9081
2020-05-12,0.0
2020-05-14,-8.1176
2020-05-18,-0.8963
2020-05-21,1.2933
2020-05-26,9.6989
2020-05-27,-4.8893
2020-05-29,9.9515
2020-06-04,0.678
2020-06-05,-5.275
2020-06-09,0.0
2020-06-10,9.0047
2020-06-15,-4.3478
2020-06-16,13.6364
2020-06-18,-10.8
2020-06-19,0.8969
2020-06-22,-5.5556
2020-06-23,5.2941
2020-06-24,0.0
2020-06-25,0.1117
2020-06-26,-0.1094
2020-06-29,-0.0022
2020-06-30,9.4972
2020-07-01,-7.1429
2020-07-02,1.6484
2020-07-09,-2.7027
2020-07-13,-11.11
2020-07-20,14.9986
2020-07-29,-9.5728
2020-07-31,56.2631
