ticker,FBSE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-25,42.8571
2009-11-30,30.0
2009-12-01,-6.1538
2009-12-03,14.7541
2009-12-04,0.0
2009-12-08,-7.1429
2009-12-09,0.0
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,-7.6923
2009-12-18,0.0
2009-12-21,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,2.5
2010-01-08,-2.439
2010-01-11,0.0
2010-01-12,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,1.6667
2010-01-20,6.5574
2010-01-21,15.3846
2010-01-22,5.3333
2010-01-25,1.2658
2010-01-26,-3.75
2010-01-27,-1.2987
2010-01-28,-5.2632
2010-01-29,22.2222
2010-02-01,21.5909
2010-02-02,-6.5421
2010-02-03,-3.0
2010-02-04,-5.1546
2010-02-05,-7.6087
2010-02-08,11.7647
2010-02-09,11.5789
2010-02-10,7.5472
2010-02-11,1.7544
2010-02-12,1.2931
2010-02-16,8.9362
2010-02-17,-2.3438
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,-7.2
2010-02-23,-9.4828
2010-02-24,2.8571
2010-02-25,7.4074
2010-02-26,-9.4828
2010-03-01,3.8095
2010-03-02,7.3394
2010-03-03,6.8376
2010-03-04,-6.4
2010-03-05,-3.4188
2010-03-08,2.6549
2010-03-09,-3.4483
2010-03-10,-0.8929
2010-03-11,-8.5586
2010-03-12,-1.4778
2010-03-15,5.0
2010-03-16,0.0
2010-03-17,3.8095
2010-03-18,-0.9174
2010-03-19,0.0
2010-03-22,6.4815
2010-03-23,0.0
2010-03-24,-1.7391
2010-03-25,-6.1947
2010-03-26,-1.8868
2010-03-29,3.8462
2010-03-30,0.0
2010-03-31,-6.4815
2010-04-01,1.9802
2010-04-05,-2.9126
2010-04-06,-7.9
2010-04-07,-2.2801
2010-04-08,-1.1111
2010-04-09,-19.1011
2010-04-12,0.0
2010-04-13,12.5
2010-04-14,-1.2346
2010-04-15,-6.25
2010-04-16,17.3333
2010-04-19,-13.6364
2010-04-20,7.8947
2010-04-21,-4.878
2010-04-22,-3.8462
2010-04-23,13.3333
2010-04-26,-2.3529
2010-04-27,-1.2048
2010-04-28,0.0
2010-04-29,-6.0976
2010-04-30,2.5974
2010-05-03,6.3291
