ticker,ACIW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.2411
2000-01-04,-6.7599
2000-01-05,-3.25
2000-01-06,-1.0336
2000-01-07,-2.0888
2000-01-10,4.8
2000-01-11,-2.0356
2000-01-12,-0.5195
2000-01-13,3.1332
2000-01-14,3.7975
2000-01-18,6.0976
2000-01-19,7.8161000000000005
2000-01-20,-8.3156
2000-01-21,-7.6744
2000-01-24,-4.2821
2000-01-25,-3.4211
2000-01-26,-4.6322
2000-01-27,0.0
2000-01-28,-2.2857
2000-01-31,0.5848
2000-02-01,3.1977
2000-02-02,-2.8169
2000-02-03,3.7681
2000-02-04,-1.3966
2000-02-07,4.2493
2000-02-08,5.4348
2000-02-09,5.1546
2000-02-10,-2.6961
2000-02-11,-10.5793
2000-02-14,4.2254
2000-02-15,-1.0811
2000-02-16,1.9125999999999999
2000-02-17,20.1072
2000-02-18,6.6964
2000-02-22,-12.9707
2000-02-23,6.7308
2000-02-24,43.6937
2000-02-25,-0.627
2000-02-28,0.4732
2000-02-29,13.3438
2000-03-01,2.0776
2000-03-02,-5.6988
2000-03-03,-1.7266
2000-03-06,-4.0996
2000-03-07,-1.9847000000000001
2000-03-08,-5.296
2000-03-09,2.9605
2000-03-10,-8.3067
2000-03-13,-9.9303
2000-03-14,1.354
2000-03-15,-8.2061
2000-03-16,8.316
2000-03-17,4.4146
2000-03-20,-11.0294
2000-03-21,-2.686
2000-03-22,8.0679
2000-03-23,-2.947
2000-03-24,-3.8462
2000-03-27,-5.2632
2000-03-28,-2.2222
2000-03-29,-0.6818
2000-03-30,1.8307
2000-03-31,3.8202
2000-04-03,-4.9784
2000-04-04,-3.4169
2000-04-05,3.5377
2000-04-06,2.5057
2000-04-07,0.2222
2000-04-10,-9.7561
2000-04-11,4.6683
2000-04-12,-4.4601
2000-04-13,-3.1941
2000-04-14,-7.6142
2000-04-17,1.0989
2000-04-18,10.8696
2000-04-19,1.4706000000000001
2000-04-20,-2.8986
2000-04-24,-3.7313
2000-04-25,3.3592
2000-04-26,-46.75
2000-04-27,13.615
2000-04-28,7.8512
2000-05-01,3.8314
2000-05-02,-1.845
2000-05-03,-5.6391
2000-05-04,7.9681
2000-05-05,-1.107
2000-05-08,0.3731
2000-05-09,-2.2305
2000-05-10,-3.0418
2000-05-11,0.0
2000-05-12,-3.9215999999999998
2000-05-15,-3.2653
2000-05-16,1.2658
2000-05-17,-0.4167
2000-05-18,-3.7657
2000-05-19,-3.4783
2000-05-22,-2.2523
