ticker,RRR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-27,-4.1026
2016-04-28,0.1604
2016-04-29,-0.4805
2016-05-02,1.2339
2016-05-03,0.4769
2016-05-04,-0.9494
2016-05-05,0.1065
2016-05-06,0.3723
2016-05-09,0.159
2016-05-10,0.4762
2016-05-11,1.2638
2016-05-12,1.4041000000000001
2016-05-13,-1.6923
2016-05-16,1.9301
2016-05-17,-0.7165
2016-05-18,0.2062
2016-05-19,-0.6687
2016-05-20,0.0518
2016-05-23,0.2588
2016-05-24,1.0842
2016-05-25,0.8172
2016-05-26,0.5066
2016-05-27,1.3609
2016-05-31,1.3923
2016-06-01,-1.1280000000000001
2016-06-02,1.6369
2016-06-03,-0.1464
2016-06-06,0.1955
2016-06-07,1.7073
2016-06-08,1.5827
2016-06-09,2.4079
2016-06-10,0.1383
2016-06-13,1.3352
2016-06-14,0.3635
2016-06-15,1.9466
2016-06-16,-0.4885
2016-06-17,-1.6064
2016-06-20,1.8141
2016-06-21,1.6926999999999999
2016-06-22,-0.5694
2016-06-23,-0.8811
2016-06-24,-4.9778
2016-06-27,-2.0112
2016-06-28,0.5251
2016-06-29,0.4748
2016-06-30,3.8752
2016-07-01,0.3185
2016-07-05,-1.2698
2016-07-06,1.7455
2016-07-07,0.0451
2016-07-08,0.4964
2016-07-11,0.0
2016-07-12,1.0777
2016-07-13,-0.3998
2016-07-14,-0.3568
2016-07-15,0.3133
2016-07-18,0.5355
2016-07-19,-0.0888
2016-07-20,-0.1333
2016-07-21,-1.9127999999999998
2016-07-22,0.1814
2016-07-25,0.0905
2016-07-26,2.6231999999999998
2016-07-27,1.9832999999999998
2016-07-28,-1.0372
2016-07-29,0.4803
2016-08-01,-1.5645
2016-08-02,1.4128
2016-08-03,1.0013
2016-08-04,-2.4569
2016-08-05,0.5303
2016-08-08,0.7912
2016-08-09,-0.8286
2016-08-10,-2.3307
2016-08-11,1.0356
2016-08-12,-1.3876
2016-08-15,-0.5447
2016-08-16,5.2031
2016-08-17,-0.6941
2016-08-18,0.1311
2016-08-19,-0.4799
2016-08-22,0.1315
2016-08-23,-0.7005
2016-08-24,-2.0723
2016-08-25,0.09
2016-08-26,0.0
2016-08-29,-0.3599
2016-08-30,0.7223
2016-08-31,1.0309
2016-09-01,1.331
2016-09-02,-2.0578
2016-09-06,-0.2682
2016-09-07,-0.4482
2016-09-08,-1.0356
2016-09-09,-2.4568
2016-09-12,0.5131
2016-09-13,-3.4803
2016-09-14,1.2019
