ticker,HUIZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-02-12,-4.7619
2020-02-13,5.0
2020-02-14,0.9524
2020-02-18,-0.9434
2020-02-19,-0.2857
2020-02-20,0.5731
2020-02-21,1.7094
2020-02-24,-2.2409
2020-02-25,1.1461000000000001
2020-02-26,16.6195
2020-02-27,-2.1862
2020-02-28,5.0497
2020-03-02,14.1844
2020-03-03,-7.5914
2020-03-04,-8.2898
2020-03-05,-11.5635
2020-03-06,0.5525
2020-03-09,-10.1648
2020-03-10,1.0194
2020-03-11,-3.7336
2020-03-12,-18.6583
2020-03-13,6.4433
2020-03-16,-15.1332
2020-03-17,15.4066
2020-03-18,1.9778
2020-03-19,12.1212
2020-03-20,-4.1081
2020-03-23,-1.2401
2020-03-24,1.9405999999999999
2020-03-25,7.0549
2020-03-26,-1.6736
2020-03-27,-6.383
2020-03-30,-3.1818
2020-03-31,-5.5164
2020-04-01,-6.8323
2020-04-02,-6.8
2020-04-03,-9.1559
2020-04-06,-5.5118
2020-04-07,-0.1667
2020-04-08,-5.8431
2020-04-09,-3.3688000000000002
2020-04-13,-5.1376
2020-04-14,-2.7079
2020-04-15,8.9463
2020-04-16,16.7883
2020-04-17,-0.5328
2020-04-20,2.2636
2020-04-21,11.9816
2020-04-22,3.5665
2020-04-23,0.0
2020-04-24,4.2384
2020-04-27,0.2541
2020-04-28,-1.0139
2020-04-29,0.0
2020-04-30,-2.8169
2020-05-01,-4.4796
2020-05-04,-1.3793
2020-05-05,2.5175
2020-05-06,-4.0928
2020-05-07,0.0
2020-05-08,3.1294
2020-05-11,-2.069
2020-05-12,-2.8169
2020-05-13,-4.4928
2020-05-14,-5.0076
2020-05-15,0.7987
2020-05-18,6.1807
2020-05-19,-8.9552
2020-05-20,7.2131
2020-05-21,-8.2569
2020-05-22,-3.1667
2020-05-26,0.3442
2020-05-27,-0.3431
2020-05-28,1.5491000000000001
2020-05-29,1.3559
2020-06-01,0.3344
2020-06-02,0.5
2020-06-03,4.8093
2020-06-04,13.7658
2020-06-05,5.7024
2020-06-08,-1.3158
2020-06-09,-1.3333
2020-06-10,0.0
2020-06-11,-4.0541
2020-06-12,0.0
2020-06-15,-1.4085
2020-06-16,7.0
2020-06-17,-3.3378
2020-06-18,-2.6243
2020-06-19,1.4184
2020-06-22,2.0979
2020-06-23,3.1507
2020-06-24,-0.5312
2020-06-25,1.4686
2020-06-26,-4.6053
2020-06-29,2.069
2020-06-30,4.1892
2020-07-01,-2.0752
2020-07-02,-0.1325
2020-07-06,10.6101
2020-07-07,-1.6787
2020-07-08,17.3171
2020-07-09,2.8067
2020-07-10,-3.9434
2020-07-13,-3.3684
2020-07-14,-1.8519
2020-07-15,0.444
2020-07-16,0.221
2020-07-17,4.6307
2020-07-20,-0.2107
2020-07-21,2.4287
2020-07-22,-4.6392
2020-07-23,-1.1892
2020-07-24,-1.5316999999999998
2020-07-27,0.8889
2020-07-28,-0.2203
2020-07-29,1.2141
2020-07-30,-1.8538999999999999
2020-07-31,0.0
