ticker,NLTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-03-07,8.6364
2014-03-10,4.1841
2014-03-11,4.3373
2014-03-12,7.7752
2014-03-13,-1.7856999999999998
2014-03-14,-1.8909
2014-03-17,-3.4840999999999998
2014-03-18,-0.2304
2014-03-19,-1.0778
2014-03-20,-0.5447
2014-03-21,-4.3036
2014-03-24,-1.4718
2014-03-25,2.0747
2014-03-26,5.122
2014-03-27,1.4695
2014-03-28,-1.9055
2014-03-31,-1.0878
2014-04-01,-2.7494
2014-04-02,-1.454
2014-04-03,-1.8852
2014-04-04,-2.3392
2014-04-07,-15.3122
2014-04-08,-5.8586
2014-04-09,0.4292
2014-04-10,-3.0983
2014-04-11,0.0
2014-04-14,1.9846
2014-04-15,-2.2702999999999998
2014-04-16,-2.1018
2014-04-17,-1.4689
2014-04-21,0.4587
2014-04-22,5.5936
2014-04-23,-3.7838000000000003
2014-04-24,0.0
2014-04-25,-3.3708
2014-04-28,-1.8605
2014-04-29,-0.237
2014-04-30,8.4323
2014-05-01,2.9573
2014-05-02,2.234
2014-05-05,5.411
2014-05-06,4.2448
2014-05-07,-1.9886
2014-05-08,-2.4154999999999998
2014-05-09,-1.2871000000000001
2014-05-12,0.3009
2014-05-13,-0.5
2014-05-14,-2.2111
2014-05-15,0.0
2014-05-16,5.1387
2014-05-19,-0.0978
2014-05-20,-0.6849
2014-05-21,-2.6601
2014-05-22,-7.3887
2014-05-23,-2.623
2014-05-27,0.3367
2014-05-28,0.5593
2014-05-29,0.0
2014-05-30,-1.1123
2014-06-02,9.5613
2014-06-03,-0.4107
2014-06-04,-1.134
2014-06-05,0.8342
2014-06-06,-2.1717
2014-06-09,-0.8457
2014-06-10,0.3198
2014-06-11,2.763
2014-06-12,-0.4137
2014-06-13,0.9346
2014-06-16,4.8354
2014-06-17,3.1403
2014-06-18,3.7108
2014-06-19,-1.5596
2014-06-20,-15.0979
2014-06-23,-0.7684
2014-06-24,0.4425
2014-06-25,1.9824000000000002
2014-06-26,-0.6479
2014-06-27,-0.3261
2014-06-30,2.8353
2014-07-01,-4.2418
2014-07-02,0.7738
2014-07-03,0.0014
2014-07-07,0.989
2014-07-08,-0.9793
2014-07-09,0.0
2014-07-10,-2.3063000000000002
2014-07-11,-0.0014
2014-07-14,0.0
2014-07-15,-4.7244
2014-07-16,-0.2361
2014-07-17,-3.5503
2014-07-18,1.8405
2014-07-21,-2.2892
2014-07-22,-0.4932
2014-07-23,-0.7435
2014-07-24,-0.1248
