ticker,MYT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-04,53.5937
2015-06-05,25.8901
2015-06-08,13.9394
2015-06-09,-18.7943
2015-06-10,-10.655
2015-06-11,-2.9814
2015-06-12,-23.4761
2015-06-15,-27.5839
2015-06-16,-17.1818
2015-06-17,-36.8825
2015-06-18,25.913
2015-06-19,-8.5635
2015-06-22,-7.855
2015-06-23,0.0
2015-06-24,-4.0984
2015-06-25,-5.1282
2015-06-26,-0.9009
2015-06-29,-11.818200000000001
2015-06-30,0.0
2015-07-01,-27.2165
2015-07-02,7.6487
2015-07-06,-6.8421
2015-07-07,-3.6688
2015-07-08,-3.2294
2015-07-09,5.7576
2015-07-10,0.5731
2015-07-13,2.2792
2015-07-14,-2.507
2015-07-15,0.5714
2015-07-16,-1.9922
2015-07-17,-1.4457
2015-07-20,-7.3529
2015-07-21,4.127
2015-07-22,3.3537
2015-07-23,-1.7699
2015-07-24,-3.003
2015-07-27,2.7864
2015-07-28,-7.2289
2015-07-29,3.8961
2015-07-31,0.0
2015-08-03,-14.0625
2015-08-04,-6.1818
2015-08-05,0.7752
2015-08-06,-23.4663
2015-08-07,-2.0039
2015-08-10,8.7179
2015-08-11,-0.9434
2015-08-12,4.2857
2015-08-13,5.0228
2015-08-14,-1.3043
2015-08-17,5.2423
2015-08-18,12.5994
2015-08-19,3.7175000000000002
2015-08-20,1.0753
2015-08-21,-7.8059
2015-08-24,0.0048
2015-08-25,-0.6418
2015-08-26,4.517
2015-08-27,-3.7037
2015-08-28,-3.0769
2015-08-31,-4.7619
2015-09-01,-7.5
2015-09-02,0.9009
2015-09-03,-5.3571
2015-09-04,0.4717
2015-09-08,11.7371
2015-09-09,1.6806999999999999
2015-09-11,-9.0909
2015-09-14,-6.8182
2015-09-15,-3.4146
2015-09-16,7.5758
2015-09-17,0.939
2015-09-18,0.0
2015-09-23,10.9302
2015-09-24,-9.0147
2015-09-25,-7.3733
2015-09-28,5.0746
2015-09-30,12.2159
2015-10-01,-5.9072
2015-10-02,2.3318
2015-10-05,-4.908
2015-10-06,9.6774
2015-10-07,3.3613
2015-10-09,0.813
2015-10-13,-6.4516
2015-10-14,12.069
2015-10-15,1.9231
2015-10-16,1.1320999999999999
2015-10-23,0.0
2015-10-26,-1.8657
2015-10-27,0.7605
2015-10-28,-0.7547
2015-10-29,0.0
2015-10-30,-3.4221
2015-11-02,0.3888
2015-11-04,-6.2699
2015-11-05,-1.6736
2015-11-11,-1.2766
2015-11-12,-7.3276
