ticker,UAMM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-12,50.0
2000-01-14,-58.3333
2000-01-18,100.0
2000-01-20,-20.0
2000-02-03,0.0
2000-02-28,-37.5
2000-03-01,92.0
2000-03-02,-16.6667
2000-03-03,20.0
2000-03-07,-47.9167
2000-03-08,0.0
2000-03-13,0.0
2000-03-14,92.0
2000-03-15,-50.0
2000-03-20,0.0
2000-03-31,66.6667
2000-04-04,-40.0
2000-04-07,0.0
2000-04-24,-16.6667
2000-04-28,20.0
2000-05-30,-16.6667
2000-06-01,0.0
2000-06-05,40.0
2000-06-06,14.2857
2000-06-07,12.5
2000-06-09,-11.1111
2000-06-12,12.5
2000-06-13,11.1111
2000-06-16,0.0
2000-06-19,-10.0
2000-06-21,0.0
2000-06-27,0.0
2000-07-12,-22.2222
2000-07-20,0.0
2000-07-21,0.0
2000-08-02,0.0
2000-08-11,0.0
2000-08-15,0.0
2000-08-16,0.0
2000-08-18,0.0
2000-08-28,0.0
2000-09-11,0.0
2000-09-20,0.0
2000-09-21,-28.5714
2000-09-27,-20.0
2000-09-28,25.0
2000-10-02,-20.0
2000-10-09,0.0
2000-10-10,0.0
2000-10-11,-25.0
2000-10-13,-33.3333
2000-10-16,0.0
2000-10-18,0.0
2000-10-19,0.0
2000-10-23,0.0
2000-10-25,0.0
2000-10-26,75.0
2000-11-06,-42.8571
2000-11-10,0.0
2000-11-13,0.0
2000-11-22,0.0
2000-11-29,0.0
2000-11-30,0.0
2000-12-05,0.0
2000-12-08,0.0
2000-12-11,50.0
2000-12-13,-50.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,-33.3333
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2001-01-25,0.0
2001-02-28,0.0
2001-04-09,0.0
2001-05-10,0.0
2001-06-05,0.0
2001-06-20,0.0
2001-07-27,0.0
2001-08-01,0.0
2001-08-02,0.0
2001-09-10,0.0
2001-10-08,0.0
2001-10-11,0.0
2001-10-16,0.0
2001-10-22,0.0
2001-10-23,0.0
2001-10-30,-50.0
2001-11-28,0.0
2001-12-04,-40.0
2001-12-07,0.0
2001-12-11,0.0
2001-12-14,33.3333
2001-12-17,-25.0
2001-12-21,0.0
2001-12-26,900.0
2002-01-09,-96.6667
2002-01-16,0.0
2002-01-23,0.0
2002-02-05,0.0
2002-02-13,0.0
2002-02-22,0.0
2002-02-25,0.0
2002-03-04,12.5
2002-04-02,0.0
2002-04-08,0.0
2002-04-23,0.0
