ticker,TNTRQ US Equity
2017-11-16,13.3721
2017-11-17,1.0256
2017-11-20,-1.3536000000000001
2017-11-21,2.7443999999999997
2017-11-22,-2.0033
2017-11-24,-3.9182
2017-11-27,-1.2411
2017-11-28,-5.7451
2017-11-29,1.3333
2017-11-30,0.188
2017-12-01,3.5647
2017-12-04,-1.6303999999999998
2017-12-05,0.5525
2017-12-06,0.9158
2017-12-07,0.5445
2017-12-08,-4.3321
2017-12-11,1.3208
2017-12-12,2.4209
2017-12-13,-0.3636
2017-12-14,-1.2774
2017-12-15,0.0
2017-12-18,-7.3937
2017-12-19,3.1936
2017-12-20,0.0
2017-12-21,1.1605
2017-12-22,-2.1033
2017-12-26,0.1953
2017-12-27,3.1189
2017-12-28,-5.482
2017-12-29,2.0
2018-01-02,4.902
2018-01-03,4.6729
2018-01-04,3.0357
2018-01-05,-2.253
2018-01-08,0.1773
2018-01-09,1.0619
2018-01-10,0.1751
2018-01-11,2.6224
2018-01-12,16.0136
2018-01-16,-0.1468
2018-01-17,2.6471
2018-01-18,-2.0057
2018-01-19,-5.7018
2018-01-22,-6.9767
2018-01-23,-0.5
2018-01-24,0.1675
2018-01-25,-2.6756
2018-01-26,4.6392
2018-01-29,-4.2693
2018-01-30,-2.2298
2018-01-31,-1.4035
2018-02-01,-4.2705
2018-02-02,5.3903
2018-02-05,1.5873
2018-02-06,7.6389
2018-02-07,-4.0323
2018-02-08,-0.8403
2018-02-09,-1.0169
2018-02-12,-4.6233
2018-02-13,0.0
2018-02-14,-3.2316
2018-02-15,-1.6698
2018-02-16,-3.2075
2018-02-20,3.7037
2018-02-21,-5.2632
2018-02-22,-0.5952
2018-02-23,0.2994
2018-02-26,-0.2985
2018-02-27,-1.5968
2018-02-28,-0.8114
2018-03-01,1.6360000000000001
2018-03-02,1.006
2018-03-05,1.7928
2018-03-06,-2.1526
2018-03-07,2.6
2018-03-08,0.3899
2018-03-09,27.1845
2018-03-12,-27.3282
2018-03-13,-8.6134
2018-03-14,-12.1839
2018-03-15,-8.377
2018-03-16,-8.857099999999999
2018-03-19,-7.837
2018-03-20,-0.6803
2018-03-21,2.3973
2018-03-22,-4.0134
2018-03-23,-4.1812
2018-03-26,-17.4545
2018-03-27,-8.8106
2018-03-28,-11.5942
2018-03-29,-6.5574
2018-04-02,-2.3392
2018-04-03,1.7964
2018-04-04,5.8824
2018-04-05,9.4444
2018-04-06,6.599
2018-04-09,-4.2857
2018-04-10,-4.7264
2018-04-11,4.4386
2018-04-12,-2.5
2018-04-13,-7.1795
2018-04-16,-5.5249
2018-04-17,-4.0936
2018-04-18,0.0
2018-04-19,-2.439
2018-04-20,-0.625
2018-04-23,-5.6604
2018-04-24,-6.6667
2018-04-25,-3.5714
2018-04-26,1.4815
2018-04-27,-8.0292
2018-04-30,-10.3175
2018-05-01,-11.5044
2018-05-02,6.0
2018-05-03,18.8679
2018-05-04,-9.5238
2018-05-07,12.2807
2018-05-08,-4.6875
2018-05-09,-2.459
2018-05-10,-10.084
2018-05-11,0.0
2018-05-14,-2.8037
2018-05-15,1.9231
2018-05-16,0.0
2018-05-17,2.8302
2018-05-18,3.6696999999999997
2018-05-21,-8.8496
2018-05-22,-5.3981
2018-05-23,-17.4056
2018-05-24,-26.3047
2018-05-25,-40.6002
2018-05-29,19.2166
2018-05-30,4.9048
2018-05-31,0.1589
2018-06-01,-2.5606
2018-06-04,12.5349
2018-06-05,13.6598
2018-06-06,-7.0909
2018-06-07,9.5695
2018-06-08,-3.5721
2018-06-11,-1.5929
2018-06-12,4.4608
2018-06-13,-4.5045
2018-06-14,35.8491
2018-06-15,-56.2917
2018-06-18,-20.1462
2018-06-19,-25.388
2018-06-20,-12.2667
2018-06-21,23.1611
2018-06-22,-12.4383
2018-06-25,-4.2277000000000005
2018-06-26,-11.6539
2018-06-27,0.1332
2018-06-28,-5.1896
2018-06-29,73.1228
2018-07-02,13.4982
2018-07-03,-24.25
2018-07-05,11.6605
2018-07-06,-15.4675
2018-07-09,-10.2897
2018-07-10,-5.1782
2018-07-11,-3.4058
2018-07-12,-59.5745
2018-07-13,-9.7744
2018-07-16,6.6667
2018-07-17,-20.3125
2018-07-18,-1.9607999999999999
2018-07-19,-8.0
2018-07-20,-2.1739
2018-07-23,-6.0
2018-07-24,-0.7092
2018-07-25,-11.9048
2018-07-26,-18.9189
2018-07-27,-16.6667
2018-07-30,-16.0
2018-07-31,19.0476
2018-08-01,-8.0
2018-08-02,4.3478
2018-08-03,45.8333
2018-08-06,-0.2857
2018-08-07,14.613199999999999
2018-08-08,-4.5
2018-08-09,-12.0419
2018-08-10,33.631
2018-08-13,-2.0045
2018-08-14,-0.2273
2018-08-15,-13.4396
2018-08-16,-5.2632
2018-08-17,7.0
2018-08-20,-9.1381
2018-08-21,24.1429
2018-08-22,40.3913
2018-08-23,-14.7541
2018-08-24,-3.8462
2018-08-27,-27.0
2018-08-28,16.4384
2018-08-29,4.7176
2018-08-30,-10.1225
2018-08-31,20.0
2018-09-04,-27.0833
2018-09-05,-2.2857
2018-09-06,2.3392
2018-09-07,7.1429
2018-09-10,-8.8
2018-09-11,-9.3567
2018-09-12,0.0
2018-09-13,20.0
2018-09-14,-13.9785
2018-09-17,-3.125
2018-09-18,0.0
2018-09-19,-3.2258
2018-09-20,16.6667
2018-09-21,-20.0
2018-09-24,5.7143
2018-09-25,14.8649
2018-09-26,17.647100000000002
2018-09-27,-32.5
2018-09-28,-3.7037
2018-10-01,28.8462
2018-10-02,-4.2687
2018-10-03,-8.0137
2018-10-04,-11.8644
2018-10-05,13.1346
2018-10-08,-11.6097
2018-10-09,-0.3846
2018-10-10,-19.9807
2018-10-11,-3.4981999999999998
2018-10-12,5.0
2018-10-15,0.0
2018-10-16,4.7619
2018-10-17,-4.5455
2018-10-18,0.0
2018-10-19,5.7619
2018-10-22,9.14
2018-10-23,-3.0528
2018-10-24,0.0
2018-10-25,-7.4468
2018-10-26,7.1264
2018-10-29,-3.4335
2018-10-30,23.3333
2018-10-31,-27.5676
2018-11-01,37.8109
2018-11-02,-10.1083
2018-11-05,-14.4578
2018-11-06,-16.9014
2018-11-07,-9.0395
2018-11-08,24.2236
2018-11-09,-19.0
2018-11-12,0.6173
2018-11-13,18.0368
2018-11-14,13.6175
2018-11-15,-26.1208
2018-11-16,45.8204
2018-11-19,-35.4565
2018-11-20,0.0
2018-11-21,-0.6579
2018-11-23,11.2583
2018-11-26,-0.2976
2018-11-27,-10.4478
2018-11-28,0.0
2018-11-29,23.3333
2018-11-30,-45.4054
2018-12-03,76.3366
2018-12-04,6.1202
2018-12-06,-0.5291
2018-12-07,0.7979
2018-12-10,-41.9525
2018-12-11,36.8182
2018-12-12,-25.5814
2018-12-13,78.5714
2018-12-14,-9.75
2018-12-17,-47.3684
2018-12-18,65.4737
2018-12-19,-61.1959
2018-12-20,195.082
2018-12-21,-12.2222
2018-12-24,-8.8608
2018-12-26,-6.8056
2018-12-27,6.5574
2018-12-28,-30.0699
2018-12-31,29.5
2019-01-02,3.166
2019-01-03,2.1707
2019-01-04,-1.3553
2019-01-07,1.3739
2019-01-08,0.0
2019-01-09,0.3663
2019-01-10,0.0
2019-01-11,-1.8248
2019-01-15,-33.0855
2019-01-16,44.4444
2019-01-17,2.3077
2019-01-18,0.0
2019-01-22,-0.7519
2019-01-23,0.7576
2019-01-24,-0.3759
2019-01-25,-0.3774
2019-01-28,0.3788
2019-01-29,-1.1320999999999999
2019-01-30,0.0
2019-01-31,-2.6718
2019-02-01,-1.5686
2019-02-04,-0.3984
2019-02-05,-2.0
2019-02-07,0.0
2019-02-08,0.4082
2019-02-11,0.0
2019-02-12,-12.1951
2019-02-13,13.8889
2019-02-14,-17.8862
2019-02-15,21.7822
2019-02-19,0.0
2019-02-20,-26.0163
2019-02-21,0.0
2019-02-22,24.1758
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,-0.885
2019-03-04,0.0
2019-03-05,-0.4464
2019-03-06,0.0
2019-03-07,-0.4484
2019-03-08,-2.0721
2019-03-11,1.5179
2019-03-12,-1.2234
2019-03-13,12.844
2019-03-14,0.0
2019-03-15,-1.626
2019-03-18,3.3058
2019-03-19,-20.0
2019-03-20,-2.4
2019-03-21,-13.9344
2019-03-22,45.2381
2019-03-25,-30.3279
2019-03-26,45.8824
2019-03-27,-4.0323
2019-03-28,-7.1849
2019-03-29,-28.4744
2019-04-01,13.9241
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-08,26.6667
2019-04-09,0.0
2019-04-10,-6.807
2019-04-11,7.3042
2019-04-12,-1.4035
2019-04-15,8.5409
2019-04-16,0.8197
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,57.7236
2019-04-23,0.0
2019-04-24,79.3814
2019-04-25,0.2874
2019-04-26,0.2865
2019-04-29,0.5714
2019-04-30,0.0
2019-05-01,-2.6563
2019-05-02,-12.4471
2019-05-03,33.3333
2019-05-06,0.0
2019-05-07,-12.5
2019-05-08,-0.1429
2019-05-09,0.1431
2019-05-10,14.2857
2019-05-13,-7.4625
2019-05-14,-38.9437
2019-05-15,65.9292
2019-05-16,0.0
2019-05-17,-3.7333
2019-05-21,-0.277
2019-05-22,3.6111
2019-05-23,0.2681
2019-05-24,0.2674
2019-05-28,-0.1333
2019-05-29,0.1335
2019-05-30,0.0
2019-05-31,-0.1333
2019-06-03,0.1335
2019-06-04,0.0
2019-06-06,0.0
2019-06-07,-2.6452999999999998
2019-06-10,2.7172
2019-06-11,6.6667
2019-06-13,0.0
2019-06-17,0.0
2019-06-18,-2.5
2019-06-19,-5.0897
2019-06-20,8.0643
2019-06-21,-0.25
2019-06-24,0.2506
2019-06-25,-15.275
2019-06-26,18.0289
2019-06-27,-12.5
2019-06-28,14.1429
2019-07-02,0.1252
2019-07-03,-0.25
2019-07-05,-4.6366
2019-07-08,5.1248
2019-07-09,-7.5
2019-07-10,0.0
2019-07-11,-2.4324
2019-07-15,-5.8172
2019-07-16,-5.8824
2019-07-17,40.625
2019-07-18,-20.0
2019-07-19,-5.5556
2019-07-22,-5.8824
2019-07-23,17.6719
2019-07-24,3.3063000000000002
2019-07-26,-2.3136
2019-07-29,18.4211
2019-07-30,-17.7778
2019-07-31,2.7027
2019-08-01,-10.526299999999999
2019-08-02,11.7647
2019-08-05,-10.526299999999999
2019-08-06,8.6765
2019-08-08,-2.5709999999999997
2019-08-09,11.1111
2019-08-12,17.5
2019-08-13,-4.4681
2019-08-14,4.6771
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,-14.8936
2019-08-21,0.0
2019-08-22,5.0
2019-08-23,-4.7619
2019-08-26,5.0
2019-08-27,-0.2381
2019-08-28,-2.8353
2019-08-29,0.7074
2019-08-30,0.0
2019-09-03,-0.122
2019-09-04,-2.5641
2019-09-05,0.2506
2019-09-06,-2.5
2019-09-09,-0.3282
2019-09-10,2.6446
2019-09-11,-0.5013
2019-09-12,-0.5038
2019-09-16,-2.2886
2019-09-20,1.5649
2019-09-23,0.0
2019-09-24,-3.0612
2019-09-25,2.6316
2019-09-26,-23.3333
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,28.5953
2019-10-02,-2.7724
2019-10-03,3.7877
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,-0.2577
2019-10-09,-2.0672
2019-10-10,-21.6359
2019-10-11,24.5791
2019-10-14,8.1081
2019-10-15,-1.25
2019-10-16,-5.3165
2019-10-17,-1.0695000000000001
2019-10-18,0.0
2019-10-21,-0.8108
2019-10-22,0.8174
2019-10-25,-21.2973
2019-10-28,27.0604
2019-10-29,2.2973
2019-10-30,-10.3303
2019-10-31,8.132
2019-11-01,0.2725
2019-11-04,-0.5435
2019-11-05,-2.459
2019-11-07,1.9607999999999999
2019-11-08,-1.9231
2019-11-11,-1.9607999999999999
2019-11-12,-0.5714
2019-11-13,2.2989
2019-11-14,0.2809
2019-11-15,-2.2409
2019-11-18,2.0057
2019-11-19,0.0
2019-11-20,-0.5618
2019-11-21,12.1469
2019-11-22,-10.0756
2019-11-25,10.6443
2019-11-26,0.0
2019-11-27,-1.3924
2019-11-29,1.6688
2019-12-03,-19.1919
2019-12-04,3.7813
2019-12-05,5.0888
2019-12-06,2.2923
2019-12-09,-7.563
2019-12-10,8.1818
2019-12-11,6.4426
2019-12-12,-13.1579
2019-12-13,14.5455
2019-12-16,-11.0159
2019-12-17,8.366
2019-12-18,-10.0137
2019-12-19,-15.7927
2019-12-20,-4.7791
2019-12-23,14.0684
2019-12-24,16.6667
2019-12-26,2.5714
2019-12-27,-30.3621
2019-12-30,31.8
2019-12-31,3.4901
2020-01-03,-4.6921
2020-01-06,-4.6154
2020-01-07,4.8387
2020-01-08,10.461500000000001
2020-01-09,0.0
2020-01-10,-6.7688
2020-01-13,-4.5414
2020-01-14,-0.1565
2020-01-15,-5.9561
2020-01-16,-0.3333
2020-01-17,-6.3545
2020-01-21,-0.3571
2020-01-23,-17.5627
2020-01-24,0.0
2020-01-27,-13.0435
2020-01-28,-2.475
2020-01-29,2.5378
2020-01-31,-25.0
2020-02-03,63.5
2020-02-04,-18.8583
2020-02-05,50.7538
2020-02-06,-17.0
2020-02-07,0.4016
2020-02-10,-0.2
2020-02-12,-0.6012
2020-02-13,-0.4032
2020-02-14,0.0
2020-02-18,-2.834
2020-02-19,-10.0
2020-02-20,10.1852
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,-11.7647
2020-02-26,-10.0
2020-02-27,26.9841
2020-02-28,0.0
2020-03-03,-0.4167
2020-03-04,-0.2092
2020-03-05,0.2096
2020-03-06,-2.5105
2020-03-10,-11.1588
2020-03-11,-9.2995
2020-03-12,-9.9867
2020-03-13,-1.7751000000000001
2020-03-16,2.4096
2020-03-17,17.0588
2020-03-18,-8.6683
2020-03-19,11.6919
2020-03-20,2.1576
2020-03-23,10.4253
2020-03-24,0.4367
2020-03-25,0.8696
2020-03-26,-12.5
2020-03-27,14.7783
2020-03-30,2.5751
2020-03-31,-2.9289
2020-04-01,-5.1724
2020-04-03,0.0
2020-04-06,4.0909
2020-04-07,-4.8035
2020-04-08,-8.2569
2020-04-09,-0.5
2020-04-13,0.5025
2020-04-14,0.0
2020-04-15,-29.6
2020-04-16,40.625
2020-04-21,0.5051
2020-04-24,0.0
2020-04-27,-0.5025
2020-04-29,0.0
2020-05-01,0.5051
2020-05-05,0.0
2020-05-06,-4.5226
2020-05-07,4.7368
2020-05-08,0.0
2020-05-11,-0.5025
2020-05-12,0.0
2020-05-13,0.5051
2020-05-15,0.0
2020-05-18,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-0.5025
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,-1.5152
2020-05-29,2.0513
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,-0.5025
2020-06-05,0.5051
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,0.0
2020-06-11,-4.5226
2020-06-12,36.5789
2020-06-15,15.2216
2020-06-16,0.0
2020-06-17,-0.3344
2020-06-18,-3.0201
2020-06-19,0.0
2020-06-23,0.0
2020-06-24,-0.692
2020-06-25,0.0
2020-06-26,0.3484
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,-0.3472
2020-07-02,0.0
2020-07-06,-23.3449
2020-07-07,13.8636
2020-07-08,-12.1756
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,-4.5455
2020-07-17,4.2857
2020-07-21,31.0502
2020-07-22,-0.3484
2020-07-23,-2.7972
2020-07-24,3.9568
2020-07-27,-30.7958
2020-07-28,9.0
2020-07-29,-15.5734
2020-07-30,14.0994
2020-07-31,0.0
