ticker,AEYE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-04-29,25.0
2013-04-30,-7.8571
2013-05-01,-6.9767
2013-05-02,-8.3333
2013-05-03,0.0
2013-05-06,3.6364
2013-05-07,-12.2807
2013-05-08,0.0
2013-05-09,-35.0
2013-05-10,38.4615
2013-05-13,-15.5556
2013-05-14,23.6842
2013-05-15,-8.5106
2013-05-16,17.4419
2013-05-17,-1.9802
2013-05-20,-4.0404
2013-05-21,-14.7368
2013-05-22,-7.4074
2013-05-23,-12.0
2013-05-24,30.303
2013-05-30,-6.9767
2013-05-31,-12.5
2013-06-03,-7.1429
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,-7.6923
2013-06-07,6.6667
2013-06-11,-6.25
2013-06-12,11.6667
2013-06-13,-10.4478
2013-06-14,0.0
2013-06-17,0.0
2013-06-18,-25.0
2013-06-19,11.1111
2013-06-20,10.0
2013-06-21,-9.2727
2013-06-24,-39.8798
2013-06-25,13.3333
2013-06-26,17.6103
2013-06-27,17.5367
2013-06-28,-14.8936
2013-07-01,5.0
2013-07-02,-2.3810000000000002
2013-07-03,2.439
2013-07-05,28.5714
2013-07-08,-11.1111
2013-07-10,4.1667
2013-07-11,-10.0
2013-07-12,0.0
2013-07-15,0.0
2013-07-16,13.3333
2013-07-17,0.0
2013-07-18,-15.6863
2013-07-19,-11.6279
2013-07-22,5.2632
2013-07-23,-7.5
2013-07-24,-5.3716
2013-07-25,8.5327
2013-07-26,-7.8947
2013-07-29,0.0
2013-07-30,1.4285999999999999
2013-07-31,-1.4085
2013-08-01,17.1429
2013-08-02,14.6341
2013-08-05,2.1277
2013-08-06,-10.4167
2013-08-07,4.6512
2013-08-08,-11.1111
2013-08-09,2.5
2013-08-12,-12.1951
2013-08-13,22.2222
2013-08-14,-6.8182
2013-08-15,-12.1646
2013-08-16,13.8494
2013-08-19,-2.439
2013-08-20,-2.5
2013-08-21,21.7949
2013-08-22,-5.2632
2013-08-23,6.5556
2013-08-26,-4.171
2013-08-27,-23.7894
2013-08-28,45.6363
2013-08-29,-11.7892
2013-08-30,0.4724
2013-09-03,10.6195
2013-09-04,-5.975
2013-09-05,12.736
2013-09-06,-11.3208
2013-09-09,9.8936
2013-09-10,-5.1307
2013-09-11,-1.0204
2013-09-12,-15.4381
2013-09-13,21.9141
2013-09-16,-16.0
2013-09-17,11.7857
2013-09-18,-6.9223
2013-09-19,-2.2883
2013-09-20,-1.6393
2013-09-23,-0.0298
2013-09-24,2.4114
