ticker,SPFI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-09,1.2
2019-05-10,1.8069
2019-05-13,-0.721
2019-05-14,0.5587
2019-05-15,-0.3333
2019-05-16,0.1115
2019-05-17,-1.2248999999999999
2019-05-20,2.3112
2019-05-21,1.1019
2019-05-22,-0.1635
2019-05-23,-1.2555
2019-05-24,0.4975
2019-05-28,-3.6854
2019-05-29,-0.2856
2019-05-30,-2.8637
2019-05-31,3.4788
2019-06-03,1.7664
2019-06-04,0.7279
2019-06-05,2.279
2019-06-06,-3.4783
2019-06-07,-1.5766
2019-06-10,0.6293
2019-06-11,-0.398
2019-06-12,0.0571
2019-06-13,2.51
2019-06-14,0.0556
2019-06-17,-0.6118
2019-06-18,-0.8954
2019-06-19,-0.6211
2019-06-20,-0.5682
2019-06-21,-1.3714
2019-06-24,-1.2167
2019-06-25,-1.0557
2019-06-26,-0.7113
2019-06-27,-2.0299
2019-06-28,0.5484
2019-07-01,1.5152
2019-07-02,0.7761
2019-07-03,-0.8886
2019-07-05,1.4943
2019-07-08,0.1178
2019-07-09,1.3529
2019-07-10,0.5223
2019-07-11,0.4619
2019-07-12,1.7816
2019-07-15,1.0164
2019-07-16,-0.3913
2019-07-17,0.1684
2019-07-18,-0.4482
2019-07-19,-1.9696
2019-07-22,0.2296
2019-07-23,1.6609
2019-07-24,-0.4515
2019-07-25,-0.0567
2019-07-26,0.1134
2019-07-29,0.3966
2019-07-30,-1.8058999999999998
2019-07-31,0.3161
2019-08-01,-0.1432
2019-08-02,0.2869
2019-08-05,-2.746
2019-08-06,1.0
2019-08-07,-0.9901
2019-08-08,0.0
2019-08-09,-0.7647
2019-08-12,-1.4819
2019-08-13,1.083
2019-08-14,-4.7024
2019-08-15,-0.7495
2019-08-16,0.6923
2019-08-19,1.75
2019-08-20,-0.0614
2019-08-21,-1.6595
2019-08-22,0.0
2019-08-23,-0.0625
2019-08-26,1.5635
2019-08-27,-0.1847
2019-08-28,0.1234
2019-08-29,3.4504
2019-08-30,-2.561
2019-09-03,-1.8949
2019-09-04,2.1184
2019-09-05,-0.2441
2019-09-06,-0.1835
2019-09-09,1.1029
2019-09-10,-2.1212
2019-09-11,2.1672
2019-09-12,1.4545
2019-09-13,2.7479
2019-09-16,-1.1047
2019-09-17,-4.4092
2019-09-18,0.5535
2019-09-19,-0.9174
2019-09-20,1.8519
2019-09-23,-1.5152
2019-09-24,0.3077
2019-09-25,0.5521
2019-09-26,-0.061
2019-09-27,-0.3663
