ticker,SPFI US Equity
2019-09-30,-0.1225
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,1.1043
2019-10-04,-1.0922
2019-10-07,-1.7178
2019-10-08,1.1236
2019-10-09,-0.1852
2019-10-10,-0.1237
2019-10-11,0.805
2019-10-14,-0.43
2019-10-15,-0.3701
2019-10-16,1.7337
2019-10-17,-1.7042000000000002
2019-10-18,2.1053
2019-10-21,-0.0606
2019-10-22,-1.4563
2019-10-23,-0.8621
2019-10-24,7.1429
2019-10-25,-2.8406000000000002
2019-10-28,1.315
2019-10-29,0.826
2019-10-30,1.2873
2019-10-31,-3.2351
2019-11-01,1.791
2019-11-04,-0.3519
2019-11-05,0.5886
2019-11-06,1.2873
2019-11-07,0.4044
2019-11-08,0.6904
2019-11-11,-0.8571
2019-11-12,0.0
2019-11-13,1.2104
2019-11-14,3.3599
2019-11-15,4.022
2019-11-18,0.6356
2019-11-19,0.1053
2019-11-20,-0.4206
2019-11-21,0.0
2019-11-22,0.2112
2019-11-25,-0.5796
2019-11-26,0.0
2019-11-27,-0.5829
2019-11-29,1.1727
2019-12-02,-1.1064
2019-12-03,0.8524
2019-12-04,0.4754
2019-12-05,-0.4206
2019-12-06,2.0063
2019-12-09,-0.207
2019-12-10,2.3859
2019-12-11,0.4559
2019-12-12,-0.353
2019-12-13,0.0
2019-12-16,-0.5567
2019-12-17,1.6794
2019-12-18,3.5035
2019-12-19,-1.0155
2019-12-20,1.661
2019-12-23,-0.2883
2019-12-24,0.6747
2019-12-26,1.1967
2019-12-27,-0.8515
2019-12-30,0.1908
2019-12-31,-0.619
2020-01-02,0.6229
2020-01-03,-0.2381
2020-01-06,-0.4296
2020-01-07,-0.2397
2020-01-08,0.5286
2020-01-09,-0.1434
2020-01-10,0.1436
2020-01-13,-1.2906
2020-01-14,1.1622
2020-01-15,-0.6223
2020-01-16,0.3372
2020-01-17,0.4801
2020-01-21,0.0
2020-01-22,-0.6689
2020-01-23,0.962
2020-01-24,1.5722
2020-01-27,2.3485
2020-01-28,-0.3212
2020-01-29,-0.7827
2020-01-30,-0.232
2020-01-31,1.1628
2020-02-03,-0.1839
2020-02-04,-1.9346
2020-02-05,1.2212
2020-02-06,0.1856
2020-02-07,-0.9264
2020-02-10,-0.8415
2020-02-11,0.33
2020-02-12,-1.2688
2020-02-13,-0.7139
2020-02-14,-0.815
2020-02-18,1.16
2020-02-19,-0.5733
2020-02-20,0.4325
2020-02-21,-0.1914
2020-02-24,-0.7191
2020-02-25,-1.0623
2020-02-26,0.0488
2020-02-27,-2.2439
2020-02-28,-0.0499
2020-03-02,-0.5991
2020-03-03,-5.1231
2020-03-04,0.0
2020-03-05,-8.8936
2020-03-06,4.0093
2020-03-09,-12.905
2020-03-10,2.6299
2020-03-11,7.75
2020-03-12,-6.9606
2020-03-13,5.0499
2020-03-16,-13.5905
2020-03-17,3.7088
2020-03-18,-3.3113
2020-03-19,-4.4521
2020-03-20,5.7348
2020-03-23,-8.0678
2020-03-24,11.5044
2020-03-25,1.7196
2020-03-26,2.4057
2020-03-27,-21.9683
2020-03-30,20.0163
2020-03-31,5.0169
2020-04-01,-17.1078
2020-04-02,0.4673
2020-04-03,-4.5736
2020-04-06,9.4232
2020-04-07,-1.3363
2020-04-08,3.3108
2020-04-09,14.3481
2020-04-13,-15.8599
2020-04-14,-5.5261
2020-04-15,-5.4487
2020-04-16,5.678
2020-04-17,4.2501999999999995
2020-04-20,-4.0769
2020-04-21,-5.3729
2020-04-22,1.2711999999999999
2020-04-23,-2.0921
2020-04-24,0.2564
2020-04-27,6.8376
2020-04-28,8.48
2020-04-29,3.2448
2020-04-30,-11.2143
2020-05-01,2.8962
2020-05-04,0.86
2020-05-05,-2.7907
2020-05-06,-5.1037
2020-05-07,1.7647
2020-05-08,6.7713
2020-05-11,-1.7788
2020-05-12,-7.0866
2020-05-13,4.0678
2020-05-14,-2.7687
2020-05-15,0.0838
2020-05-18,4.1841
2020-05-19,-1.6867
2020-05-20,5.3922
2020-05-21,-1.7829000000000002
2020-05-22,0.7893
2020-05-26,2.9757
2020-05-27,8.365
2020-05-28,-7.2982
2020-05-29,-0.0757
2020-06-01,-5.3788
2020-06-02,1.3611
2020-06-03,10.9795
2020-06-04,-0.9964
2020-06-05,3.4508
2020-06-08,5.9764
2020-06-09,-1.6393
2020-06-10,-3.2667
2020-06-11,-10.5445
2020-06-12,-1.4638
2020-06-15,4.5348
2020-06-16,6.9559
2020-06-17,-5.1748
2020-06-18,1.1799
2020-06-19,2.1137
2020-06-22,-2.9979
2020-06-23,-0.5151
2020-06-24,-6.213
2020-06-25,5.6782
2020-06-26,-6.7164
2020-06-29,10.0
2020-06-30,3.5636
2020-07-01,1.8258
2020-07-02,-5.7241
2020-07-06,-3.1456
2020-07-07,-3.7763999999999998
2020-07-08,4.7096
2020-07-09,-4.9475
2020-07-10,3.3123
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,1.2977
2020-07-16,-0.2261
2020-07-17,-1.0574
2020-07-20,0.229
2020-07-21,2.818
2020-07-22,-1.1852
2020-07-23,-0.9745
2020-07-24,-1.9682
2020-07-27,2.0898
2020-07-28,-1.0614
2020-07-29,1.0728
2020-07-30,4.2456
2020-07-31,-2.8364000000000003
