ticker,EPZM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-31,53.2667
2013-06-03,21.7486
2013-06-04,-4.323
2013-06-05,-3.9208
2013-06-06,-0.2332
2013-06-07,1.2854999999999999
2013-06-10,-0.7692
2013-06-11,-3.3333
2013-06-12,-4.4908
2013-06-13,-4.2821
2013-06-14,-2.0614
2013-06-17,10.6583
2013-06-18,0.0405
2013-06-19,5.178
2013-06-20,-0.7308
2013-06-21,1.8984999999999999
2013-06-24,4.7529
2013-06-25,-2.2142
2013-06-26,0.0742
2013-06-27,2.2255
2013-06-28,2.0682
2013-07-01,6.47
2013-07-02,2.1369
2013-07-03,-0.1635
2013-07-05,-0.4912
2013-07-08,14.281
2013-07-09,6.5361
2013-07-10,-2.7297000000000002
2013-07-11,0.0278
2013-07-12,3.0
2013-07-15,8.3333
2013-07-16,8.5387
2013-07-17,-2.0872
2013-07-18,0.0703
2013-07-19,-9.2931
2013-07-22,-10.6581
2013-07-23,-0.8088
2013-07-24,2.2132
2013-07-25,-1.3105
2013-07-26,-5.1963
2013-07-29,-3.715
2013-07-30,8.3808
2013-07-31,5.3399
2013-08-01,-0.554
2013-08-02,0.2507
2013-08-05,4.0289
2013-08-06,-3.125
2013-08-07,1.2407
2013-08-08,-1.7157
2013-08-09,-2.7154
2013-08-12,-5.2407
2013-08-13,-1.5329000000000002
2013-08-14,2.0757
2013-08-15,-6.878
2013-08-16,0.6423
2013-08-19,-14.0715
2013-08-20,6.0899
2013-08-21,-1.4351
2013-08-22,4.0483
2013-08-23,-0.7167
2013-08-26,2.2688
2013-08-27,-5.7479
2013-08-28,4.03
2013-08-29,-1.0627
2013-08-30,-3.8462
2013-09-03,1.045
2013-09-04,5.5991
2013-09-05,0.4728
2013-09-06,0.4034
2013-09-09,6.3274
2013-09-10,3.6524
2013-09-11,3.2503
2013-09-12,-3.0009
2013-09-13,-0.9099
2013-09-16,0.3061
2013-09-17,1.9224999999999999
2013-09-18,5.6287
2013-09-19,3.8832
2013-09-20,-2.2374
2013-09-23,1.0327
2013-09-24,-0.9392
2013-09-25,3.5694
2013-09-26,3.0156
2013-09-27,3.2671
2013-09-30,1.2402
2013-10-01,2.875
2013-10-02,0.4131
2013-10-03,-3.1946
2013-10-04,-1.8
2013-10-07,-0.1273
2013-10-08,-3.1354
2013-10-09,-7.8684
2013-10-10,6.1125
2013-10-11,-3.4993
2013-10-14,-0.0837
2013-10-15,-4.4389
2013-10-16,4.7911
2013-10-17,2.8715
