ticker,OMPS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-01-15,1100.0
2003-07-14,-8.3333
2003-11-28,-90.9091
2004-02-02,920.0
2004-02-26,96.0784
2004-03-01,-80.0
2004-05-17,225.0
2004-05-18,-76.9231
2004-07-20,0.0
2004-07-27,0.0
2004-07-30,100.0
2004-11-05,-43.3333
2004-12-21,-41.1765
2005-03-28,100.0
2005-05-26,25.0
2005-07-13,60.0
2005-09-15,125.0
2006-02-02,-72.2222
2006-02-03,-16.0
2006-02-06,-9.5238
2006-02-14,31.5789
2006-02-16,-8.0
2006-04-19,8.6957
2006-05-10,-40.0
2006-05-17,0.0
2006-06-05,33.3333
2006-06-06,0.0
2006-06-09,-25.0
2006-06-12,0.0
2006-06-13,0.0
2006-06-27,6.6667
2006-12-05,56.25
2006-12-13,0.0
2006-12-15,-20.0
2006-12-18,0.0
2006-12-19,-45.0
2006-12-20,81.8182
2007-01-17,-25.0
2007-01-18,0.0
2007-01-19,0.0
2007-01-22,0.0
2007-02-01,0.0
2007-02-08,0.0
2007-02-14,0.0
2007-02-23,0.0
2007-03-13,0.0
2007-04-30,33.3333
2007-07-06,0.0
2007-07-16,-50.0
2007-08-21,-50.0
2007-10-03,40.0
2008-01-14,185.7143
2008-02-20,175.0
2008-02-29,-9.0909
2008-03-03,-20.0
2008-05-06,-16.6667
2008-05-08,50.0
2008-05-20,-36.3333
2008-05-21,30.8901
2008-05-29,-16.0
2008-06-02,0.0
2008-06-03,14.2857
2008-06-09,-15.0
2008-06-16,22.549
2008-06-18,0.0
2008-07-07,12.8
2008-07-14,-4.2553
2008-07-23,-11.1111
2008-08-08,0.0
2008-09-17,-37.5
2008-09-19,33.3333
2008-09-26,-29.0
2008-10-02,-1.4085
2008-10-14,0.0
2008-10-20,-27.1429
2008-10-21,37.2549
2008-10-24,-25.7143
2008-12-04,0.0
2008-12-12,0.0
2009-01-16,-3.8462
2009-02-03,0.0
2009-02-24,-70.0
2009-03-03,0.0
2009-03-05,33.3333
2010-01-25,-97.5
2010-02-01,10100.0
2010-03-05,-86.2745
2010-04-21,257.1429
2010-08-09,-52.0
2010-08-27,0.0
2010-09-30,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-06-28,233.3333
2012-05-21,-75.0
2012-11-20,0.0
2013-01-14,0.0
2013-10-01,0.0
2014-07-11,150.0
2014-07-14,-26.0
2014-07-15,8.1081
2014-07-16,0.0
2014-07-17,10.0
2014-07-18,-9.0909
2014-07-22,-5.0
2014-07-25,0.0
2014-08-06,0.0
2014-08-19,0.0
2014-09-08,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-18,0.0
2014-09-24,0.0
2014-10-03,0.0
2014-12-12,5.2632
2014-12-16,-5.0
2015-03-04,-10.526299999999999
2015-04-01,0.0
2015-04-02,5.8824
2015-08-20,-16.6667
2015-11-19,-16.0
2015-12-02,-0.7937
2015-12-10,-12.0
2015-12-31,-35.4545
2016-03-17,-43.662
2017-02-10,150.0
2017-09-20,0.0
2017-11-22,-55.0
2018-04-04,0.0
2018-06-04,0.0
2019-04-23,0.0
2019-09-27,44.4444
2019-11-13,-7.6923
2019-12-24,-16.6667
2019-12-27,-29.8
2019-12-31,21.0826
2020-01-02,117.6471
2020-01-03,10.8108
2020-01-07,-31.7073
2020-01-08,28.5714
2020-03-20,-11.1111
2020-07-06,-15.625
2020-07-07,25.8519
2020-07-09,62.4485
2020-07-13,0.0
2020-07-15,0.0
2020-07-17,0.0
2020-07-23,-23.913
2020-07-29,-31.4286
