ticker,EMBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-18,1500.0
2000-07-19,-25.0
2000-10-18,0.0
2000-11-14,-87.5
2000-11-17,0.0
2000-11-22,-15.3333
2000-12-15,-52.7559
2000-12-20,-25.0
2000-12-29,100.0
2001-02-14,-85.8889
2001-02-15,0.0
2001-03-08,146.063
2001-03-12,50.0
2001-03-27,-69.0667
2001-03-30,37.931
2001-04-05,0.0
2001-04-12,0.0
2001-04-17,100.0
2001-04-18,-12.5
2001-04-24,-42.8571
2001-04-25,-55.0
2001-04-26,0.0
2001-05-24,-11.1111
2001-06-19,-37.5
2001-07-27,100.0
2001-08-03,-85.0
2001-09-26,33.3333
2001-10-31,-75.0
2002-01-17,20.0
2002-03-08,0.0
2002-11-26,-16.6667
2003-07-14,-60.0
2003-12-23,0.0
2004-05-10,0.0
2004-08-25,-93.75
2006-01-17,0.0
2007-06-22,7900.0
2007-07-06,0.0
2007-07-10,800.0
2007-11-20,0.0
2007-11-21,0.0
2008-03-13,-88.8889
2008-07-09,20.0
2008-08-06,0.0
2008-12-10,0.0
2009-02-06,-91.6667
2009-03-31,-81.25
2010-12-14,0.0
2010-12-28,0.0
2010-12-31,0.0
2011-02-08,0.0
2011-10-21,0.0
2012-01-25,2566.6667
2012-03-20,900.0
2012-04-03,-99.0
2012-04-18,7900.0
2012-04-19,0.0
2012-04-20,25.0
2012-04-27,0.0
2012-04-30,20.0
2012-05-02,-16.6667
2012-05-04,0.0
2012-05-08,0.0
2012-05-15,0.0
2012-05-22,20.0
2012-05-24,-33.3333
2012-05-31,12.5
2012-06-01,0.0
2012-06-05,-33.3333
2012-06-12,16.6667
2012-06-13,-14.2857
2012-06-14,-37.7083
2012-06-15,-0.3344
2012-06-18,-30.2013
2012-06-19,-23.0769
2012-06-20,88.75
2012-06-21,-9.9338
2012-06-22,17.647100000000002
2012-06-25,-50.0
2012-06-26,50.0
2012-06-27,-46.6667
2012-06-29,-56.25
2012-07-02,0.0
2012-07-03,0.0
2012-07-05,128.5714
2012-07-06,25.0
2012-07-09,10.0
2012-07-10,18.1818
2012-07-12,-52.4038
2012-07-13,29.2929
2012-07-16,-25.0
2012-07-17,0.0
2012-07-18,-16.6667
2012-07-19,-37.5
2012-07-20,-4.0
2012-07-23,-33.3333
2012-07-24,0.0
2012-07-26,-43.75
2012-07-27,166.6667
2012-07-30,-33.3333
2012-07-31,-18.75
2012-08-01,65.3846
2012-08-02,16.2791
2012-08-03,-32.0
