ticker,SBFM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-12,23.7624
2010-01-13,-19.2
2010-01-15,0.0
2010-01-20,-1.9802
2010-01-22,7.0707
2010-01-26,-10.3774
2010-01-29,11.5789
2010-02-03,-4.717
2010-02-04,-45.5446
2010-02-05,1.8182
2010-05-05,58.9286
2010-05-07,-38.2022
2010-05-10,0.0
2010-05-11,63.6364
2010-05-12,-11.1111
2010-05-13,12.5
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-20,3.3333
2010-05-21,-2.1505
2010-05-25,-2.3077
2010-05-26,6.8616
2010-06-01,-1.0526
2010-06-04,1.0638
2010-06-09,0.0
2010-06-10,-1.0526
2010-06-21,1.0638
2010-06-23,0.0
2010-06-25,2.1053
2010-06-28,0.0
2010-06-29,2.0619
2010-06-30,0.0
2010-07-02,11.1111
2010-07-06,-9.0909
2010-07-07,0.0
2010-07-08,10.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-20,-31.8182
2010-07-21,13.3333
2010-07-23,0.0
2010-07-28,-5.8824
2010-08-03,0.0
2010-08-05,-2.5
2010-08-06,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-26,-5.1282
2010-08-27,-25.6757
2010-09-21,0.0
2010-09-23,36.3636
2010-09-28,4.0
2010-10-05,52.5641
2010-10-06,-28.5714
2010-10-07,0.0
2010-10-13,-5.8824
2010-10-14,12.5
2010-10-15,5.5556
2010-10-18,4.2105
2010-10-19,26.2626
2010-10-20,-16.0
2010-10-21,3.8095
2010-10-22,8.2569
2010-10-25,0.8475
2010-10-28,-3.3613
2010-10-29,-4.3478
2010-11-01,-8.1818
2010-11-03,2.9703
2010-11-09,-4.8077
2010-11-15,-48.4848
2010-11-16,37.2549
2010-11-18,0.0
2010-11-19,-27.1429
2010-11-30,-1.9607999999999999
2010-12-08,30.0
2010-12-10,0.0
2011-01-04,7.6923
2011-01-05,0.0
2011-01-10,0.0
2011-01-11,-21.4286
2011-01-13,27.2727
2011-01-21,-28.5714
2011-01-25,2.0
2011-01-26,-75.4902
2011-01-27,308.0
2011-02-02,7.8431
2011-02-04,0.0
2011-02-07,7.2727
2011-02-16,-33.8983
2011-02-18,53.8462
2011-02-24,-1.6667
2011-02-25,-16.9492
2011-02-28,6.1224
2011-03-01,15.3846
2011-03-02,0.0
2011-03-04,-3.3333
2011-03-09,-17.2414
2011-03-10,22.9167
2011-03-22,-13.5593
2011-03-31,-21.5686
