ticker,ASKH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-07,300.0
2014-02-10,7.1429
2014-02-11,20.0
2014-02-12,-2.7778
2014-02-13,0.0
2014-02-14,2.8571
2014-02-18,-0.1389
2014-02-19,-5.2851
2014-02-20,-4.5521
2014-02-21,7.6923
2014-02-24,9.2857
2014-02-25,-3.9052
2014-02-26,3.3838
2014-02-27,7.8947
2014-02-28,2.439
2014-03-03,-10.7143
2014-03-04,-2.6667
2014-03-05,6.8493
2014-03-06,-5.1282
2014-03-07,-1.4865
2014-03-10,-3.9781
2014-03-11,-4.2857
2014-03-12,4.4776
2014-03-13,1.4285999999999999
2014-03-14,0.0
2014-03-17,-1.4085
2014-03-18,20.0
2014-03-19,-1.1905000000000001
2014-03-20,-3.6145
2014-03-21,-13.75
2014-03-24,-5.7971
2014-03-25,-6.1538
2014-03-26,-4.918
2014-03-27,-3.4483
2014-03-28,-7.3214
2014-03-31,9.8266
2014-04-01,1.7544
2014-04-02,0.0
2014-04-03,11.2069
2014-04-04,-3.876
2014-04-07,-3.2258
2014-04-08,0.1354
2014-04-09,4.5251
2014-04-10,1.8909
2014-04-11,-14.0457
2014-04-14,-7.2727
2014-04-15,-19.6078
2014-04-16,7.3171
2014-04-17,9.0909
2014-04-21,-6.25
2014-04-22,-11.1111
2014-04-23,-22.25
2014-04-24,0.3215
2014-04-25,-29.5272
2014-04-28,18.249
2014-04-29,7.6923
2014-04-30,-14.2857
2014-05-01,-18.75
2014-05-02,-8.7179
2014-05-05,0.0
2014-05-06,-15.7303
2014-05-07,-10.0
2014-05-08,-10.3704
2014-05-09,23.1405
2014-05-12,-13.4228
2014-05-14,-23.2558
2014-05-15,-6.5657
2014-05-16,0.0
2014-05-19,18.9189
2014-05-21,-15.9091
2014-05-22,-1.4865
2014-05-23,4.2524
2014-05-27,-4.0789
2014-05-29,-12.2085
2014-06-02,0.2344
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-12,9.1193
2014-06-13,-8.5714
2014-06-16,-11.875
2014-06-17,-0.7092
2014-06-18,0.0
2014-06-19,0.0
2014-06-23,12.857099999999999
2014-06-24,-5.0633
2014-06-25,-6.6667
2014-06-26,11.4286
2014-06-27,0.0
2014-07-01,0.0
2014-07-02,-22.9167
2014-07-03,8.1081
2014-07-07,-7.6923
2014-07-08,0.0
2014-07-09,-1.6667
2014-07-10,0.0
2014-07-14,-15.0424
2014-07-15,15.7107
2014-07-17,-13.7931
2014-07-18,0.0
