ticker,MRLN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-12,15.357099999999999
2003-11-13,2.7864
2003-11-14,-1.8072
2003-11-17,-0.9202
2003-11-18,0.3096
2003-11-19,0.6173
2003-11-20,0.6135
2003-11-21,0.1829
2003-11-24,-0.1826
2003-11-25,0.3049
2003-11-26,0.9726
2003-11-28,0.2408
2003-12-01,5.4054
2003-12-02,1.4245
2003-12-03,-1.1236
2003-12-04,-2.2727
2003-12-05,-0.814
2003-12-08,-1.9929999999999999
2003-12-09,1.0766
2003-12-10,5.9172
2003-12-11,1.6760000000000002
2003-12-12,-1.3681
2003-12-15,-6.6904
2003-12-16,-6.209
2003-12-17,-4.5194
2003-12-18,3.3333
2003-12-19,-0.7097
2003-12-22,4.3535
2003-12-23,0.5604
2003-12-24,-0.9288
2003-12-26,1.5625
2003-12-29,4.8
2003-12-30,-0.1762
2003-12-31,2.3529
2004-01-02,-1.092
2004-01-05,-5.5782
2004-01-06,-1.5385
2004-01-07,4.9938
2004-01-08,-1.7799
2004-01-09,3.0303
2004-01-12,2.8235
2004-01-13,-0.2288
2004-01-14,-0.2294
2004-01-15,0.5747
2004-01-16,-0.4
2004-01-20,5.5077
2004-01-21,-4.4589
2004-01-22,4.0979
2004-01-23,0.3827
2004-01-26,5.0109
2004-01-27,-0.1556
2004-01-28,-4.2078
2004-01-29,1.9523000000000001
2004-01-30,-0.7979
2004-02-02,-0.0536
2004-02-03,0.4828
2004-02-04,-3.8975
2004-02-05,1.0556
2004-02-06,-1.5943
2004-02-09,-0.3911
2004-02-10,-3.1408
2004-02-11,-1.216
2004-02-12,-1.2309
2004-02-13,-3.2641
2004-02-17,0.0
2004-02-18,1.5951
2004-02-19,2.1135
2004-02-20,3.0751
2004-02-23,0.6311
2004-02-24,0.057
2004-02-25,-0.7407
2004-02-26,-2.4168
2004-02-27,-0.0529
2004-03-01,-0.412
2004-03-02,-1.4184
2004-03-03,0.1199
2004-03-04,0.8383
2004-03-05,-2.1971
2004-03-08,-1.0322
2004-03-09,-2.5766999999999998
2004-03-10,0.4408
2004-03-11,-2.1317
2004-03-12,2.4343
2004-03-15,-6.1914
2004-03-16,1.7332999999999998
2004-03-17,3.211
2004-03-18,1.5873
2004-03-19,-1.5625
2004-03-22,1.5873
2004-03-23,1.3125
2004-03-24,0.2468
2004-03-25,0.0
2004-03-26,-0.9231
2004-03-29,1.8012000000000001
2004-03-30,-0.122
2004-03-31,1.7715
2004-04-01,-0.3601
2004-04-02,-0.6024
