ticker,TALC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-14,28471.4286
2000-09-27,-99.6
2001-10-16,0.0
2002-06-04,0.0
2002-07-10,-87.5
2003-11-21,700.0
2004-06-03,-87.5
2006-03-22,700.0
2006-05-15,24900.0
2006-05-17,-96.0
2006-10-09,-90.0
2006-12-05,0.0
2007-01-03,0.0
2007-01-10,0.0
2007-04-02,0.0
2007-04-27,0.0
2007-09-26,0.0
2007-12-17,0.0
2007-12-28,0.0
2008-09-16,400.0
2008-09-25,-76.25
2008-10-14,742.1053
2009-04-14,-98.125
2009-07-30,0.0
2009-09-10,-33.3333
2009-11-25,183900.0
2010-03-24,-99.837
2010-04-01,7900.0
2010-04-05,66.6667
2010-04-07,20.0
2010-04-08,0.0
2010-04-23,-50.0
2010-04-30,200.0
2010-05-12,0.0
2010-05-14,0.0
2010-05-19,-11.1111
2010-05-20,0.0
2010-05-24,0.0
2010-06-01,-25.0
2010-06-02,0.0
2010-06-11,16.6667
2010-06-14,-42.8571
2010-06-15,67.5
2010-06-16,4.4776
2010-06-24,0.0
2010-07-13,-50.0
2010-07-15,-14.2857
2010-07-23,63.3333
2010-07-26,-18.3673
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,12.5
2010-08-05,0.0
2010-08-10,0.0
2010-08-11,33.3333
2010-08-12,8.3333
2010-08-13,-7.6923
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,-5.0
2010-08-24,-12.2807
2010-08-25,-10.0
2010-08-26,6.6667
2010-08-27,4.1667
2010-08-30,0.0
2010-08-31,40.0
2010-09-01,14.2857
2010-09-02,-37.5
2010-09-03,0.0
2010-09-07,10.0
2010-09-08,0.0
2010-09-10,-9.0909
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,-10.0
2010-09-16,40.0
2010-09-17,-44.4444
2010-09-20,15.7143
2010-09-21,11.1111
2010-09-22,11.1111
2010-09-23,-20.0
2010-09-24,7.5
2010-09-28,2.3256
2010-09-29,-31.8182
2010-09-30,-3.3333
2010-10-01,0.0
2010-10-04,-23.4914
2010-10-05,170.4225
2010-10-06,-50.0
2010-10-07,-16.6667
2010-10-08,-8.0
2010-10-11,-4.3478
2010-10-12,36.3636
2010-10-13,6.6667
2010-10-14,-1.9531
2010-10-15,-23.506
2010-10-18,0.0
2010-10-19,-16.6667
2010-10-20,-10.0
2010-10-22,0.0
2010-10-25,74.3056
2010-10-26,-36.255
