ticker,TALC US Equity
2010-10-27,0.0
2010-10-28,55.0
2010-10-29,27.4194
2010-11-01,13.6076
2010-11-02,11.0028
2010-11-03,4.3915
2010-11-04,-0.2404
2010-11-05,-7.4699
2010-11-08,-16.6667
2010-11-09,10.0
2010-11-10,53.4091
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,-3.7037
2010-11-16,-23.0769
2010-11-17,0.0
2010-11-18,40.0
2010-11-19,-21.4286
2010-11-22,-9.0909
2010-11-23,40.0
2010-11-24,-42.8571
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,62.5
2010-12-01,-46.1538
2010-12-02,82.8571
2010-12-03,-38.2813
2010-12-07,-11.3924
2010-12-08,0.0
2010-12-09,14.2857
2010-12-10,37.5
2010-12-13,-36.3636
2010-12-14,-8.5714
2010-12-15,-6.25
2010-12-20,86.6667
2010-12-23,-41.0714
2010-12-27,6.0606
2010-12-28,-8.5714
2010-12-29,50.0
2010-12-31,-12.5
2011-01-03,7.1429
2011-01-04,-33.3333
2011-01-05,26.25
2011-01-06,5.2805
2011-01-07,25.3918
2011-01-13,-32.25
2011-01-14,-40.9594
2011-01-18,50.0
2011-01-21,0.0
2011-01-25,16.6667
2011-01-26,14.2857
2011-01-31,-24.6875
2011-02-01,-36.9295
2011-02-02,5.2632
2011-02-03,-10.0
2011-02-10,-11.1111
2011-02-15,0.0
2011-02-17,25.0
2011-02-18,0.0
2011-02-22,-50.0
2011-02-23,0.0
2011-02-28,0.0
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-08,-28.125
2011-03-09,11.3043
2011-03-11,25.0
2011-03-17,-48.75
2011-03-22,-12.1951
2011-03-24,33.3333
2011-03-28,-50.0
2011-03-31,45.8333
2011-04-07,25.7143
2011-04-12,-27.2727
2011-04-13,-25.0
2011-04-18,16.6667
2011-04-20,-39.2857
2011-04-21,2.9412000000000003
2011-04-25,5.7143
2011-04-26,51.3514
2011-04-28,0.0
2011-05-04,0.0
2011-05-09,-25.0
2011-05-13,0.0
2011-05-17,0.0
2011-05-23,0.0
2011-06-03,-19.0476
2011-06-06,-5.8824
2011-06-09,0.0
2011-07-08,25.0
2011-08-25,20.0
2011-08-29,133.3333
2011-08-30,42.8571
2011-09-13,-45.0
2011-09-15,12.5
2011-10-05,-65.6566
2011-10-11,-5.8824
2011-10-12,-25.0
2011-10-13,-20.8333
2011-10-20,57.8947
2011-10-24,0.0
2011-11-01,-46.6667
2011-11-09,-68.75
2011-11-11,100.0
2011-11-23,220.0
2011-12-01,-68.75
2011-12-07,-40.0
2012-02-09,300.0
2012-04-24,-25.0
2012-04-27,5.5556
2012-05-04,110.5263
2012-05-16,-60.0
2012-05-31,12.5
2012-06-11,0.0
2012-06-13,-27.7778
2012-07-16,0.0
2012-08-23,0.0
2012-09-20,-15.3846
2012-09-21,0.0
2012-09-24,1063.6364
2012-10-15,-91.4063
2012-10-19,0.0
2012-11-28,0.0
2012-12-21,0.0
2012-12-27,-45.4545
2012-12-31,0.0
2013-01-03,-16.6667
2013-03-04,180.0
2013-07-25,71.4286
2013-07-31,-58.3333
2013-08-08,0.0
2013-08-27,60.0
2013-08-30,-68.75
2013-09-23,0.0
2013-10-01,0.0
2013-10-28,0.0
2013-11-06,0.0
2013-12-17,0.0
2014-03-13,100.0
2014-03-14,60.0
2014-03-18,-31.25
2014-03-31,-27.2727
2014-04-01,262.5
2014-04-02,55.1724
2014-04-03,-40.0
2014-04-04,40.7407
2014-04-08,13.1579
2014-04-15,-11.6279
2014-05-08,-57.8947
2014-05-12,100.0
2014-05-15,0.0
2014-05-19,0.0
2014-05-22,-65.625
2014-05-23,190.9091
2014-05-29,0.0
2014-06-04,50.0
2014-06-05,-4.1667
2014-06-06,0.0
2014-06-11,0.0
2014-06-13,-43.4783
2014-06-16,-7.6923
2014-06-19,0.0
2014-06-23,0.0
2014-07-29,0.0
2014-10-02,-8.3333
2014-10-07,-18.1818
2014-11-05,-44.4444
2014-11-06,10.0
2014-11-17,63.6364
2014-12-04,0.0
2014-12-05,-44.4444
2014-12-08,0.0
2015-01-12,0.0
2015-01-16,0.0
2015-02-13,80.0
2015-03-19,-44.4444
2015-03-25,0.0
2015-04-08,0.0
2015-04-28,0.0
2015-05-04,40.0
2015-06-25,-64.2857
2015-07-13,540.0
2015-07-14,15.625
2015-07-15,21.6216
2015-07-17,0.0
2015-07-20,-51.1111
2015-07-21,18.1818
2015-07-22,0.0
2015-07-23,-38.4615
2015-07-24,-50.0
2015-08-18,-25.0
2015-08-31,-16.6667
2015-09-29,320.0
2015-09-30,-61.9048
2015-10-13,-25.0
2015-11-11,0.0
2015-12-21,-50.0
2015-12-22,433.3333
2016-08-01,-31.25
2016-09-01,90.9091
2016-11-23,-76.1905
2016-12-30,0.0
2017-01-26,340.0
2017-01-27,-27.2727
2017-04-21,-68.75
2017-05-31,320.0
2017-08-03,-77.1429
2017-10-06,0.0
2017-10-09,33.3333
2018-01-03,-25.0
2018-01-10,466.6667
2018-05-29,0.0
2018-06-01,0.0
2018-06-21,76.4706
2018-06-22,10.0
2018-06-25,6.0606
2018-06-27,0.0
2018-06-28,-42.8571
2018-07-02,-60.0
2018-07-09,112.5
2018-07-10,76.4706
2018-07-11,0.0
2018-07-12,5.3333
2018-08-06,-11.3924
2018-08-29,-33.9286
2018-08-30,45.9459
2018-12-06,-62.963
2018-12-07,140.0
2018-12-31,-21.25
2019-01-31,0.5291
2019-03-08,31.5789
2019-03-14,0.0
2019-03-15,60.0
2019-05-15,-32.5
2019-05-21,0.0
2019-05-24,10.3704
2019-05-28,11.0067
2019-06-12,-8.3434
2019-07-26,-30.7388
2019-07-29,95.2381
2019-07-30,-2.439
2019-08-07,-12.5
2019-08-13,-14.2857
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,13.3333
2019-08-22,2.9412000000000003
2019-08-30,22.8571
2019-09-20,-6.9767
2019-09-23,0.0
2019-09-25,0.0
2019-09-26,5.0
2019-10-10,-59.5238
2019-10-11,117.6471
2019-10-18,-5.4054
2019-10-31,-14.2857
2019-11-04,16.6667
2019-11-05,64.8571
2019-11-06,-1.2132
2019-11-12,-38.5965
2019-11-13,14.2857
2019-11-21,-50.0
2019-11-22,100.0
2019-12-05,-50.0
2019-12-10,45.0
2019-12-19,67.5862
2020-02-05,-19.7531
2020-02-06,2.5641
2020-03-17,-0.75
2020-05-05,-24.4332
2020-05-12,13.3333
2020-05-13,-11.7647
2020-05-14,33.3333
2020-05-18,25.0
2020-06-17,-19.0
2020-06-22,-24.6914
2020-07-02,-60.6557
2020-07-06,300.0
