ticker,SIGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-30,0.0
2014-10-31,0.0
2014-11-14,0.0
2014-11-17,75.0
2014-11-21,-20.0
2014-11-25,14.2857
2014-11-28,31.25
2014-12-08,0.0
2015-01-02,0.0
2015-01-05,-11.9048
2015-01-16,-32.4324
2015-01-20,20.0
2015-01-23,20.0
2015-01-30,0.0
2015-02-06,-1.6667
2015-02-10,7.3446
2015-02-11,-15.7895
2015-02-12,0.0
2015-02-24,0.0
2015-03-03,-18.75
2015-03-10,7.6923
2015-03-11,0.0
2015-03-12,0.0
2015-03-16,0.0
2015-03-20,7.1429
2015-03-24,0.0
2015-03-26,-53.3333
2015-03-27,42.8571
2015-05-12,9.0
2015-05-18,10.0917
2015-05-19,20.8333
2015-05-20,3.4483
2015-05-21,-12.0
2015-05-22,9.8485
2015-05-27,3.4483
2015-06-12,-2.0
2015-06-16,2.0408
2015-06-25,-0.6667
2015-06-30,0.6711
2015-07-01,0.0
2015-07-07,-40.0
2015-07-08,5.5556
2015-07-17,0.0
2015-08-19,0.0
2015-08-26,5.2632
2015-08-28,1.0
2015-08-31,3.9604
2015-09-01,0.0
2015-09-09,0.0
2015-09-10,0.0
2015-09-17,-9.5238
2015-10-20,-21.0526
2015-10-23,-2.6667
2015-11-03,-30.137
2015-11-12,-11.7647
2015-11-13,-11.1111
2015-11-19,-12.5
2015-12-17,0.0
2016-01-20,-48.5714
2016-01-21,16.6667
2016-01-26,-33.3333
2016-02-02,-28.5714
2016-02-04,30.0
2016-02-26,-34.9038
2016-03-01,18.1684
2016-04-15,-20.0
2016-05-17,25.0
2016-05-20,-20.0
2016-06-14,11.4844
2016-08-05,12.1233
2016-11-04,4.625
2016-11-29,-4.4205
2016-12-13,-20.0
2017-02-16,-31.25
2017-05-15,-9.0909
2017-05-26,100.0
2017-06-02,-55.0
2017-12-15,0.0
2018-01-02,77.7778
2018-01-09,25.0
2018-01-18,-55.0
2018-02-05,5.5556
2018-02-08,-5.2632
2018-04-03,11.1111
2018-04-30,0.0
2018-06-05,100.0
2018-06-29,-25.0
2018-07-02,20.0
2018-07-06,0.0
2018-07-10,13.3333
2018-07-25,-41.1765
2018-08-02,0.0
2018-08-08,116.6667
2018-08-09,-19.2308
2018-08-10,176.1905
2018-08-13,37.931
2018-08-14,-25.0
2018-08-15,-30.0
2018-08-16,-26.1905
2018-08-17,4.8387
2018-08-20,-4.6154
2018-08-21,45.8065
2018-08-22,32.7434
2018-08-23,-59.3333
2018-08-27,14.7541
2018-08-28,0.0
2018-08-29,-21.4286
2018-08-30,27.2727
2018-09-04,-18.3571
2018-09-06,4.9694
2018-09-10,-3.984
2018-09-14,0.0
2018-09-18,-2.7778
2018-09-21,-10.7143
2018-09-25,20.0
2018-09-28,-16.6667
2018-10-02,40.0
2018-10-04,-28.5714
2018-10-15,40.0
2018-10-17,0.0
2018-10-24,-28.5714
2018-10-30,-20.0
2018-11-06,-37.5
2018-11-14,100.0
2018-12-28,-53.5
2019-01-08,115.0538
2019-01-09,42.5
2019-01-11,-15.7895
2019-01-16,16.6667
2019-01-28,0.0
2019-02-04,7.1429
2019-02-27,-6.6667
2019-03-11,-35.7143
2019-03-20,-61.1111
2019-03-28,214.2857
2019-04-02,-34.0909
2019-04-29,148.2759
2019-04-30,0.0
2019-05-03,-16.6667
2019-05-06,-13.3333
2019-05-08,0.0
2019-05-13,-45.3846
2019-06-14,26.7606
2019-06-24,41.7222
2019-06-28,5.8408
2019-07-05,24.4444
2019-07-08,-19.0476
2019-07-15,25.0
2019-07-19,-5.8235
2019-07-26,6.1836
2019-08-12,0.0
2019-08-15,-37.6471
2019-09-09,0.0
2019-09-11,-18.8679
2019-09-12,-2.3256
2019-10-21,0.0
2019-10-28,197.619
2019-10-29,-55.6
2019-10-30,-4.5045
2019-10-31,-23.1132
2019-11-01,59.5092
2019-11-04,-38.4615
2019-11-08,25.0
2019-11-19,0.0
2019-11-27,-20.0
2019-12-19,-24.875
2020-02-10,96.3394
2020-02-11,-32.2034
2020-02-18,50.0
2020-02-27,66.6667
2020-03-03,0.0
2020-03-05,-48.45
2020-03-16,-12.7061
2020-03-17,-22.2222
2020-03-20,1.4285999999999999
2020-03-23,83.0986
2020-03-24,-7.6923
2020-03-25,133.3333
2020-03-27,-50.0
2020-04-13,42.8571
2020-04-21,-30.0
2020-04-22,0.0
2020-04-27,0.0
2020-05-05,28.5714
2020-05-11,11.1111
2020-05-13,-10.0
2020-05-15,11.1111
2020-05-18,-2.25
2020-05-19,-9.2072
2020-05-20,0.5634
2020-05-22,-13.1653
2020-05-28,29.0323
2020-06-02,-1.0
2020-06-03,-11.6162
2020-06-04,-9.1429
2020-06-05,-7.2327
2020-06-08,0.0
2020-06-09,8.4746
2020-06-10,-6.25
2020-06-11,-20.0
2020-06-15,-24.1667
2020-06-16,63.7363
2020-06-18,-11.4094
2020-06-19,12.8788
2020-06-22,-48.9933
2020-06-24,31.5789
2020-06-25,-22.0
2020-06-26,94.8718
2020-06-29,-34.1447
2020-06-30,38.3616
2020-07-01,0.361
2020-07-02,7.9137
2020-07-06,0.0
2020-07-07,-4.0
2020-07-10,-4.1667
2020-07-14,8.6957
2020-07-15,-8.0
2020-07-16,0.0
2020-07-23,15.942
2020-07-30,0.0
2020-07-31,0.0
