ticker,HRDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-12,0.0
2012-01-19,0.0
2012-01-25,0.0
2012-02-09,-98.75
2012-04-10,7900.0
2012-07-12,0.0
2012-11-06,-90.0
2012-11-30,-87.5
2012-12-06,0.0
2012-12-11,700.0
2012-12-21,0.0
2012-12-27,0.0
2013-01-22,900.0
2013-01-23,-90.0
2013-02-19,900.0
2013-02-21,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-03-01,-90.0
2013-04-05,-87.5
2013-05-07,0.0
2013-05-13,79900.0
2013-05-15,-90.0
2013-11-20,-98.75
2013-11-21,0.0
2013-12-18,0.0
2014-04-03,0.0
2014-05-13,0.0
2014-08-19,0.0
2014-08-20,7900.0
2014-08-26,0.0
2014-08-27,0.0
2014-09-05,0.0
2014-09-12,0.0
2014-10-30,-98.75
2014-11-07,0.0
2015-03-09,700.0
2015-07-10,-87.5
2015-11-30,700.0
2015-12-09,-87.5
2015-12-28,700.0
2016-01-19,0.0
2016-02-24,1900.0
2016-03-17,-99.375
2016-05-04,700.0
2016-05-24,-87.5
2016-08-29,0.0
2016-12-07,-68.0
2016-12-21,212.5
2017-05-16,0.0
2018-02-07,-20.0
2018-12-11,-90.0
2018-12-31,-90.0
2019-01-03,9900.0
2019-01-22,-90.0
2019-02-28,900.0
2019-05-14,-99.0
2019-06-21,900.0
2019-07-08,900.0
2019-07-23,0.0
2019-11-22,-99.0
2019-11-25,9900.0
2019-12-03,-99.0
2020-05-13,9900.0
2020-05-20,100.0
