ticker,AQSP US Equity
2014-05-28,-13.2353
2014-05-30,14.9153
2014-06-04,-11.5044
2014-06-05,0.3333
2014-06-06,0.0
2014-06-10,-1.9933999999999998
2014-06-12,-15.2542
2014-06-20,-10.0
2014-06-23,-2.2222
2014-06-25,7.2727
2014-06-30,-2.5423999999999998
2014-07-07,-34.3478
2014-07-08,31.7881
2014-07-10,20.603
2014-07-11,3.75
2014-07-16,-19.6787
2014-07-17,0.0
2014-07-18,25.0
2014-07-21,20.0
2014-07-22,-1.6667
2014-07-24,-44.0678
2014-07-28,80.6061
2014-07-29,-0.3356
2014-08-01,0.3367
2014-08-05,-16.1074
2014-08-08,17.6
2014-08-18,-23.4694
2014-08-26,-8.4444
2014-08-27,-10.1942
2014-09-02,7.5676
2014-09-04,-12.0603
2014-09-12,67.4286
2014-09-23,-32.4232
2014-09-24,-1.0101
2014-10-09,27.551
2014-10-13,0.0
2014-10-15,-20.0
2014-11-03,-12.5
2014-11-04,14.2857
2014-11-24,0.0
2014-12-01,49.5
2014-12-03,33.7793
2014-12-04,51.25
2014-12-05,-9.0909
2014-12-08,0.0
2014-12-09,6.3636
2014-12-10,-14.7009
2014-12-11,-4.8096
2014-12-15,-12.6316
2014-12-16,8.4337
2014-12-18,3.1111
2014-12-19,-23.4914
2014-12-22,-1.4085
2014-12-23,-14.2857
2014-12-26,33.3333
2014-12-31,-50.0
2015-01-02,100.0
2015-01-09,-10.0
2015-01-12,9.7222
2015-01-13,-11.3924
2015-01-14,-2.8571
2015-01-16,2.9412000000000003
2015-01-20,0.0
2015-01-29,-14.2857
2015-02-02,-8.3333
2015-02-03,8.7273
2015-02-04,17.0569
2015-02-05,7.1429
2015-02-06,19.7333
2015-02-10,2.4499
2015-02-11,2.1739
2015-02-12,1.0638
2015-02-13,0.0
2015-02-19,-31.5789
2015-02-20,30.7692
2015-02-26,-5.8824
2015-03-05,-2.5
2015-03-09,-10.2564
2015-03-12,-28.2857
2015-03-13,33.4661
2015-03-16,-1.791
2015-03-17,0.0
2015-03-19,-19.1489
2015-03-20,19.5489
2015-03-23,-5.9748
2015-03-26,-16.0535
2015-03-30,9.5618
2015-03-31,-0.3636
2015-04-01,-3.6496
2015-04-02,-3.4091
2015-04-06,17.647100000000002
2015-04-09,-17.3333
2015-04-10,31.0484
2015-04-20,-8.3077
2015-04-23,-32.8859
2015-04-24,2.5
2015-04-27,21.4634
2015-05-01,-4.0161
2015-05-06,25.1046
2015-05-08,-33.1104
2015-05-12,24.5
2015-06-15,-24.0964
2015-06-16,0.0
2015-06-18,-4.7619
2015-06-19,-1.1111
2015-07-01,1.1236
2015-07-09,-36.1111
2015-07-10,47.8261
2015-07-13,-16.4706
2015-07-15,-3.5211
2015-07-16,2.1898
2015-07-17,0.0
2015-07-22,0.0
2015-07-24,21.4286
2015-07-29,-17.647100000000002
2015-07-30,7.1429
2015-07-31,16.6667
2015-08-03,-19.4286
2015-08-11,24.1135
2015-08-24,-8.5714
2015-08-31,-9.375
2015-10-06,-9.6552
2015-10-07,-0.7634
2015-10-12,0.7692
2015-10-14,-4.5802
2015-10-20,0.0
2015-10-23,-40.0
2015-10-26,33.3333
2015-10-28,0.0
2015-10-30,-15.0
2015-11-03,5.8824
2015-11-20,-16.6667
2015-11-24,0.0
2015-12-04,20.0
2015-12-21,-16.6667
2015-12-28,-28.9333
2016-01-04,68.8555
2016-01-15,-50.0
2016-01-22,-53.3333
2016-02-24,114.2857
2016-03-22,0.0
2016-03-30,0.0
2016-05-16,-26.5556
2016-05-17,-44.1755
2016-05-19,56.0976
2016-05-26,-40.9722
2016-07-14,47.0588
2016-07-27,220.0
2016-07-29,25.0
2016-08-01,160.0
2016-08-02,-23.0769
2016-08-05,37.5
2016-08-08,-38.1818
2016-08-09,-11.7647
2016-08-18,0.0
2016-09-22,-4.6
2016-09-27,-16.1426
2016-09-28,25.0
2016-11-02,0.0
2016-11-03,33.3333
2016-11-04,9.0
2016-11-07,-31.1927
2016-11-29,-33.3333
2016-11-30,0.0
2016-12-20,0.0
2016-12-30,0.0
2017-01-04,0.0
2017-02-02,10.0
2017-02-03,-9.0909
2017-02-10,-48.0
2017-02-24,53.8462
2017-03-20,-31.25
2017-03-21,0.0
2017-03-28,0.0
2017-03-31,81.8182
2017-04-17,-45.0
2017-04-18,81.8182
2017-04-20,-40.0
2017-05-10,-8.3333
2017-05-11,9.0909
2017-06-08,8.3333
2017-06-15,0.0
2017-06-16,-15.3846
2017-07-11,0.0
2017-08-22,-18.1818
2017-08-29,0.0
2017-09-13,-11.1111
2017-10-04,0.0
2017-10-06,33.75
2017-10-30,-25.2336
2017-11-06,66.25
2017-12-19,-35.2632
2018-01-18,-19.0941
2018-02-05,-13.8674
2018-02-27,0.0
2018-03-06,0.0
2018-05-18,-16.6667
2018-06-07,-40.0
2018-06-15,33.3333
2018-07-03,0.0
2018-07-12,0.0
2018-07-16,45.0
2018-07-20,60.6897
2018-08-16,-46.3519
2018-09-21,8.0
2018-10-02,0.0
2018-10-03,114.4444
2018-10-05,13.9896
2018-10-11,6.0606
2018-10-12,25.7143
2018-10-16,13.6364
2018-10-17,-15.0
2018-10-18,0.0
2018-10-25,76.4706
2018-10-26,0.0
2018-11-01,-6.6667
2018-11-07,7.1429
2018-11-08,0.0
2018-11-09,16.6667
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,2.8571
2018-11-15,0.0
2018-11-21,-22.2222
2018-11-27,21.4286
2018-11-28,-23.5294
2018-11-29,3.8462
2018-12-06,-7.4074
2018-12-07,24.0
2018-12-10,-3.2258
2018-12-13,-17.3333
2018-12-18,20.9677
2018-12-24,0.0
2018-12-26,-3.0
2019-01-22,-1.7182
2019-01-23,4.8951
2019-01-24,16.6667
2019-02-01,-20.0
2019-02-14,7.1429
2019-02-20,16.6667
2019-02-21,0.0
2019-02-26,-5.1429
2019-03-01,5.4217
2019-03-04,-5.7143
2019-03-05,-14.5455
2019-03-06,-0.7092
2019-03-07,0.0
2019-03-13,-6.4286
2019-03-14,13.7405
2019-04-02,10.7383
2019-04-05,0.0
2019-04-09,6.0606
2019-04-10,2.8571
2019-04-11,2.7778
2019-04-17,0.0
2019-04-30,56.7568
2019-05-01,-44.1379
2019-05-02,29.6296
2019-05-03,0.0
2019-05-07,9.5238
2019-05-10,-13.0435
2019-05-13,0.0
2019-05-20,5.0
2019-05-22,19.0476
2019-05-23,-2.0
2019-05-24,0.0
2019-05-28,80.0
2019-05-29,-20.4082
2019-05-30,12.5356
2019-05-31,21.2658
2019-06-03,24.2171
2019-06-04,20.0
2019-06-05,7.1429
2019-06-06,3.268
2019-06-07,5.0633
2019-06-10,62.6506
2019-06-11,-45.1852
2019-06-12,4.5946
2019-06-13,-2.4548
2019-06-14,-16.5563
2019-06-17,-4.7619
2019-06-21,5.0
2019-06-24,26.9841
2019-06-25,0.0
2019-06-26,-4.375
2019-06-27,-8.4967
2019-06-28,7.1429
2019-07-01,4.6667
2019-07-02,1.2739
2019-07-03,1.3836
2019-07-08,5.4591
2019-07-09,11.7647
2019-07-10,1.0526
2019-07-11,4.1667
2019-07-12,-10.5
2019-07-15,13.9665
2019-07-16,-11.7647
2019-07-17,0.0
2019-07-18,1.6667
2019-07-19,-27.2131
2019-07-22,12.6126
2019-07-24,1.3333
2019-07-29,-11.8421
2019-07-30,4.4776
2019-07-31,-0.7143
2019-08-01,0.0
2019-08-02,0.0
2019-08-06,0.7194
2019-08-07,-14.2857
2019-08-09,0.0
2019-08-13,-0.1667
2019-08-14,3.6728
2019-08-15,-4.9919
2019-08-16,0.1695
2019-08-20,0.1692
2019-08-26,-2.027
2019-08-29,-7.931
2019-08-30,-5.618
2019-09-03,0.0
2019-09-05,0.0
2019-09-06,-0.7937
2019-09-09,-0.2
2019-09-11,-24.8497
2019-09-12,0.0
2019-09-13,4.0
2019-09-16,2.5641
2019-09-17,0.0
2019-09-18,5.25
2019-09-19,6.8884
2019-09-20,-4.4444
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,-6.9767
2019-09-26,-2.5
2019-09-27,-2.5641
2019-10-03,-4.4737
2019-10-07,0.551
2019-10-09,-4.1096
2019-10-10,0.0
2019-10-15,0.2857
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,2.5641
2019-10-21,-15.2778
2019-10-22,11.4754
2019-10-23,0.0
2019-10-28,1.4706000000000001
2019-10-29,0.0
2019-10-31,-11.3043
2019-11-05,1.3072
2019-11-07,21.9355
2019-11-08,-4.7619
2019-11-11,0.0
2019-11-12,0.0
2019-11-15,0.0
2019-11-18,-16.6667
2019-11-20,18.3333
2019-11-25,-2.8169
2019-11-26,-1.4493
2019-11-29,-1.4706000000000001
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,13.1343
2019-12-12,-6.3325
2019-12-13,-2.8169
2019-12-16,0.0
2019-12-17,-7.2464
2019-12-19,-0.7031
2019-12-20,0.7081
2019-12-23,0.0
2019-12-24,-21.5625
2019-12-26,7.5697
2019-12-27,0.0
2019-12-30,2.5926
2019-12-31,-9.7473
2020-01-02,8.0
2020-01-07,1.8519
2020-01-09,-1.8182
2020-01-10,0.5556
2020-01-14,-0.5525
2020-01-15,0.0
2020-01-21,0.0
2020-01-23,7.7778
2020-02-05,-12.7148
2020-02-06,-0.3937
2020-02-10,-11.0672
2020-02-11,11.1111
2020-02-12,18.0
2020-02-25,1.6949
2020-02-26,8.3333
2020-02-27,-4.6154
2020-02-28,-3.2258
2020-03-02,14.0
2020-03-04,16.9591
2020-03-05,0.0
2020-03-10,3.75
2020-03-12,-27.7108
2020-03-17,33.3333
2020-03-18,-37.5
2020-03-19,46.0
2020-03-23,-31.5068
2020-03-30,8.0
2020-04-06,5.5556
2020-04-07,-22.807
2020-04-08,18.1818
2020-04-09,7.3077
2020-04-22,-27.957
2020-04-23,0.0
2020-04-24,11.9403
2020-04-27,15.5556
2020-04-29,0.0
2020-04-30,-15.3846
2020-05-01,-31.8182
2020-05-04,56.6667
2020-05-05,0.0
2020-05-07,-45.5319
2020-05-08,48.4375
2020-05-19,-21.0526
2020-05-20,46.6667
2020-05-21,-2.2727
2020-05-27,-27.907
2020-05-28,0.0
2020-05-29,11.2903
2020-06-01,10.1449
2020-06-02,5.2632
2020-06-03,12.5
2020-06-05,-1.3333
2020-06-11,-0.9009
2020-06-15,-25.0
2020-06-16,24.2424
2020-06-17,-12.1951
2020-06-18,-9.4444
2020-06-26,1.8466
2020-07-01,2.4035
2020-07-08,-2.3529
2020-07-09,2.4096
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,-2.3529
2020-07-17,29.5181
2020-07-20,0.0
2020-07-22,-4.6512
2020-07-23,2.439
2020-07-28,-23.8095
2020-07-29,0.0
2020-07-31,25.0
