ticker,LRMR US Equity
2014-11-05,-3.0224
2014-11-06,3.7614
2014-11-07,-0.6732
2014-11-10,4.0667
2014-11-11,-2.6553
2014-11-12,-0.8749
2014-11-13,0.0
2014-11-14,0.675
2014-11-17,3.7648
2014-11-18,2.6342
2014-11-19,-0.2421
2014-11-20,0.7767
2014-11-21,-0.1927
2014-11-24,5.0193
2014-11-25,4.136
2014-11-26,1.6328
2014-11-28,2.5185
2014-12-01,-8.1745
2014-12-02,3.5517
2014-12-03,0.4454
2014-12-04,-0.3991
2014-12-05,4.0516
2014-12-08,-0.4707
2014-12-09,-2.4076
2014-12-10,-1.4537
2014-12-11,0.4917
2014-12-12,0.3559
2014-12-15,-3.5904
2014-12-16,-0.3678
2014-12-17,9.1832
2014-12-18,2.071
2014-12-19,6.9979
2014-12-22,9.8297
2014-12-23,6.8358
2014-12-24,2.2098
2014-12-26,2.7428
2014-12-29,-0.6595
2014-12-30,-2.6241
2014-12-31,0.1299
2015-01-02,0.2594
2015-01-05,2.3609
2015-01-06,1.643
2015-01-07,20.4538
2015-01-08,3.329
2015-01-09,-1.1988
2015-01-12,-5.0809
2015-01-13,0.0266
2015-01-14,-0.3195
2015-01-15,-5.9829
2015-01-16,4.0625
2015-01-20,-2.2932
2015-01-21,-7.069
2015-01-22,11.4251
2015-01-23,5.1403
2015-01-26,3.5801
2015-01-27,1.1893
2015-01-28,-0.9305
2015-01-29,0.0989
2015-01-30,-6.1481
2015-02-02,-0.6314
2015-02-03,2.8594
2015-02-04,-4.7876
2015-02-05,-1.9194
2015-02-06,4.0243
2015-02-09,0.0265
2015-02-10,-0.106
2015-02-11,0.1856
2015-02-12,0.9529
2015-02-13,2.4122
2015-02-17,-0.0768
2015-02-18,-0.5637
2015-02-19,0.6699
2015-02-20,4.0184
2015-02-23,3.2972
2015-02-24,-10.0048
2015-02-25,0.5558
2015-02-26,1.9742
2015-02-27,-0.2323
2015-03-02,-0.8279
2015-03-03,0.0
2015-03-04,3.6786
2015-03-05,-1.3588
2015-03-06,-1.148
2015-03-09,8.2323
2015-03-10,3.958
2015-03-11,2.3394
2015-03-12,0.4706
2015-03-13,-1.1822
2015-03-16,2.2348
2015-03-17,0.6182
2015-03-18,3.9061
2015-03-19,8.4266
2015-03-20,-8.5703
2015-03-23,-3.4938000000000002
2015-03-24,-7.9249
2015-03-25,-1.0789
2015-03-26,0.4605
2015-03-27,-3.5464
2015-03-30,0.4252
2015-03-31,-1.345
2015-04-01,-4.8725000000000005
2015-04-02,-1.327
2015-04-06,-0.4034
2015-04-07,-4.7529
2015-04-08,3.6859
2015-04-09,3.5822000000000003
2015-04-10,0.396
2015-04-13,-0.6048
2015-04-14,4.4444
2015-04-15,0.5319
2015-04-16,-6.6012
2015-04-17,-4.3431
2015-04-20,3.1585
2015-04-21,5.7955
2015-04-22,0.9302
2015-04-23,3.7378
2015-04-24,-1.5301
2015-04-27,-9.8246
2015-04-28,-4.7804
2015-04-29,-4.0572
2015-04-30,-5.324
2015-05-01,3.2134
2015-05-04,7.005
2015-05-05,-7.8557
2015-05-06,3.2839
2015-05-07,2.8125999999999998
2015-05-08,3.1817
2015-05-11,-2.0749
2015-05-12,0.7357
2015-05-13,-8.0339
2015-05-14,0.0318
2015-05-15,-3.8425000000000002
2015-05-18,0.4954
2015-05-19,-3.3848
2015-05-20,-0.5102
2015-05-21,4.1026
2015-05-22,2.6929
2015-05-26,1.1513
2015-05-27,0.8852
2015-05-28,1.4416
2015-05-29,0.587
2015-06-01,-1.9963
2015-06-02,2.8830999999999998
2015-06-03,2.2845
2015-06-04,-1.1912
2015-06-05,-0.1206
2015-06-08,2.233
2015-06-09,-1.2102
2015-06-10,3.8542
2015-06-11,2.4453
2015-06-12,-0.7863
2015-06-15,0.7642
2015-06-16,0.0281
2015-06-17,2.3308
2015-06-18,3.5949999999999998
2015-06-19,-0.8742
2015-06-22,5.7456
2015-06-23,0.1769
2015-06-24,-2.3209
2015-06-25,-6.999
2015-06-26,-1.7217
2015-06-29,-4.295
2015-06-30,2.2439
2015-07-01,-0.2888
2015-07-02,1.2453
2015-07-06,0.6007
2015-07-07,2.2462
2015-07-08,-1.6684999999999999
2015-07-09,0.9898
2015-07-10,0.7281
2015-07-13,3.2805
2015-07-14,4.7645
2015-07-15,-0.9507
2015-07-16,2.4643
2015-07-17,-0.0253
2015-07-20,-0.6584
2015-07-21,-2.6765
2015-07-22,2.8025
2015-07-23,-3.5924
2015-07-24,-3.8848000000000003
2015-07-27,-3.4093999999999998
2015-07-28,5.5222999999999995
2015-07-29,-3.1022
2015-07-30,-0.4733
2015-07-31,6.2097999999999995
2015-08-03,0.237
2015-08-04,-0.7882
2015-08-05,1.4301
2015-08-06,-1.0966
2015-08-07,0.3168
2015-08-10,0.0789
2015-08-11,-1.341
2015-08-12,-1.4659
2015-08-13,-0.8115
2015-08-14,0.1909
2015-08-17,5.9879999999999995
2015-08-18,-3.9034
2015-08-19,-1.0957
2015-08-20,-3.3775
2015-08-21,-2.4049
2015-08-24,-4.3266
2015-08-25,2.5157
2015-08-26,4.2068
2015-08-27,2.5231
2015-08-28,0.9844
2015-08-31,-1.1102
2015-09-01,-2.5739
2015-09-02,5.6211
2015-09-03,-1.7296
2015-09-04,0.4603
2015-09-08,4.3935
2015-09-09,-1.2135
2015-09-10,1.4637
2015-09-11,2.0866
2015-09-14,0.0252
2015-09-15,0.8325
2015-09-16,-0.5504
2015-09-17,10.0881
2015-09-18,5.6444
2015-09-21,-4.5641
2015-09-22,-1.9266
2015-09-23,1.1786
2015-09-24,-7.355
2015-09-25,-9.64
2015-09-28,-7.8308
2015-09-29,-7.46
2015-09-30,2.2073
2015-10-01,0.0626
2015-10-02,3.2218
2015-10-05,3.8485
2015-10-06,-4.8731
2015-10-07,7.9141
2015-10-08,-3.6384
2015-10-09,1.4748999999999999
2015-10-12,-35.6105
2015-10-13,-28.8939
2015-10-14,23.8095
2015-10-15,7.7949
2015-10-16,-50.7136
2015-10-19,10.9073
2015-10-20,-2.1758
2015-10-21,-4.6263
2015-10-22,-0.4664
2015-10-23,-2.1556
2015-10-26,-2.682
2015-10-27,-1.3780000000000001
2015-10-28,4.2914
2015-10-29,-4.689
2015-10-30,-3.3133
2015-11-02,5.6075
2015-11-03,5.703
2015-11-04,8.5581
2015-11-05,-1.1997
2015-11-06,1.1275
2015-11-09,-0.3431
2015-11-10,-0.0861
2015-11-11,4.2205
2015-11-12,5.6198
2015-11-13,5.0861
2015-11-16,9.6054
2015-11-17,-1.5625
2015-11-18,6.3492
2015-11-19,-1.2979
2015-11-20,0.0657
2015-11-23,2.3653
2015-11-24,6.7394
2015-11-25,5.2315
2015-11-27,1.0857
2015-11-30,-4.4093
2015-12-01,-5.7954
2015-12-02,-60.5775
2015-12-03,-5.0955
2015-12-04,-5.5369
2015-12-07,6.2167
2015-12-08,2.3411
2015-12-09,0.3268
2015-12-10,5.3746
2015-12-11,-4.9459
2015-12-14,-3.252
2015-12-15,4.3697
2015-12-16,11.9163
2015-12-17,3.1655
2015-12-18,-0.2789
2015-12-21,-6.1538
2015-12-22,-0.2981
2015-12-23,3.1390000000000002
2015-12-24,-1.3043
2015-12-28,-3.2305
2015-12-29,1.5175
2015-12-30,-4.9327
2015-12-31,-1.1006
2016-01-04,1.5897999999999999
2016-01-05,3.7559
2016-01-06,-7.5415
2016-01-07,-4.2414
2016-01-08,-0.1704
2016-01-11,-5.1195
2016-01-12,20.3237
2016-01-13,-5.9791
2016-01-14,4.1335
2016-01-15,-11.2977
2016-01-19,-3.2702
2016-01-20,78.6477
2016-01-21,-9.2629
2016-01-22,-2.9638
2016-01-25,-10.5204
2016-01-26,3.5398
2016-01-27,-13.431
2016-01-28,-7.3343
2016-01-29,1.2177
2016-02-01,1.6541000000000001
2016-02-02,-1.3314
2016-02-03,-5.997
2016-02-04,6.8581
2016-02-05,-6.4179
2016-02-08,-10.526299999999999
2016-02-09,4.2781
2016-02-10,6.8376
2016-02-11,1.12
2016-02-12,2.3734
2016-02-16,10.2009
2016-02-17,4.3478
2016-02-18,2.1505
2016-02-19,-1.3158
2016-02-22,-4.1333
2016-02-23,-8.484
2016-02-24,0.304
2016-02-25,-2.2727
2016-02-26,5.7364
2016-02-29,-8.2111
2016-03-01,2.5559
2016-03-02,9.19
2016-03-03,-8.1312
2016-03-04,1.3975
2016-03-07,8.2695
2016-03-08,-8.2037
2016-03-09,-0.7704
2016-03-10,-9.7826
2016-03-11,2.0654
2016-03-14,3.3727
2016-03-15,-4.2414
2016-03-16,-2.385
2016-03-17,1.3961999999999999
2016-03-18,5.3356
2016-03-21,2.2876
2016-03-22,2.2364
2016-03-23,-8.5938
2016-03-24,-2.0513
2016-03-28,-1.0471
2016-03-29,6.8783
2016-03-30,4.1254
2016-03-31,5.8637
2016-04-01,0.2994
2016-04-04,8.6567
2016-04-05,-1.7856999999999998
2016-04-06,2.2378
2016-04-07,-3.0096
2016-04-08,-7.0522
2016-04-11,-5.4628
2016-04-12,4.8154
2016-04-13,3.6753
2016-04-14,5.1699
2016-04-15,-2.6685
2016-04-18,1.0101
2016-04-19,-3.2857
2016-04-20,0.7386
2016-04-21,3.3724
2016-04-22,2.8369
2016-04-25,-3.1724
2016-04-26,-3.7037
2016-04-27,-1.0355
2016-04-28,-0.8969
2016-04-29,-3.9215999999999998
2016-05-02,4.0816
2016-05-03,-3.7707
2016-05-04,-2.5078
2016-05-05,-4.1801
2016-05-06,2.8523
2016-05-09,3.9152
2016-05-10,1.5699
2016-05-11,1.7002000000000002
2016-05-12,-4.1033
2016-05-13,4.2789
2016-05-16,2.2796
2016-05-17,-2.526
2016-05-18,0.9146
2016-05-19,-2.8701
2016-05-20,2.6439
2016-05-23,4.0909
2016-05-24,3.3479
2016-05-25,-0.9859
2016-05-26,-2.8449999999999998
2016-05-27,2.1962
2016-05-31,1.1461000000000001
2016-06-01,0.5666
2016-06-02,7.0423
2016-06-03,-8.5526
2016-06-06,1.8705
2016-06-07,-4.3785
2016-06-08,0.0
2016-06-09,-2.6588000000000003
2016-06-10,-3.0349
2016-06-13,-4.5383
2016-06-14,-1.3115
2016-06-15,-0.3322
2016-06-16,-0.1667
2016-06-17,-1.5025
2016-06-20,3.0508
2016-06-21,-0.9868
2016-06-22,0.4983
2016-06-23,3.8017
2016-06-24,-6.8471
2016-06-27,-2.735
2016-06-28,3.5149
2016-06-29,0.5093
2016-06-30,1.1824
2016-07-01,4.6745
2016-07-05,1.1164
2016-07-06,-1.4196
2016-07-07,3.04
2016-07-08,2.6398
2016-07-11,4.6899
2016-07-12,-1.1561
2016-07-13,-3.8012
2016-07-14,-1.6717
2016-07-15,3.2457
2016-07-18,0.0
2016-07-19,1.0479
2016-07-20,-52.0
2016-07-21,-7.716
2016-07-22,-1.3378
2016-07-25,5.7627
2016-07-26,-0.9615
2016-07-27,0.3236
2016-07-28,-3.2258
2016-07-29,1.3333
2016-08-01,4.2763
2016-08-02,-3.1546
2016-08-03,-0.3257
2016-08-04,-0.3268
2016-08-05,5.5738
2016-08-08,-0.3106
2016-08-09,1.8692
2016-08-10,-1.2232
2016-08-11,0.3096
2016-08-12,-0.3086
2016-08-15,3.096
2016-08-16,-2.1021
2016-08-17,-1.227
2016-08-18,-0.6211
2016-08-19,-3.4375
2016-08-22,1.2945
2016-08-23,-0.639
2016-08-24,-1.2862
2016-08-25,-1.6287
2016-08-26,0.9934
2016-08-29,-1.6393
2016-08-30,1.6667
2016-08-31,-1.9672
2016-09-01,1.6722000000000001
2016-09-02,-2.9605
2016-09-06,1.0169
2016-09-07,2.349
2016-09-08,2.9508
2016-09-09,-4.4586
2016-09-12,3.6667
2016-09-13,-0.6431
2016-09-14,1.6181
2016-09-15,0.6369
2016-09-16,-0.6329
2016-09-19,0.0
2016-09-20,6.3694
2016-09-21,-2.3952
2016-09-22,3.681
2016-09-23,-0.5917
2016-09-26,-4.7619
2016-09-27,1.875
2016-09-28,2.1471999999999998
2016-09-29,-3.9039
2016-09-30,3.4375
2016-10-03,5.4381
2016-10-04,-3.7249
2016-10-05,4.4643
2016-10-06,-1.4245
2016-10-07,0.289
2016-10-10,7.781
2016-10-11,-3.7433
2016-10-12,-1.6667
2016-10-13,0.2825
2016-10-14,-1.4085
2016-10-17,-3.4286
2016-10-18,2.071
2016-10-19,-0.5797
2016-10-20,2.6239
2016-10-21,-1.1364
2016-10-24,0.0
2016-10-25,-1.7241
2016-10-26,-1.462
2016-10-27,-6.8248999999999995
2016-10-28,-2.5478
2016-10-31,-1.634
2016-11-01,2.3256
2016-11-02,-1.6234
2016-11-03,-1.6502
2016-11-04,-1.6779
2016-11-07,5.802
2016-11-08,2.2580999999999998
2016-11-09,8.2019
2016-11-10,0.5831
2016-11-11,1.4493
2016-11-14,3.4286
2016-11-15,-2.2099
2016-11-16,-0.8475
2016-11-17,-0.8547
2016-11-18,2.8736
2016-11-21,-1.9553
2016-11-22,-1.7094
2016-11-23,2.3188
2016-11-25,0.2833
2016-11-28,-2.8249
2016-11-29,-1.4535
2016-11-30,-0.295
2016-12-01,1.1834
2016-12-02,1.1696
2016-12-05,2.8902
2016-12-06,1.4045
2016-12-07,-3.6010999999999997
2016-12-08,0.5747
2016-12-09,-1.7143000000000002
2016-12-12,-2.3256
2016-12-13,-2.9762
2016-12-14,-2.7607
2016-12-15,0.6309
2016-12-16,-0.3135
2016-12-19,0.3145
2016-12-20,0.0
2016-12-21,7.837
2016-12-22,-6.1047
2016-12-23,2.7864
2016-12-27,4.2169
2016-12-28,-2.6012
2016-12-29,-1.7804
2016-12-30,-3.9275
2017-01-03,1.8868
2017-01-04,2.7778
2017-01-05,0.6006
2017-01-06,24.7761
2017-01-09,-2.8708
2017-01-10,-1.9704000000000002
2017-01-11,-4.7739
2017-01-12,7.9155999999999995
2017-01-13,3.423
2017-01-17,-4.4917
2017-01-18,-0.495
2017-01-19,-1.4925
2017-01-20,-2.7778
2017-01-23,1.2987
2017-01-24,1.0256
2017-01-25,3.0457
2017-01-26,-3.6946
2017-01-27,3.5806
2017-01-30,-1.9752999999999998
2017-01-31,6.0453
2017-02-01,-0.9501
2017-02-02,-1.6787
2017-02-03,3.1707
2017-02-06,-0.9456
2017-02-07,-2.148
2017-02-08,-2.6829
2017-02-09,3.2580999999999998
2017-02-10,1.6989999999999998
2017-02-13,-0.2387
2017-02-14,1.4354
2017-02-15,-0.4717
2017-02-16,-0.7109
2017-02-17,-2.148
2017-02-21,0.4878
2017-02-22,-1.2136
2017-02-23,-1.2285
2017-02-24,-1.7412999999999998
2017-02-27,2.2785
2017-02-28,-1.7327
2017-03-01,1.2594
2017-03-02,0.2488
2017-03-03,1.4888
2017-03-06,-4.1565
2017-03-07,-2.551
2017-03-08,-0.2618
2017-03-09,3.6745
2017-03-10,12.6582
2017-03-13,-2.4718999999999998
2017-03-14,0.2304
2017-03-15,-1.1494
2017-03-16,-1.3953
2017-03-17,2.3585
2017-03-20,5.53
2017-03-21,-0.2183
2017-03-22,2.8446
2017-03-23,0.4255
2017-03-24,-2.5423999999999998
2017-03-27,1.7391
2017-03-28,-0.4274
2017-03-29,1.2876
2017-03-30,-2.5423999999999998
2017-03-31,1.3043
2017-04-03,7.5107
2017-04-04,-1.5968
2017-04-05,0.4057
2017-04-06,0.404
2017-04-07,-0.2012
2017-04-10,-3.2258
2017-04-11,-0.8333
2017-04-12,1.0504
2017-04-13,-0.4158
2017-04-17,1.8789
2017-04-18,0.4098
2017-04-19,0.0
2017-04-20,3.6734999999999998
2017-04-21,-6.1024
2017-04-24,2.7254
2017-04-25,0.0
2017-04-26,2.6531000000000002
2017-04-27,-0.994
2017-04-28,-2.008
2017-05-01,1.0246
2017-05-02,0.8114
2017-05-03,-2.2133
2017-05-04,0.2058
2017-05-05,1.6427
2017-05-08,-2.6263
2017-05-09,-1.4523
2017-05-10,-5.4737
2017-05-11,-4.0089
2017-05-12,-4.1763
2017-05-15,2.6634
2017-05-16,0.2358
2017-05-17,-5.4118
2017-05-18,0.7463
2017-05-19,0.9877
2017-05-22,-0.489
2017-05-23,-1.7199
2017-05-24,-0.75
2017-05-25,-3.0227
2017-05-26,-1.8182
2017-05-30,-3.1746
2017-05-31,-7.377
2017-06-01,8.8496
2017-06-02,0.813
2017-06-05,-3.2258
2017-06-06,3.8889
2017-06-07,-2.1390000000000002
2017-06-08,1.9125999999999999
2017-06-09,1.0724
2017-06-12,-5.5703
2017-06-13,3.6517
2017-06-14,2.71
2017-06-15,-2.6385
2017-06-16,-1.355
2017-06-19,1.0989
2017-06-20,-2.9891
2017-06-21,10.6443
2017-06-22,-3.7975
2017-06-23,-2.3684
2017-06-26,-2.4259
2017-06-27,-2.2099
2017-06-28,3.3898
2017-06-29,-3.2787
2017-06-30,-0.8475
2017-07-03,1.7094
2017-07-05,2.521
2017-07-06,-3.8251
2017-07-07,1.4205
2017-07-10,-5.6022
2017-07-11,-0.8902
2017-07-12,0.0
2017-07-13,12.5749
2017-07-14,-1.8617
2017-07-17,-0.271
2017-07-18,-3.5326
2017-07-19,0.5634
2017-07-20,-1.4006
2017-07-21,-0.5682
2017-07-24,1.1429
2017-07-25,-0.2825
2017-07-26,-1.6997
2017-07-27,-2.3055
2017-07-28,-0.59
2017-07-31,0.2967
2017-08-01,0.5917
2017-08-02,-0.8824
2017-08-03,-0.2967
2017-08-04,0.8929
2017-08-07,2.9499
2017-08-08,-2.2923
2017-08-09,-0.2933
2017-08-10,-2.0588
2017-08-11,2.1021
2017-08-14,-0.5882
2017-08-15,0.8876
2017-08-16,2.0528
2017-08-17,-0.8621
2017-08-18,0.8696
2017-08-21,1.7241
2017-08-22,-0.8475
2017-08-23,-1.7094
2017-08-24,2.3188
2017-08-25,-0.8499
2017-08-28,1.7143000000000002
2017-08-29,-0.5618
2017-08-30,0.2825
2017-08-31,1.6901000000000002
2017-09-01,-0.831
2017-09-05,-4.1899
2017-09-06,0.5831
2017-09-07,2.6087
2017-09-08,-0.565
2017-09-11,-3.4091
2017-09-12,0.0
2017-09-13,1.7647
2017-09-14,-0.578
2017-09-15,-2.0349
2017-09-18,2.6706
2017-09-19,-2.0231
2017-09-20,-1.1799
2017-09-21,-0.8955
2017-09-22,1.2048
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,-0.5952
2017-09-28,2.3952
2017-09-29,2.924
2017-10-02,1.7045
2017-10-03,-2.2346
2017-10-04,0.5714
2017-10-05,-4.8295
2017-10-06,2.3881
2017-10-09,-0.8746
2017-10-10,3.2353
2017-10-11,1.7094
2017-10-12,12.8852
2017-10-13,2.7295
2017-10-16,-4.8309
2017-10-17,-8.3756
2017-10-18,3.6010999999999997
2017-10-19,-1.0695000000000001
2017-10-20,-0.2703
2017-10-23,-4.336
2017-10-24,-0.2833
2017-10-25,0.5682
2017-10-26,-2.5423999999999998
2017-10-27,1.4493
2017-10-30,-0.2857
2017-10-31,2.0057
2017-11-01,2.5281000000000002
2017-11-02,-3.5616
2017-11-03,3.4091
2017-11-06,-1.3736
2017-11-07,1.6713
2017-11-08,1.9178
2017-11-09,-0.8065
2017-11-10,0.0
2017-11-13,-1.084
2017-11-14,0.137
2017-11-15,1.5048
2017-11-16,-0.2695
2017-11-17,1.8919000000000001
2017-11-20,-1.061
2017-11-21,-0.2681
2017-11-22,-1.8817
2017-11-24,0.274
2017-11-27,-4.0984
2017-11-28,4.8433
2017-11-29,2.1739
2017-11-30,3.9894
2017-12-01,1.023
2017-12-04,-2.0253
2017-12-05,-0.5168
2017-12-06,-1.2987
2017-12-07,1.3158
2017-12-08,2.2078
2017-12-11,-1.3977
2017-12-12,-3.866
2017-12-13,-0.5362
2017-12-14,-0.2695
2017-12-15,2.4324
2017-12-18,-0.2639
2017-12-19,0.5291
2017-12-20,3.9474
2017-12-21,4.0506
2017-12-22,2.6764
2017-12-26,1.6588
2017-12-27,3.4965
2017-12-28,6.982
2017-12-29,-2.7368
2018-01-02,3.6797
2018-01-03,8.142
2018-01-04,-0.9653
2018-01-05,8.1871
2018-01-08,-2.5225
2018-01-09,2.7725999999999997
2018-01-10,1.259
2018-01-11,-0.5329
2018-01-12,-0.7143
2018-01-16,-3.5971
2018-01-17,-0.1866
2018-01-18,3.3645
2018-01-19,9.4033
2018-01-22,-2.4793
2018-01-23,0.339
2018-01-24,-0.1689
2018-01-25,-0.1692
2018-01-26,-0.5085
2018-01-29,-1.7036
2018-01-30,-1.7330999999999999
2018-01-31,21.164
2018-02-01,4.0757
2018-02-02,5.035
2018-02-05,-0.6658
2018-02-06,12.7346
2018-02-07,3.3294
2018-02-08,-7.2497
2018-02-09,-1.737
2018-02-12,2.904
2018-02-13,0.4908
2018-02-14,8.7912
2018-02-15,-8.7542
2018-02-16,2.952
2018-02-20,-7.1685
2018-02-21,0.6435
2018-02-22,-0.6394
2018-02-23,3.2175
2018-02-26,-1.4963
2018-02-27,-0.6329
2018-02-28,0.1274
2018-03-01,-1.145
2018-03-02,4.5045
2018-03-05,-1.7241
2018-03-06,3.5088
2018-03-07,-3.1477
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,-0.625
2018-03-13,-3.8994
2018-03-14,1.3089
2018-03-15,-1.5504
2018-03-16,-4.5931999999999995
2018-03-19,-3.1637
2018-03-20,3.267
2018-03-21,0.4127
2018-03-22,-1.6438000000000001
2018-03-23,4.5961
2018-03-26,1.0652
2018-03-27,-4.8748000000000005
2018-03-28,3.6010999999999997
2018-03-29,-0.4011
2018-04-02,-3.7584
2018-04-03,-0.1395
2018-04-04,1.2570000000000001
2018-04-05,1.2414
2018-04-06,0.2725
2018-04-09,-0.6793
2018-04-10,2.1888
2018-04-11,2.1419
2018-04-12,0.7864
2018-04-13,0.0
2018-04-16,-10.4031
2018-04-17,2.5399000000000003
2018-04-18,-2.6185
2018-04-19,-0.436
2018-04-20,-0.146
2018-04-23,-3.8012
2018-04-24,-4.2553
2018-04-25,-1.746
2018-04-26,5.6543
2018-04-27,1.682
2018-04-30,2.1053
2018-05-01,0.2946
2018-05-02,3.0837
2018-05-03,-1.2821
2018-05-04,2.5974
2018-05-07,-1.5471
2018-05-08,5.7143
2018-05-09,-12.1622
2018-05-10,-0.1538
2018-05-11,1.2327
2018-05-14,0.1522
2018-05-15,-0.9119
2018-05-16,-1.0735999999999999
2018-05-17,4.186
2018-05-18,1.4881
2018-05-21,-1.0264
2018-05-22,-1.4815
2018-05-23,-5.4135
2018-05-24,4.4515
2018-05-25,-5.7839
2018-05-29,4.3619
2018-05-30,10.8359
2018-05-31,-1.2570000000000001
2018-06-01,0.0
2018-06-04,-4.2433
2018-06-05,-0.4431
2018-06-06,0.7418
2018-06-07,-0.1473
2018-06-08,-2.3599
2018-06-11,-0.9063
2018-06-12,2.8963
2018-06-13,6.5184999999999995
2018-06-14,-2.9207
2018-06-15,0.8596
2018-06-18,5.9658999999999995
2018-06-19,-0.4021
2018-06-20,-1.3458999999999999
2018-06-21,-8.4584
2018-06-22,5.6632
2018-06-25,26.7983
2018-06-26,-3.1146
2018-06-27,-2.411
2018-06-28,12.9412
2018-06-29,6.5625
2018-07-02,-6.6471
2018-07-03,9.2147
2018-07-05,2.4928
2018-07-06,1.4032
2018-07-09,-3.321
2018-07-10,-0.0954
2018-07-11,-2.0057
2018-07-12,-0.0975
2018-07-13,-3.6098
2018-07-16,1.6194
2018-07-17,5.1793
2018-07-18,0.947
2018-07-19,2.439
2018-07-20,-2.4725
2018-07-23,-2.723
2018-07-24,-1.9304999999999999
2018-07-25,5.7087
2018-07-26,-0.0931
2018-07-27,-5.4986
2018-07-30,1.5779
2018-07-31,0.9709
2018-08-01,-2.0192
2018-08-02,1.7664
2018-08-03,-8.2932
2018-08-06,0.8412
2018-08-07,-1.877
2018-08-08,2.6567
2018-08-09,0.0
2018-08-10,1.5528
2018-08-13,-1.4271
2018-08-14,-1.0341
2018-08-15,-1.2539
2018-08-16,0.5291
2018-08-17,-4.3158
2018-08-20,2.0902
2018-08-21,0.3233
2018-08-22,2.0408
2018-08-23,0.4211
2018-08-24,1.4675
2018-08-27,-4.7521
2018-08-28,1.41
2018-08-29,-0.9626
2018-08-30,1.5119
2018-08-31,1.2766
2018-09-04,-1.8908
2018-09-05,-5.2463
2018-09-06,0.791
2018-09-07,-0.6726
2018-09-10,8.6907
2018-09-11,6.5421
2018-09-12,1.8519
2018-09-13,2.201
2018-09-14,-5.2434
2018-09-17,-3.8538
2018-09-18,6.6804
2018-09-19,7.6108
2018-09-20,-1.9696
2018-09-21,-1.5525
2018-09-24,5.3803
2018-09-25,5.7218
2018-09-26,-0.1665
2018-09-27,0.417
2018-09-28,-2.907
2018-10-01,-3.4217
2018-10-02,-2.7458
2018-10-03,0.3643
2018-10-04,-2.1779
2018-10-05,-3.3395
2018-10-08,-2.6871
2018-10-09,-0.3945
2018-10-10,-0.8911
2018-10-11,2.5974
2018-10-12,-2.3369
2018-10-15,-0.3988
2018-10-16,4.7047
2018-10-17,0.3824
2018-10-18,-2.3810000000000002
2018-10-19,1.2683
2018-10-22,-0.3854
2018-10-23,-1.5474
2018-10-24,-9.4303
2018-10-25,3.7961
2018-10-26,-0.418
2018-10-29,-1.2591999999999999
2018-10-30,0.8502
2018-10-31,2.3182
2018-11-01,2.3687
