ticker,IPIC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-02,-2.2457
2018-02-05,-3.5
2018-02-06,-0.7254
2018-02-07,0.505
2018-02-08,-5.193
2018-02-09,-3.849
2018-02-12,-6.6205
2018-02-13,-0.9893
2018-02-14,7.9351
2018-02-15,-10.0517
2018-02-16,-4.717
2018-02-20,6.2358
2018-02-21,8.999600000000001
2018-02-22,1.5087000000000002
2018-02-23,-1.2183
2018-02-26,-4.186
2018-02-27,-6.4725
2018-02-28,2.3356
2018-03-01,-4.9028
2018-03-02,0.6222
2018-03-05,17.0495
2018-03-06,-1.8860000000000001
2018-03-07,-2.77
2018-03-08,6.2445
2018-03-09,-4.686
2018-03-12,2.3437
2018-03-13,-2.9008000000000003
2018-03-14,2.1226
2018-03-15,3.4642
2018-03-16,-6.3244
2018-03-19,0.4766
2018-03-20,0.0
2018-03-21,1.1067
2018-03-22,-1.4855
2018-03-23,1.9841
2018-03-26,-0.7782
2018-03-27,-2.0392
2018-03-28,-3.9231
2018-03-29,-1.6667
2018-04-02,-1.3559
2018-04-03,-5.2405
2018-04-04,6.165
2018-04-05,-1.1102
2018-04-06,-0.8636
2018-04-09,-4.0941
2018-04-10,0.7266
2018-04-11,3.6069
2018-04-12,-3.7424
2018-04-13,-2.8029
2018-04-16,1.3023
2018-04-17,0.5418
2018-04-18,-3.9182
2018-04-19,2.8175
2018-04-20,-2.9243
2018-04-23,-4.858
2018-04-24,-4.6046
2018-04-25,1.6537
2018-04-26,-3.2918
2018-04-27,-3.9354
2018-04-30,-2.7778
2018-05-01,-1.4857
2018-05-02,0.9292
2018-05-03,-2.3
2018-05-04,-3.6471
2018-05-07,-8.4249
2018-05-08,-1.0147
2018-05-09,-0.9954
2018-05-10,-2.0408
2018-05-11,4.1667
2018-05-14,0.5333
2018-05-15,-3.5808999999999997
2018-05-16,10.0413
2018-05-17,12.5375
2018-05-18,-2.588
2018-05-21,1.8244
2018-05-22,-2.4636
2018-05-23,8.8404
2018-05-24,-1.4768
2018-05-25,-2.6092
2018-05-29,6.5268
2018-05-30,-4.2312
2018-05-31,0.7543
2018-06-01,1.9251
2018-06-04,-3.148
2018-06-05,1.3012000000000001
2018-06-06,-1.4984
2018-06-07,5.8632
2018-06-08,-2.2708
2018-06-11,-3.9733
2018-06-12,-5.5617
2018-06-13,1.2603
2018-06-14,-6.1714
2018-06-15,18.7576
2018-06-18,-10.7692
2018-06-19,-0.4598
2018-06-20,3.8106
2018-06-21,-9.01
