ticker,XBOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-02-05,2416.7785
2008-03-12,33.3333
2008-11-17,-25.0
2008-11-19,6.6667
2008-11-20,0.0
2008-11-24,0.0
2008-11-25,-6.25
2008-11-28,6.6667
2008-12-01,0.0
2008-12-02,0.0
2008-12-03,0.0
2008-12-09,-18.75
2008-12-10,23.0769
2008-12-12,-36.875
2008-12-15,3.9604
2008-12-16,52.381
2008-12-18,-68.25
2009-01-22,-21.2598
2009-01-28,22.0
2009-02-11,-1.6393
2009-02-12,4.0
2009-02-13,0.9615
2009-02-17,-3.1746
2009-02-18,4.2623
2009-02-19,0.6289
2009-02-20,1.5625
2009-02-23,-3.0769
2009-02-24,-4.7619
2009-02-25,-4.0
2009-02-26,0.6944
2009-02-27,3.1034
2009-03-02,-8.0268
2009-03-03,-1.8182
2009-03-04,7.4074
2009-03-05,3.4483
2009-03-06,-3.3333
2009-03-09,-6.8966
2009-03-10,7.4074
2009-03-11,-6.8966
2009-03-12,0.0
2009-03-13,6.2963000000000005
2009-03-16,-9.4077
2009-03-17,5.7692
2009-03-18,-9.0909
2009-03-19,2.0
2009-03-20,7.8431
2009-03-23,10.9091
2009-03-24,1.6393
2009-03-25,1.6129
2009-03-26,-1.5873
2009-03-27,-1.6129
2009-03-30,0.0
2009-03-31,-7.8689
2009-04-01,-0.3559
2009-04-02,0.0
2009-04-03,-1.7856999999999998
2009-04-06,-5.4545
2009-04-07,15.3846
2009-04-08,-13.3333
2009-04-09,15.3846
2009-04-13,-13.3333
2009-04-15,1.9231
2009-04-16,0.0
2009-04-17,13.2075
2009-04-20,-5.0
2009-04-23,8.4211
2009-04-24,-11.0032
2009-04-27,1.8182
2009-04-28,9.642900000000001
2009-04-29,-7.1661
2009-04-30,0.3509
2009-05-01,-5.5944
2009-05-05,0.0
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,11.1111
2009-05-11,0.0
2009-05-12,5.0
2009-05-14,0.0
2009-05-15,-14.2857
2009-05-18,0.0
2009-05-19,0.0
2009-05-22,7.4074
2009-05-26,5.1724
2009-05-28,-1.6393
2009-05-29,1.6667
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,0.0
2009-06-08,-4.5902
2009-06-10,-0.3436
2009-06-11,5.1724
2009-06-12,0.0
2009-06-15,1.6393
2009-06-16,-3.2258
2009-06-17,1.6667
2009-06-18,-1.6393
2009-06-19,1.6667
2009-06-22,-4.918
2009-06-23,0.0
