ticker,PTEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-04,700.0
2011-04-20,-74.5
2011-04-21,-84.2892
2011-04-25,6.0842
2011-04-26,35.2941
2011-04-27,-30.4348
2011-04-28,12.5
2011-04-29,0.0
2011-05-02,-22.2222
2011-05-03,0.0
2011-05-04,71.4286
2011-05-05,-16.6667
2011-05-06,0.0
2011-05-10,-20.0
2011-05-11,62.5
2011-05-12,-7.6923
2011-05-13,-25.0
2011-05-16,0.0
2011-05-18,0.0
2011-05-19,-44.4444
2011-05-20,-50.0
2011-05-23,-40.0
2011-05-24,33.3333
2011-05-25,-37.5
2011-05-26,52.0
2011-05-27,-5.2632
2011-05-31,2.7778
2011-06-01,-18.9189
2011-06-02,-20.0
2011-06-03,-33.3333
2011-06-06,50.0
2011-06-07,-34.8958
2011-06-08,2.4
2011-06-09,25.0
2011-06-10,-40.0
2011-06-13,-16.6667
2011-06-14,100.0
2011-06-15,-28.125
2011-06-16,25.2174
2011-06-17,-1.3889
2011-06-20,0.0
2011-06-21,-0.7042
2011-06-22,-53.1915
2011-06-23,118.1818
2011-06-24,11.1111
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,-1.25
2011-06-30,-29.1139
2011-07-01,-35.7143
2011-07-05,11.1111
2011-07-06,20.0
2011-07-07,16.6667
2011-07-08,-21.4286
2011-07-11,27.2727
2011-07-12,0.0
2011-07-14,-1.7856999999999998
2011-07-15,1.8182
2011-07-18,-1.7856999999999998
2011-07-19,0.0
2011-07-21,-5.4545
2011-07-22,-9.6154
2011-08-01,0.0
2011-08-02,-23.4043
2011-08-03,0.0
2011-08-05,11.1111
2011-08-09,-72.5
2011-08-10,-13.6364
2011-08-11,-31.5789
2011-08-12,-15.3846
2011-08-15,118.1818
2011-08-16,-58.3333
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,-20.0
2011-08-24,0.0
2011-08-25,-25.0
2011-08-26,0.0
2011-08-29,-16.6667
2011-08-30,20.0
2011-08-31,33.3333
2011-09-01,-37.5
2011-09-02,-40.0
2011-09-06,100.0
2011-09-07,-16.6667
2011-09-08,0.0
2011-09-09,0.0
2011-09-12,20.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,-16.6667
2011-09-19,0.0
2011-09-20,-40.0
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,66.6667
